"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사용목적","사용방법","월사용량","수용정원수","시설사용여부",
"319","특정고압가스업","09_28_14_P","3390000","2020339009112200001","20200107","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 학장동 728-31번지","부산광역시 사상구 장인로 81 (주)대륙에스티 (학장동)","47025","(주)대륙에스티","20200107095011","I","2020-01-09 00:23:25.0","","380198.981143804","184327.994209587","절단용","절단용","1000","0","",
"320","특정고압가스업","09_28_14_P","3390000","1996339008312200001","19961227","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 학장동 727-3번지","부산광역시 사상구 장인로77번길 52 (학장동)","","한국특수형강(주)","20121119150504","I","2018-08-31 23:59:59.0","","380272.649017294","184542.323098665","공업용","특정사용","700","0","",
"321","특정고압가스업","09_28_14_P","3390000","2006339001502700002","20060919","","02","휴업","1","휴업처리","","","","","051 3162013","","","부산광역시 사상구 학장동 262-8번지","부산광역시 사상구 학감대로147번길 54 (학장동)","","(주)극동기계","20141128163751","I","2018-08-31 23:59:59.0","","380839.416856419","184680.392584375","열처리","기체","300","99","",
"322","특정고압가스업","09_28_14_P","3390000","2017339009112200001","20170510","","02","휴업","1","휴업처리","","","","","","","","","부산광역시 사상구 장인로37번길 13-21 (감전동)","","대아철강상사","20170510173424","I","2018-08-31 23:59:59.0","","379682.11855596","184586.562643168","판재료 절단용","액체산소 가스용기 저장, 사용","2520","5","",
"323","특정고압가스업","09_28_14_P","3390000","2011339008312200002","20111026","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 감전동 162-8","부산광역시 사상구 가야대로 101 (감전동)","","주식회사 코스와이어","20220317105228","U","2022-03-19 02:40:00.0","","380687.045311266","185348.250096635","제품생산","산업용","576","50","",
"324","특정고압가스업","09_28_14_P","3390000","2013339008312200001","20130416","","02","휴업","1","휴업처리","20181212","","","","","","","부산광역시 사상구 덕포동 385-13번지","부산광역시 사상구 모덕로108번길 92 (덕포동)","","대진금속열처리","20190612150102","U","2019-06-14 02:40:00.0","","381000.875510354","188184.30815868","열처리로","배관연결사용","100","2","",
"325","특정고압가스업","09_28_14_P","3390000","2015339009112200001","20150106","","02","휴업","1","휴업처리","","","","","","","","","부산광역시 사상구 사상로447번길 68 (모라동)","","부산열처리(주)","20150106151521","I","2018-08-31 23:59:59.0","","380551.897194278","189147.521519513","산업용(열처리)","용기보관","200","4","",
"326","특정고압가스업","09_28_14_P","3390000","2017339009112200002","20170510","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 학장동 749-14번지","부산광역시 사상구 학장로63번길 46 (학장동)","","이레스텐레스","20170629100658","I","2018-08-31 23:59:59.0","","379894.020334508","184087.704698464","판재료 절단용","액체산소를 가스용기에 저장, 사용","1008","12","",
"327","특정고압가스업","09_28_14_P","3390000","2018339009112200003","20181008","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 주례동 1162-6번지","부산광역시 사상구 가야대로 264 (주례동)","47012","은성의료재단 좋은주례요양병원","20181022160524","U","2018-10-24 02:37:15.0","","382316.041281928","185266.610373172","의료용","압축가스 용기에 의한 보관","1168.5","120","",
"328","특정고압가스업","09_28_14_P","3400000","2019340010912200001","20190221","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 장안읍 명례리 932-5번지","부산광역시 기장군 장안읍 명례산단1로 31","46028","한국웰드텍(주)","20190327105222","U","2019-03-29 02:40:00.0","","405275.88338955","209770.042448899","wire drawing","wire drawing","490","0","",
"329","특정고압가스업","09_28_14_P","3400000","2019340010912200002","20190604","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 정관읍 달산리 868번지 (주)티에스피","부산광역시 기장군 정관읍 산단4로 8-15 (주)티에스피","46027","(주)티에스피","20190916154503","U","2019-09-18 02:40:00.0","","398323.995999533","203881.360363677","산소절단 외","용기에 배관 연결해서 산소사용","1420","170","",
"330","특정고압가스업","09_28_14_P","3400000","2022340010912200002","20220412","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 기장읍 시랑리 709 더 이스트 인 부산","부산광역시 기장군 기장읍 기장해안로 266, 더 이스트 인 부산 4층 401호","46083","(주)더올바른푸드","20220412163425","I","2022-04-14 00:22:33.0","","402500.203407425","191038.503561331","식품포장용","용기에 저장된 산소 사용","60","100","",
"331","특정고압가스업","09_28_14_P","3400000","2021340010912200001","20210708","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 일광면 이천리 1-10 화남수산","부산광역시 기장군 일광면 일광로 370, 화남수산","46041","화남수산","20210708161007","I","2021-07-10 00:22:52.0","","405116.397816912","199650.615489583","양식용","어류 산소 공급","6000","2","",
"332","특정고압가스업","09_28_14_P","3400000","1999340002502700008","19991008","","02","휴업","1","휴업처리","","","","","051 6096030","","","부산광역시 기장군 정관읍 달산리 938-40번지","부산광역시 기장군 정관읍 산단4로 2-69","","한국폴리텍대학 동부산캠퍼스","20160113104251","I","2018-08-31 23:59:59.0","","398192.892598399","203369.782377499","실습용","용기","0","0","",
"333","특정고압가스업","09_28_14_P","3400000","2007340002502700001","20070504","","02","휴업","1","휴업처리","","","","","051 7270257","","","부산광역시 기장군 장안읍 좌천리 70-2번지","부산광역시 기장군 장안읍 좌천로 17","","유진산업","20131231111423","I","2018-08-31 23:59:59.0","","403768.515984781","203550.303851918","열처리용","전기로","200","3","",
"334","특정고압가스업","09_28_14_P","3400000","2016340007212200001","20160128","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 일광면 동백리 2번지","부산광역시 기장군 일광면 문오성길 331","","남정수산","20160128104702","I","2018-08-31 23:59:59.0","","405517.824482339","201510.42357759","양식","어류 산소 공급","3000","2","",
"335","특정고압가스업","09_28_14_P","3400000","2017340010912200001","20170418","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 장안읍 명례리 901-5번지","부산광역시 기장군 장안읍 명례산단2로 93","","동연오토텍","20180105140705","I","2018-08-31 23:59:59.0","","405119.002516111","210735.315853947","용접용","액화가스를 초저온 저장탱크에 저장하였다가 기화기를 통하여 기화시켜 감압 후 배관으로 사용처에 공급","8000","10","",
"336","특정고압가스업","09_28_14_P","3400000","1996340002502700004","19960705","","02","휴업","1","휴업처리","","","","","051 7276911","","","부산광역시 기장군 정관면 예림리 940-2번지","부산광역시 기장군 정관면 농공길 13-72","","동보체인공업(주)","20131231110852","I","2018-08-31 23:59:59.0","","399519.83753000000","205432.54887100000","사용","원료","2000","3","",
"337","특정고압가스업","09_28_14_P","3400000","2007340002512200002","20070913","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 기장읍 청강리 702-4번지","부산광역시 기장군 기장읍 대청로72번길 6","","서일의료재단 기장병원","20191107111638","U","2019-11-09 02:40:00.0","","401705.531424964","195209.738804405","의료용","의료용","5040","250","",
"338","특정고압가스업","09_28_14_P","3400000","2018340010912200001","20180416","","02","휴업","1","휴업처리","","","","","","","","부산광역시 기장군 정관읍 매학리 720-7번지","부산광역시 기장군 정관읍 정관6로 31","46017","정관일신기독병원","20180417105132","I","2018-08-31 23:59:59.0","","397942.700663843","204428.576197141","의료용","용기에 저장된 산소 사용","3000","250","",
"339","특정고압가스업","09_28_14_P","3260000","1979326004902700132","19791026","","03","폐업","2","폐업처리","20160411","","","","051 2429751","","","부산광역시 서구 서대신동2가 382","부산광역시 서구 대티로 170 (서대신동2가)","","삼육부산병원","20220228155813","U","2022-03-02 02:40:00.0","","383283.55617159","181112.158849737","의료용","환자수술및 처치","1","1","",
"340","특정고압가스업","09_28_14_P","3270000","1989327001402700006","19890511","","03","폐업","2","폐업처리","20091007","","","","051 4667001","","","부산광역시 동구 초량동 31-3번지","부산광역시 동구 고관로29번길 38 (초량동)","","성분도병원","20131231135936","I","2018-08-31 23:59:59.0","","","","의료용","사업소 이전","330","10","",
"341","특정고압가스업","09_28_14_P","3280000","1978328001502700002","19780117","","03","폐업","2","폐업처리","20000101","","","","005104163965","","","부산광역시 영도구 대평동2가 2-1","","","동성조선철공소","20220531165237","U","2022-06-04 02:40:00.0","","","","용접","산업용","0","0","",
"342","특정고압가스업","09_28_14_P","3290000","2018329012812200002","20180918","","03","폐업","2","폐업처리","20190313","","","","","","","부산광역시 부산진구 양정동 352-6번지 오성병원","부산광역시 부산진구 중앙대로 910, 오성병원 (양정동)","47222","오성병원","20190827153033","U","2019-08-29 02:40:00.0","","388546.640057015","187758.809494879","의료용","액화산소","338","200","",
"343","특정고압가스업","09_28_14_P","3290000","1979329001302700012","19790409","","03","폐업","2","폐업처리","","","","","051 8945975","","","부산광역시 부산진구 가야동 129번지","","","국일자동차공업사","20131223110810","I","2018-08-31 23:59:59.0","","","","0","0","0","0","",
"344","특정고압가스업","09_28_14_P","3290000","1979329001302700014","19790409","","03","폐업","2","폐업처리","","","","","051 8020131","","","부산광역시 부산진구 전포동 194-7번지","부산광역시 부산진구 전포대로 244 (전포동)","","대도공업","20131223110323","I","2018-08-31 23:59:59.0","","388241.96518300000","186619.79060300000","작업용","0","0","0","",
"345","특정고압가스업","09_28_14_P","3290000","1985329001302700035","19850118","","03","폐업","2","폐업처리","20051231","","","","051 8025121","","","부산광역시 부산진구 부전동 537-9번지","","","제일제당","20131227155441","I","2018-08-31 23:59:59.0","","","","작업용","사업장이전","0","0","",
"346","특정고압가스업","09_28_14_P","3290000","1992329001302700038","19920418","","03","폐업","2","폐업처리","","","","","051 8947531","","","부산광역시 부산진구 개금동 177-314번지","","","고려병원","20131230103211","I","2018-08-31 23:59:59.0","","","","의료용","이사","0","0","",
"347","특정고압가스업","09_28_14_P","3290000","1996329001302700005","19961126","","03","폐업","2","폐업처리","20030828","","","","051 6472015","","","부산광역시 부산진구 범천동 893-26번지","","","(주)대교","20131230102912","I","2018-08-31 23:59:59.0","","","","고압가스 저장소와중복","(2003.08.28)폐지","0","0","",
"348","특정고압가스업","09_28_14_P","3290000","1999329001302700033","19990316","","03","폐업","2","폐업처리","","","","","051 6430324","","","부산광역시 부산진구 부전동 573-1번지","부산광역시 부산진구 중앙대로 지하 730 (부전동)","","부산교통공단(서면역)","20131230103041","I","2018-08-31 23:59:59.0","","387618.822819234","186273.478853367","냉동제조","응축","0","0","",
"349","특정고압가스업","09_28_14_P","3290000","2003329001302700023","20030521","","03","폐업","2","폐업처리","20030521","","","","051 8618002","","","부산광역시 부산진구 양정동 406-5번지","부산광역시 부산진구 중앙대로 933 (양정동)","","(주)신흥부산양정동지점","20131227154542","I","2018-08-31 23:59:59.0","","388571.350176822","188001.874170781","냉방용","냉동제조와 중복
(도시가스전환)","0","0","",
"350","특정고압가스업","09_28_14_P","3290000","2004329001302700010","20040513","","03","폐업","2","폐업처리","","","","","051 8095352","","","부산광역시 부산진구 전포동 692-4번지","부산광역시 부산진구 동천로 62 (전포동)","","(주)흥국생명보험","20121122155202","I","2018-08-31 23:59:59.0","","387878.367967732","185849.088272822","고압가스냉동기","고압가스냉동기","0","0","",
"351","특정고압가스업","09_28_14_P","3290000","2006329008502700001","20061025","","03","폐업","2","폐업처리","20110930","","","","051 6314944","","","부산광역시 부산진구 범천동 845-96번지","부산광역시 부산진구 범일로142번가길 9 (범천동)","","코리아나","20190225174134","U","2019-02-27 02:40:00.0","","387740.261797911","184606.151784927","귀금속 가공","가열용
-----폐지 :2011.9.30","25","0","",
"352","특정고압가스업","09_28_14_P","3310000","1984331001602700002","19841110","","03","폐업","2","폐업처리","20161128","","","","051 6405123","","","부산광역시 남구 감만동 588-1번지","부산광역시 남구 신선로 102 (감만동)","","유니온스틸(주)","20190220104057","U","2019-02-22 02:40:00.0","","389337.701405306","180960.55306626","저장소","소소 12,999 세제곱미터
유니온스틸(주)에서 동국제강(주)로 변경
동국제강(주)에서 2016.11.28 폐지 신고 수리하였음","3000","708","",
"353","특정고압가스업","09_28_14_P","3310000","2000331001602700006","20000102","","03","폐업","2","폐업처리","20181218","","","","051 6651211","","","부산광역시 남구 감만동 620번지","부산광역시 남구 우암로 127 (감만동)","","세방기업(주)","20190219192111","U","2019-02-21 02:40:00.0","","389551.635540894","182136.799038099","작업용","용접 등","30","5","",
"354","특정고압가스업","09_28_14_P","3310000","2004331008812200001","20161128","","03","폐업","2","폐업처리","20161128","","","","","","","부산광역시 남구 감만동 588-1번지","부산광역시 남구 신선로 102 (감만동)","","동국제강(주) 부산공장","20190220103914","U","2019-02-22 02:40:00.0","","388705.130403587","181340.958027752","용접용","용접용
산소 250 m3
아세틸렌 500kg
유니온스틸에서 동국제강으로 바뀌었으며,
동국제강에서 2016. 11.28 폐지신고하였음","500","3","",
"355","특정고압가스업","09_28_14_P","3320000","2019332010712200002","20190423","","03","폐업","2","폐업처리","20190813","","","","","","","부산광역시 북구 만덕동 73-20번지 아하브병원","부산광역시 북구 만덕고개길 84, 아하브병원 (만덕동)","46608","아하브요양병원","20190813174456","U","2019-08-15 02:40:00.0","","386475.110165191","192179.820236515","의료용 산소공급용","의료용","3000","135","",
"356","특정고압가스업","09_28_14_P","3320000","1997332004202700064","19970107","","03","폐업","2","폐업처리","20200521","","","","051 3303000","","","부산광역시 북구 덕천동 380-4번지","부산광역시 북구 만덕대로 59 (덕천동)","","의료법인 인당의료재단 부민병원","20200521100719","U","2020-05-23 02:40:00.0","","383068.695127827","192143.921466155","의료용","1","1","1","",
"357","특정고압가스업","09_28_14_P","3330000","2019333015112200001","20190211","","03","폐업","2","폐업처리","20190211","","","","","","","부산광역시 해운대구 재송동 1094-2번지 효성시티병원","부산광역시 해운대구 해운대로 135, 효성시티병원 (재송동)","48055","효성시티병원","20190211195325","I","2019-02-13 02:21:19.0","","393169.639299719","189392.463555486","의료용","의료용","175","0","",
"358","특정고압가스업","09_28_14_P","3330000","2010333010312200001","20100217","","03","폐업","2","폐업처리","20181022","","","","","","","부산광역시 해운대구 좌동 1435번지 해운대 백병원","부산광역시 해운대구 해운대로 875 (좌동)","","인제대학교 해운대백병원","20181022211136","U","2018-10-24 02:37:15.0","","398749.005508548","188211.683012763","의료용","액화산소를 의료용으로 사용","180","10","",
"359","특정고압가스업","09_28_14_P","3330000","2003333001502700003","20030403","","03","폐업","2","폐업처리","20201016","","","","051 7019147","","","부산광역시 해운대구 좌동 산 47-3","","","국군부산병원","20201019095012","U","2020-10-21 02:40:00.0","","398114.466101798","189513.013453232","의료용","폐지(2020.10.16_","0","0","",
"360","특정고압가스업","09_28_14_P","3340000","2018334008012200004","20180919","","03","폐업","2","폐업처리","20220502","","","","","","","부산광역시 사하구 당리동 302-1","부산광역시 사하구 승학로 8 (당리동)","49326","부산본병원","20220502131102","U","2022-05-04 02:40:00.0","","379527.59641944","180353.588070705","의료용","동배관시설 사용
액체산소 추가로 관리번호 2018-4는 대장상 폐지","480","250","",
"361","특정고압가스업","09_28_14_P","3340000","2018334008012200003","20181123","","03","폐업","2","폐업처리","20210705","","","","","","","부산광역시 사하구 구평동 495-17","부산광역시 사하구 감천항로405번길 95 (구평동)","49455","금진해운(주) 케이제이조선","20210705163414","U","2021-07-07 02:40:00.0","","382381.750024493","174226.136061123","절단가공용","액화산소를 이용하여 소재를 절단","2000","17","",
"362","특정고압가스업","09_28_14_P","3340000","2018334008012200005","20181109","","03","폐업","2","폐업처리","20211021","","","","","","","부산광역시 사하구 구평동 495-31","부산광역시 사하구 감천항로405번길 91 (구평동)","49455","(주)오리엔트조선","20211021170356","U","2021-10-23 02:40:00.0","","382362.247031982","174279.764300288","생산절단용","철관련 기자재 절단
-저장소 설치로 인한 특고사용 폐지","4000","100","",
"363","특정고압가스업","09_28_14_P","3350000","2000335008012200001","20001002","","03","폐업","2","폐업처리","20170911","","","","","","","부산광역시 금정구 남산동 374-75번지 침례병원","부산광역시 금정구 금단로 200 (남산동,침례병원)","","침례병원","20170911134248","I","2018-08-31 23:59:59.0","","390521.508463664","198471.076852573","의료용 산소","배관 및 용기를 통한 환자 공급","80","500","",
"364","특정고압가스업","09_28_14_P","3360000","2006336006902700001","20060822","","03","폐업","2","폐업처리","20190919","","","","051 8311411","","","부산광역시 강서구 지사동 1179-11번지","부산광역시 강서구 과학산단2로3번길 26 (지사동)","46742","(주)부흥정밀","20190919141815","U","2019-09-21 02:40:00.0","","366475.190430892","184914.945999539","모재의 표면처리용","조정기로 감압하여 로에 가스공급","500","15","",
"365","특정고압가스업","09_28_14_P","3360000","2001336001302700002","20010703","","03","폐업","2","폐업처리","20170921","","","","05108315631","","","부산광역시 강서구 송정동 1487-6번지","부산광역시 강서구 녹산산업북로 25 (송정동)","","엠엔에스 스틸(주)","20170928102146","I","2018-08-31 23:59:59.0","","366637.496226753","178965.210848428","철판절단용","철판절단시 분위기 가스용","10000","10","",
"366","특정고압가스업","09_28_14_P","3360000","2003336001302700001","20031206","","03","폐업","2","폐업처리","20170921","","","","005108311700","","","부산광역시 강서구 송정동 1606-1번지","부산광역시 강서구 녹산산단261로74번길 54 (송정동)","","일진알디에스(주)","20170928102245","I","2018-08-31 23:59:59.0","","368791.974674109","178904.811871956","열처리용","제품의 표면 탈탄","2500","5","",
"367","특정고압가스업","09_28_14_P","3360000","2004336001302700005","20041117","","03","폐업","2","폐업처리","20090511","","","","051 9738081","","","부산광역시 강서구 대저1동 1570번지","부산광역시 강서구 대저로 41 (대저1동)","","부곡스텐레스(주)","20150206145135","I","2018-08-31 23:59:59.0","","378147.041737072","192455.311143916","열처리 및 분해용","금속열처리 및 분해","900","11","",
"368","특정고압가스업","09_28_14_P","3360000","2009336008212200001","20090213","","03","폐업","2","폐업처리","20140528","","","","","","","부산광역시 강서구 명지동 3139-2번지","부산광역시 강서구 신포길 127-13 (명지동)","","(주)태원엔지니어링","20140528172530","I","2018-08-31 23:59:59.0","","375857.147553138","181476.597047425","제품열처리","공정내 투입","400","10","",
"369","특정고압가스업","09_28_14_P","3360000","2010336008212200003","20100816","","03","폐업","2","폐업처리","20150916","","","","","","","부산광역시 강서구 명지동 3247-1번지","부산광역시 강서구 명지오션시티7로 12 (명지동)","","부산시 수산자원연구소","20150916101744","I","2018-08-31 23:59:59.0","","374213.558506811","178283.517687679","수조내 산소공급","공정내 투입[동일 사업장애에서 168kg씩 2개소 분산(500m 정도 떨어짐) 저장- 특정고압가스사용신고 대상에서 제외","336","10","",
"370","특정고압가스업","09_28_14_P","3360000","2009336008212200002","20090511","","03","폐업","2","폐업처리","20150206","","","","","","","부산광역시 강서구 대저1동 1570번지","부산광역시 강서구 대저로 41 (대저1동)","","부곡스테인레스(주)","20150206145203","I","2018-08-31 23:59:59.0","","378147.041737072","192455.311143916","열처리 및 분해","공정내 투입","400","10","",
"371","특정고압가스업","09_28_14_P","3360000","2010336008212200001","20100405","","03","폐업","2","폐업처리","20140227","","","","","","","부산광역시 강서구 송정동 1731-10번지","부산광역시 강서구 녹산산단290로 37 (송정동)","","대창스틸(주)","20140227111103","I","2018-08-31 23:59:59.0","","368651.336937076","177845.808213805","절단용","공정내투입","4.9","10","",
"372","특정고압가스업","09_28_14_P","3360000","2012336010512200002","20120306","","03","폐업","2","폐업처리","20160415","","","","","","","","부산광역시 강서구 녹산산단262로60번길 30 (송정동)","","주식회사 대명어구","20160415153601","I","2018-08-31 23:59:59.0","","368010.221548029","177642.835468199","열처리용","열처리용","600","12","",
"373","특정고압가스업","09_28_14_P","3360000","2012336010512200005","20120928","","03","폐업","2","폐업처리","20141016","","","","","","","부산광역시 강서구 송정동 1682-5번지","부산광역시 강서구 녹산산단381로12번길 65 (송정동)","","케이비엠인코넬(주)","20141016180457","I","2018-08-31 23:59:59.0","","370117.907695651","178404.486957166","열처리용","열처리용","5000","10","",
"374","특정고압가스업","09_28_14_P","3360000","2013336010512200001","20130531","","03","폐업","2","폐업처리","20130617","","","","","","","부산광역시 강서구 강동동 33-18번지","부산광역시 강서구 낙동북로138번길 88-2 (강동동)","","(주)제스텍","20130617100107","I","2018-08-31 23:59:59.0","","376783.50537831","192030.755149032","가스기구 시험 점화용","가스기구 시험 점화용","250","2","",
"375","특정고압가스업","09_28_14_P","3360000","2015336013612200001","20150206","","03","폐업","2","폐업처리","20150519","","","","","","","부산광역시 강서구 대저1동 1570번지","부산광역시 강서구 대저로 41 (대저1동)","","부곡스텐레스(주)","20150519152515","I","2018-08-31 23:59:59.0","","378147.041737072","192455.311143916","열처리 및 분해용","열처리 및 분해용","900","16","",
"376","특정고압가스업","09_28_14_P","3360000","2016336013612200001","20160223","","03","폐업","2","폐업처리","20160303","","","","","","","부산광역시 강서구 미음동 국제물류도시 i35-1B-7L","","","(주)신흥플랜지","20160303160424","I","2018-08-31 23:59:59.0","","","","금속절단","금속절단용","10000","10","",
"377","특정고압가스업","09_28_14_P","3360000","2019336014512200001","20190130","","03","폐업","2","폐업처리","20190613","","","","","","","부산광역시 강서구 송정동 1627-2번지 갑을녹산병원","부산광역시 강서구 녹산산단321로 24-8, 갑을녹산병원 (송정동)","46754","갑을녹산병원","20190613102031","U","2019-06-15 02:40:00.0","","368927.922925897","178400.84509455","의료용","의료용","100","100","",
"378","특정고압가스업","09_28_14_P","3360000","2018336014512200004","20181015","","03","폐업","2","폐업처리","20181120","","","","","","","부산광역시 강서구 송정동 1666-2번지","부산광역시 강서구 녹산화전로 23, A-5호 (송정동)","46755","썬테크","20190130165238","U","2019-02-01 02:40:00.0","","369981.263320302","178473.733823448","절단 가공용","절단 가공용","2000","3","",
"379","특정고압가스업","09_28_14_P","3360000","2020336014512200003","20201229","","03","폐업","2","폐업처리","20201229","","","","","","","부산광역시 강서구 송정동 1567-7","부산광역시 강서구 녹산산단261로39번길 2 (송정동)","46753","(주)웨스코일렉트로드","20201229180303","I","2020-12-31 00:23:05.0","","368241.740656069","178629.71874403","Ru chemical 제조","Ru chemical 제조
---새올대장 오류로 재등록--
(2020-3360145-12-2-00004호)","15","20","",
"380","특정고압가스업","09_28_14_P","3370000","2011337006912200001","20110711","","03","폐업","2","폐업처리","20121231","","","","","","","부산광역시 연제구 거제동 1330 부산의료원","부산광역시 연제구 월드컵대로 359 (거제동,부산의료원)","","부산광역시의료원","20220110101000","U","2022-01-13 02:40:00.0","","387471.557473406","189441.216458396","의료용","기화방식","10000","450","",
"381","특정고압가스업","09_28_14_P","3370000","2014337006912200001","20140310","","03","폐업","2","폐업처리","20170424","","","","","","","부산광역시 연제구 연산동 382-10번지","부산광역시 연제구 과정로 272 (연산동)","","한양류마디병원","20171110142227","I","2018-08-31 23:59:59.0","","390995.593384019","189691.934996533","의료용","의료산소용","2520","100","",
"382","특정고압가스업","09_28_14_P","3380000","2019338007112200001","20190213","","03","폐업","2","폐업처리","20220531","","","","","","","부산광역시 수영구 광안동 175-1 서호병원","부산광역시 수영구 광남로 117, 서호병원 (광안동)","48299","서호병원","20220525184327","U","2022-05-27 02:40:00.0","","392709.646845489","185718.170670933","의료가스","의료가스","10000","300","",
"383","특정고압가스업","09_28_14_P","3380000","2019338007112200002","20190213","","03","폐업","2","폐업처리","20220531","","","","","","","부산광역시 수영구 광안동 174-3 서호병원별관","부산광역시 수영구 수영로536번길 71, 서호병원별관 (광안동)","48299","서호광안요양병원","20220525184340","U","2022-05-27 02:40:00.0","","392735.378128503","185778.910453796","의료가스","의료가스","840","180","",
"384","특정고압가스업","09_28_14_P","3380000","2021338008212200001","20210323","","03","폐업","2","폐업처리","20220117","","","","","","","부산광역시 수영구 민락동 181-204 성진회센터","부산광역시 수영구 민락수변로 5, 성진회센터 (민락동)","48283","성진프라자","20220117175807","U","2022-01-19 02:40:00.0","","393462.263967573","186081.959202605","건물내 물고기 산소용","건물내 물고기 산소용","840","10","",
"385","특정고압가스업","09_28_14_P","3380000","2009338006212200001","20090603","","03","폐업","2","폐업처리","20200316","","","","","","","부산광역시 수영구 민락동 113-51번지","부산광역시 수영구 광안해변로312번길 60 (민락동)","","신민락어민활어직판장","20200316165337","U","2020-03-18 02:40:00.0","","393824.915718841","185962.464311289","활어에 산소 공급","수중으로 기화산소 공급","3024","200","",
"386","특정고압가스업","09_28_14_P","3380000","2002338006202700001","20020506","","03","폐업","2","폐업처리","20070627","","","","051 7093000","","","부산광역시 수영구 망미동 431-5번지","부산광역시 수영구 과정로 49 (망미동)","","효성병원","20131230134100","I","2018-08-31 23:59:59.0","","391890.217847582","188313.473289159","의료용","의료용","330","100","",
"387","특정고압가스업","09_28_14_P","3390000","2019339009112200002","20190116","","03","폐업","2","폐업처리","20220616","","","","","","","부산광역시 사상구 학장동 226-13 태양특수도금","부산광역시 사상구 새벽로 80, 태양특수도금 (학장동)","47019","(주)한빛레이저","20220620090533","U","2022-06-22 02:40:00.0","","380534.593375973","185027.625350092","금속 절단,가공","액화산소 용기보관","2000","7","",
"388","특정고압가스업","09_28_14_P","3390000","2019339009112200009","20190611","","03","폐업","2","폐업처리","20190704","","","","","","","부산광역시 사상구 주례동 690-14번지 동화철강","부산광역시 사상구 가야대로 179, 동화철강 (주례동)","47001","동화철강","20190704164032","U","2019-07-06 02:40:00.0","","381474.577518578","185251.137490876","철판 절단용","초저온용기(168.27kg*2통) 보관 사용","673","3","",
"389","특정고압가스업","09_28_14_P","3390000","1999339001502700028","19990603","","03","폐업","2","폐업처리","20201105","","","","051 3227771","","","부산광역시 사상구 학장동 225-1","부산광역시 사상구 가야대로 86 (학장동)","","현대자동차(주)사상서비스센타","20201105175044","U","2020-11-07 02:40:00.0","","380594.451032044","185231.119861478","용접,절단","용기","1200","10","",
"390","특정고압가스업","09_28_14_P","3390000","2007339005612200001","20070727","","03","폐업","2","폐업처리","","","","","","","","부산광역시 사상구 감전동 148-4번지","부산광역시 사상구 낙동대로 1052 (감전동)","","해동산업","20130110160502","I","2018-08-31 23:59:59.0","","379773.726121275","185666.694850202","열처리용","열처리로(2013.1.10 자진폐지신고-공정변경으로 열처리공정 불필요)","200","3","",
"391","특정고압가스업","09_28_14_P","3390000","2008339006612200001","20081110","","03","폐업","2","폐업처리","20130902","","","","","","","부산광역시 사상구 학장동 234-22번지","부산광역시 사상구 대동로179번길 48 (학장동)","","(주)영일스틸","20131112150957","I","2018-08-31 23:59:59.0","","380510.099767429","184587.526828248","철판절단용","작업용","5000","5","",
"392","특정고압가스업","09_28_14_P","3390000","2009339006612200001","20090904","","03","폐업","2","폐업처리","","","","","","","","부산광역시 사상구 덕포동 392-2번지","부산광역시 사상구 사상로341번길 74 (덕포동)","","대진금속열처리","20130416094621","I","2018-08-31 23:59:59.0","","380335.714891436","188101.238862233","질화열처리","열처리(2010.12.17 폐업 : 이전)","200","3","",
"393","특정고압가스업","09_28_14_P","3390000","2014339009112200001","20141126","","03","폐업","2","폐업처리","20171122","","","","","","","","부산광역시 사상구 가야대로 141 (감전동)","","기아자동차(주) 부산서비스센터","20171122095909","I","2018-08-31 23:59:59.0","","381111.586783099","185259.914465832","자동차정비(판금, 용접)","현장 작업장","140","100","",
"394","특정고압가스업","09_28_14_P","3390000","2015339009112210001","20151002","","03","폐업","2","폐업처리","20190521","","","","","","","부산광역시 사상구 모라동 711-5번지","부산광역시 사상구 사상로439번길 20 (모라동)","","영재열처리","20190712171346","U","2019-07-14 02:40:00.0","","380772.939840639","189031.583489127","열처리용","열처리용","1500","8","",
