"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","영업내용",
"85","옥외광고업","04_15_01_P","3250000","1991325001608200039","19910719","","03","폐업","40","폐업","20070619","","","","051 2414474","","","부산광역시 중구 부평동*가 **-**번지","","","서라벌광고사(주)","19910719000000","I","2018-08-31 23:59:59.0","","384657.763635245","179750.054217253","광고물제작",
"86","옥외광고업","04_15_01_P","3250000","1992325001608200008","19920827","","03","폐업","40","폐업","20100629","","","","051 2474132","","","부산광역시 중구 중앙동*가 **번지","","","미광사","20101112110630","I","2018-08-31 23:59:59.0","","","","광고물제작",
"87","옥외광고업","04_15_01_P","3250000","1992325001608200040","19920116","","03","폐업","40","폐업","20051108","","","","051 2465775","","","부산광역시 중구 부평동*가 **-*번지","부산광역시 중구 흑교로**번길 **-*  (부평동*가)","","도래간판","19920116000000","I","2018-08-31 23:59:59.0","","384329.023343699","179977.763242008","광고물제작",
"88","옥외광고업","04_15_01_P","3250000","1992325001608200041","19920527","","03","폐업","40","폐업","20051108","","","","051 2440169","","","부산광역시 중구 부평동*가 *-*번지","","","서광종합광고공사","19920527000000","I","2018-08-31 23:59:59.0","","","","광고물제작",
"89","옥외광고업","04_15_01_P","3250000","1995325001608200042","19950111","","03","폐업","40","폐업","20051103","","","","051 2420391","","","부산광역시 중구 부평동*가 **번지","","","개척사","19950111000000","I","2018-08-31 23:59:59.0","","","","광고물제작",
"90","옥외광고업","04_15_01_P","3250000","1998325001608200010","19980106","","03","폐업","40","폐업","20051107","","","","051 4620400","","","부산광역시 중구 중앙동*가 **-*번지","부산광역시 중구 대청로***번길 **-*  (중앙동*가)","","(주)세계콤애드","19980106000000","I","2018-08-31 23:59:59.0","","385480.156470721","180243.616107192","광고물제작",
"91","옥외광고업","04_15_01_P","3250000","1998325001608200011","19980330","","03","폐업","40","폐업","20051110","","","","051 2484343","","","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 중앙대로**번길 *-*  (중앙동*가)","","가나아드콤","19980330000000","I","2018-08-31 23:59:59.0","","385584.343317744","179890.052325146","광고물제작",
"92","옥외광고업","04_15_01_P","3250000","1988325001608200003","19880401","","03","폐업","40","폐업","20081127","","","","051 4695598","","","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 중앙대로 ***-*  (중앙동*가)","","미예애드","20101216181619","I","2018-08-31 23:59:59.0","","385752.455377503","181011.177553175","광고물제작",
"93","옥외광고업","04_15_01_P","3250000","1988325001608200004","19880512","","03","폐업","40","폐업","20040401","","","","051 2466974","","","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 해관로 **-*  (중앙동*가)","","중앙상사","19880512000000","I","2018-08-31 23:59:59.0","","385566.020329547","179863.352181185","광고물제작",
"94","옥외광고업","04_15_01_P","3250000","1988325001608200006","19880517","","03","폐업","40","폐업","20070523","","","","051 2452812","","","부산광역시 중구 중앙동*가 **-*번지 항도빌딩*층","부산광역시 중구 해관로 **  (중앙동*가,항도빌딩*층)","","아주광고산업","19880517000000","I","2018-08-31 23:59:59.0","","385560.382200493","180018.768525819","광고물제작",
"95","옥외광고업","04_15_01_P","3250000","1988325001608200035","19880309","","03","폐업","40","폐업","20041104","","","","051 2456862","","","부산광역시 중구 부평동*가 **번지","","","백마사","19880309000000","I","2018-08-31 23:59:59.0","","","","광고물제작",
"96","옥외광고업","04_15_01_P","3250000","1988325001608200036","19880318","","03","폐업","40","폐업","20181213","","","","051 2558787","","","부산광역시 중구 대창동*가 **-**번지","부산광역시 중구 중앙대로 *** (대창동*가)","600101","(주)현대광고","20190620110418","U","2019-06-22 02:40:00.0","","385602.782663553","180735.042140739","광고물제작",
"97","옥외광고업","04_15_01_P","3250000","1998325001608200027","19980526","","03","폐업","40","폐업","20211210","","","","0514697803","","","부산광역시 중구 대청동*가 **-*","부산광역시 중구 중구로 ** (대청동*가)","48933","천마당","20220105171130","U","2022-01-07 02:40:00.0","","384996.456823174","180243.970807265","광고물제작",
"98","옥외광고업","04_15_01_P","3250000","1998325001608200045","19981118","","03","폐업","40","폐업","20040207","","","","051 2556166","","","부산광역시 중구 부평동*가 **-*번지 대동빌딩","부산광역시 중구 흑교로 **  (부평동*가,대동빌딩)","","(주)우리켜뮤니케이션","19981118000000","I","2018-08-31 23:59:59.0","","384554.124878722","179893.440118679","광고물제작",
"99","옥외광고업","04_15_01_P","3250000","1999325001608200013","19991008","","03","폐업","40","폐업","20041204","","","","051 2463673","","","부산광역시 중구 중앙동*가 **번지","","","(주)영일애드컴","19991008000000","I","2018-08-31 23:59:59.0","","","","광고물제작",
"100","옥외광고업","04_15_01_P","3250000","2005325005208200003","20051102","","03","폐업","40","폐업","20131118","","","","0512442 497","","","부산광역시 중구 대청동*가 **-*번지","부산광역시 중구 중구로 **  (대청동*가)","","아이디스플레이","20131119100959","I","2018-08-31 23:59:59.0","","384848.042348547","180066.935703749","옥외광고물 제작",
"101","옥외광고업","04_15_01_P","3250000","2017325011608500004","20171207","","03","폐업","40","폐업","20181024","","","","","","","부산광역시 중구 보수동*가 **-*번지","부산광역시 중구 보수대로***번길 **, *층 ***호 (보수동*가)","48963","대흥출판인쇄사","20181025134640","U","2018-10-27 02:36:26.0","","384439.954165339","180296.552498226","옥외광고물제작",
"102","옥외광고업","04_15_01_P","3250000","2009325009208500001","20090615","","03","폐업","40","폐업","20120423","","","","005102543823","","","부산광역시 중구 남포동*가 **번지 남포프라자 (*층)","부산광역시 중구 비프광장로 **  (남포동*가,남포프라자 (*층))","","디자인넥스트","20120423174618","I","2018-08-31 23:59:59.0","","384819.053111578","179587.403632584","광고물제작설치, 광고기획",
"103","옥외광고업","04_15_01_P","3250000","2016325012008500005","20190906","","03","폐업","40","폐업","20200303","","","","0512058558","","","부산광역시 중구 남포동*가 **-*번지","부산광역시 중구 구덕로 **, **층 (남포동*가, 호림빌딩)","48953","주식회사 부일","20200303174602","U","2020-03-05 02:40:00.0","","385177.758639599","179602.537753132","옥외광고 대행",
"104","옥외광고업","04_15_01_P","3250000","2017325011608500003","20171030","","03","폐업","40","폐업","20181213","","","","0512483699","","","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 대청로***번길 *, ***호 (중앙동*가)","48956","주식회사 시랩","20181213101711","U","2018-12-15 02:40:00.0","","385500.111857936","180000.86007515","광고물 표시 설치, 옥외광고대행",
"105","옥외광고업","04_15_01_P","3250000","2017325011608500001","20170306","","03","폐업","40","폐업","20181025","","","","051 441 0503","","","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 동광길 * (동광동*가)","48932","주식회사 더굳랩","20181025165004","U","2018-10-27 02:36:26.0","","385402.665879748","180117.626217757","옥외광고대행",
"106","옥외광고업","04_15_01_P","3250000","2017325011608500002","20170504","","03","폐업","40","폐업","20190325","","","","051 317 2311","","","부산광역시 중구 대청동*가 **-*번지","부산광역시 중구 복병산길*번길 *, *층 ***호 (대청동*가, 대청빌딩)","48932","블루텍 주식회사","20190325164353","U","2019-03-27 02:40:00.0","","385209.558656265","180148.500172365","광고대행",
"107","옥외광고업","04_15_01_P","3250000","2008325007308500001","20081113","","03","폐업","40","폐업","","","","","","","","부산광역시 중구 보수동*가 **-**번지","부산광역시 중구 흑교로 ** (보수동*가)","","사인디자인","20140206102113","I","2018-08-31 23:59:59.0","","384431.104299677","180450.507587073","옥외광고물 제조 및 설치",
"108","옥외광고업","04_15_01_P","3250000","2010325009208500001","20100113","","03","폐업","40","폐업","20100716","","","","","","","부산광역시 중구 보수동*가 **-*번지","부산광역시 중구 보수대로***번길 **  (보수동*가)","","디자인 동네","20101216171847","I","2018-08-31 23:59:59.0","","384394.91369509","180519.33121995","현수막, 간판 제조 등",
"109","옥외광고업","04_15_01_P","3250000","2010325009208500002","20100611","","03","폐업","40","폐업","20131121","","","","","","","부산광역시 중구 동광동*가 **번지 한국투자신탁 *층","부산광역시 중구 해관로 *  (동광동*가,한국투자신탁 *층)","","(주)댄택스","20131121171053","I","2018-08-31 23:59:59.0","","385548.213592069","179660.979270477","옥외광고업(게시시설 제작.설치 및 옥외광고업 대행),",
"110","옥외광고업","04_15_01_P","3250000","2016325012008500002","20191114","","03","폐업","40","폐업","20220513","","","","051 468 2366","","","부산광역시 중구 중앙동*가 *","부산광역시 중구 중앙대로 ** (중앙동*가)","48957","사인코아몰","20220513163002","U","2022-05-15 02:40:00.0","","385589.175988293","179978.561036237","옥외광고물 제작 외",
"111","옥외광고업","04_15_01_P","3250000","1999325001608200029","19990521","","03","폐업","40","폐업","20050404","","","","051 2551115","","","부산광역시 중구 보수동*가 **번지","","","동양광고","19990521000000","I","2018-08-31 23:59:59.0","","","","광고물제작",
"112","옥외광고업","04_15_01_P","3250000","1999325001608200031","19991001","","03","폐업","40","폐업","20041204","","","","051 2549909","","","부산광역시 중구 보수동*가 **-*번지","부산광역시 중구 대청로 **-* (보수동*가)","","피파(FIFA)","20140124165647","I","2018-08-31 23:59:59.0","","384379.228182444","180127.130493212","광고물제작",
"113","옥외광고업","04_15_01_P","3250000","2000325001608200017","20000925","","03","폐업","40","폐업","20030702","","","","051 4630108","","","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 해관로 **  (중앙동*가)","","인우에이디","20000925000000","I","2018-08-31 23:59:59.0","","385502.492319657","180297.579330876","광고물제작",
"114","옥외광고업","04_15_01_P","3250000","2000325001608200025","20090102","","03","폐업","40","폐업","20131010","","","","051 4690631","","","부산광역시 중구 동광동*가 *-**번지","부산광역시 중구 동광길 **  (동광동*가)","","조일종합상사","20131015164732","I","2018-08-31 23:59:59.0","","","","광고물제작",
"115","옥외광고업","04_15_01_P","3250000","2000325001608200046","20000330","","03","폐업","40","폐업","20051103","","","","051 2545078","","","부산광역시 중구 부평동*가 **번지","","","대화광고사","20000330000000","I","2018-08-31 23:59:59.0","","","","광고물제작",
"116","옥외광고업","04_15_01_P","3250000","2001325001608200018","20011205","","03","폐업","40","폐업","20150422","","","","051 4652874","","","부산광역시 중구 중앙동*가 **-*번지","","","(유)아트비젼","20150618171602","I","2018-08-31 23:59:59.0","","385534.961382359","180355.529650187","간판의장공사",
"117","옥외광고업","04_15_01_P","3250000","2001325001608200019","20011207","","03","폐업","40","폐업","20121227","","","","051 2442236","","","부산광역시 중구 중앙동*가 **-*번지 항도빌딩","부산광역시 중구 해관로 **  (중앙동*가,항도빌딩)","","(주)창조기획","20130319105629","I","2018-08-31 23:59:59.0","","385560.382200493","180018.768525819","광고물제작, 옥외광고물대행",
"118","옥외광고업","04_15_01_P","3250000","2001325001608200058","20010825","","03","폐업","40","폐업","20090910","","","","051 4692188","","","부산광역시 중구 대창동*가 **-*번지","부산광역시 중구 중앙대로 ***  (대창동*가)","","서진씨앤아이","20101216172034","I","2018-08-31 23:59:59.0","","385651.871633914","180892.474928023","간판제작",
