"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"62","숙박업","03_11_03_P","3250000","3250000-201-2006-00002","20061018","","01","영업/정상","01","영업","","","","","051 2579882","2,313.07","600022","부산광역시 중구 동광동2가 17-26번지","부산광역시 중구 중앙대로41번길 23, 1~9층 (동광동2가)","48951","아리아 호텔","20190624094356","U","2019-06-26 02:40:00.0","일반호텔","385389.409542912","179854.655549761","일반호텔","9","1","1","9","0","0","0","50","0","N","0","","","","자가","0","","","0","0","N",
"63","숙박업","03_11_03_P","3250000","3250000-201-1971-00115","19710522","","01","영업/정상","01","영업","","","","","051245 6657","135.39","600044","부산광역시 중구 남포동4가 13-3번지","부산광역시 중구 자갈치로 65 (남포동4가)","48984","대원장모텔","20191104103629","U","2019-11-06 02:40:00.0","여관업","385159.10816955","179505.952081007","여관업","0","0","0","0","0","0","7","10","0","N","0","","","","임대","0","","","0","0","N",
"64","숙박업","03_11_03_P","3250000","3250000-201-2008-00002","20080714","","01","영업/정상","01","영업","","","","","051242 0460","1,551.34","600046","부산광역시 중구 남포동6가 105-4 (1~8층)","부산광역시 중구 보수대로 8-5, 1~8층 (남포동6가)","48981","세븐호텔","20220701164242","U","2022-07-03 02:40:00.0","여관업","384666.892544323","179527.092310456","여관업","8","0","1","8","0","0","0","38","0","N","0","","","","임대","0","","","0","0","N",
"65","숙박업","03_11_03_P","3250000","3250000-201-2013-00003","20130618","","01","영업/정상","01","영업","","","","","","173.94","","","부산광역시 중구 광복로 21-3 (부평동1가)","48979","놀 게스트하우스","20190626160826","U","2019-06-28 02:40:00.0","숙박업 기타","384806.954086112","179709.814705604","숙박업 기타","4","0","3","0","4","0","0","10","0","N","0","","","","자가","0","","","0","0","N",
"66","숙박업","03_11_03_P","3250000","3250000-201-1980-00120","19800603","","01","영업/정상","01","영업","","","","","","485.94","600074","부산광역시 중구 부평동4가 25-1","부산광역시 중구 보수대로44번길 5 (부평동4가)","48974","MK 게스트하우스","20200703113040","U","2020-07-05 02:40:00.0","숙박업 기타","384447.796436527","179860.081555294","숙박업 기타","4","1","2","4","0","0","3","16","0","N","0","","","","자가","0","","","0","0","N",
"67","숙박업","03_11_03_P","3250000","3250000-201-1996-00142","19961226","","01","영업/정상","01","영업","","","","","",".00","600045","부산광역시 중구 남포동5가 42번지","부산광역시 중구 자갈치로47번길 5-16 (남포동5가)","48983","대아장","20200129141647","U","2020-01-31 02:40:00.0","여관업","384907.182901373","179485.269843857","여관업","0","0","0","0","0","0","2","8","0","N","0","","","","자가","0","","","0","0","N",
"68","숙박업","03_11_03_P","3250000","3250000-214-1978-00001","19780612","","01","영업/정상","01","영업","","","","","051 4695191","388.89","600811","부산광역시 중구 영주동 630-1번지","부산광역시 중구 대영로242번길 16 (영주동)","48923","모텔 몽","20191121144359","U","2019-11-23 02:40:00.0","숙박업(생활)","385612.182751546","180959.13733944","숙박업(생활)","3","0","1","3","0","0","0","31","0","N","0","","","","임대","0","","","0","0","N",
"69","숙박업","03_11_03_P","3250000","3250000-201-2012-00004","20121123","","01","영업/정상","01","영업","","","","","051 253 3001","937.26","600031","부산광역시 중구 광복동1가 45번지 (6,7층)","부산광역시 중구 광복로 88, 6,7층 (광복동1가)","48954","호텔 콤마","20200317144909","U","2020-03-19 02:40:00.0","여관업","385446.888225146","179594.433261983","여관업","8","2","6","7","0","0","0","28","0","N","0","","","","임대","0","","","0","0","N",
"70","숙박업","03_11_03_P","3250000","3250000-201-2016-00002","20160201","","01","영업/정상","01","영업","","","","","051 254 7772","3,087.25","600023","부산광역시 중구 동광동3가 14","부산광역시 중구 백산길 15 (동광동3가)","48955","(주)와이티티호텔남포(YTT HOTEL NAMPO)","20210323153014","U","2021-03-25 02:40:00.0","일반호텔","385451.584352063","179944.292897947","일반호텔","8","1","1","8","0","0","0","54","0","N","0","","","","자가","0","0","0","0","0","N",
"71","숙박업","03_11_03_P","3250000","3250000-201-2012-00001","20120130","","01","영업/정상","01","영업","","","","","051 2482222","259.70","600031","부산광역시 중구 광복동1가 45 (8층)","부산광역시 중구 광복로 88, 8층 (광복동1가)","48954","하버펜트하우스","20201215092715","U","2020-12-17 02:40:00.0","숙박업 기타","385446.888225146","179594.433261983","숙박업 기타","8","2","8","8","0","0","0","7","0","N","0","","","","임대","0","","","0","0","N",
"72","숙박업","03_11_03_P","3250000","3250000-201-2018-00001","20180404","","01","영업/정상","01","영업","","","","","051 254 0702","4,155.18","600807","부산광역시 중구 부평동2가 51-3번지","부산광역시 중구 보수대로 24 (부평동2가)","48980","하운드 호텔(Hound Hotel)","20180821132948","I","2018-08-31 23:59:59.0","일반호텔","384613.735115174","179656.827482981","일반호텔","13","1","1","12","0","0","0","87","0","N","0","","","","","0","0","0","0","0","N",
"73","숙박업","03_11_03_P","3250000","3250000-201-1988-00061","19880304","","01","영업/정상","01","영업","","","","","051 4640567","836.00","600811","부산광역시 중구 영주동 743-33번지","부산광역시 중구 중구로 160 (영주동)","48923","힐사이드 호텔","20180420155414","I","2018-08-31 23:59:59.0","일반호텔","385551.395066226","180800.325266415","일반호텔","0","0","2","8","0","0","0","61","0","N","0","","","","자가","0","","","0","0","N",
"74","숙박업","03_11_03_P","3250000","3250000-201-2017-00005","20170719","","01","영업/정상","01","영업","","","","","051 243 8001","3,106.04","600011","부산광역시 중구 중앙동1가 22-7","부산광역시 중구 해관로 20 (중앙동1가)","48957","센트럴 파크(Central  Park)","20220603141734","U","2022-06-08 02:40:00.0","일반호텔","385571.194652392","179831.688496886","일반호텔","14","2","2","14","0","0","0","67","0","N","0","","","","자가","0","0","0","0","0","N",
"75","숙박업","03_11_03_P","3250000","3250000-201-1998-00031","19980305","","01","영업/정상","01","영업","","","","","051 2455343","788.28","600046","부산광역시 중구 남포동6가 115-5번지","부산광역시 중구 자갈치로15번길 4 (남포동6가)","48982","모텔 트리","20200114131958","U","2020-01-16 02:40:00.0","여관업","384689.415583082","179395.986370534","여관업","0","0","0","0","0","0","1","18","0","N","0","","","","임대","0","","","0","0","N",
"76","숙박업","03_11_03_P","3250000","3250000-201-1969-00096","19690521","","01","영업/정상","01","영업","","","","","051 2444321","33.90","600046","부산광역시 중구 남포동6가 80-5번지 ,6","부산광역시 중구 중구로5번길 5-1 (남포동6가, 80-5,6)","48981","신흥","20191115091208","U","2019-11-19 02:40:00.0","여관업","384803.071552046","179541.995811942","여관업","0","0","0","0","0","0","1","9","0","N","0","","","","임대","0","","","0","0","N",
"77","숙박업","03_11_03_P","3250000","3250000-201-2011-00002","20110722","","01","영업/정상","01","영업","","","","","051 244 0700","2,832.61","600046","부산광역시 중구 남포동6가 105-1번지","부산광역시 중구 보수대로 8-3 (남포동6가)","48981","브이호텔","20200420134152","U","2020-04-22 02:40:00.0","일반호텔","384649.901961994","179520.693995209","일반호텔","10","1","10","0","1","0","0","51","0","N","0","","","","자가","0","","","0","0","N",
"78","숙박업","03_11_03_P","3250000","3250000-201-2018-00003","20180525","","01","영업/정상","01","영업","","","","","","1,555.50","600807","부산광역시 중구 부평동2가 51-2 외1필지","부산광역시 중구 보수대로 26 (부평동2가)","48980","헤르메스호텔","20220617150853","U","2022-06-19 02:40:00.0","일반호텔","384596.313849289","179673.006908321","일반호텔","12","1","3","12","0","0","0","39","0","N","0","","","","","0","0","0","0","0","N",
"79","숙박업","03_11_03_P","3250000","3250000-201-2007-00001","20070329","","01","영업/정상","01","영업","","","","","051 4422338","1,626.10","600816","부산광역시 중구 중앙동4가 74-9번지 (1~7층)","부산광역시 중구 충장대로9번길 64 (중앙동4가)","48934","비센트 호텔","20190530171010","U","2019-06-01 02:40:00.0","일반호텔","385849.912974936","180977.309513184","일반호텔","8","0","1","7","0","0","4","32","0","N","0","","","","자가","0","","","0","0","N",
"80","숙박업","03_11_03_P","3250000","3250000-201-2016-00003","20160610","","01","영업/정상","01","영업","","","","","","337.26","600041","부산광역시 중구 남포동1가 36-1번지","부산광역시 중구 용미길9번길 6, 2~4층 (남포동1가)","48984","게스트하우스 시나몬트리","20190805174844","U","2019-08-07 02:40:00.0","숙박업 기타","385531.568769554","179424.791905413","숙박업 기타","4","1","2","4","0","0","0","10","0","N","0","","","","임대","0","0","0","0","0","N",
"81","숙박업","03_11_03_P","3250000","3250000-201-1984-00106","19840828","","01","영업/정상","01","영업","","","","","051 2461408","233.67","600046","부산광역시 중구 남포동6가 8-1번지 ,2","부산광역시 중구 자갈치로38번길 4-1 (남포동6가, 8-1,2)","48982","대성장","20191127162001","U","2019-11-29 02:40:00.0","여관업","384895.5747507","179386.037380962","여관업","0","0","0","0","0","0","7","10","0","N","0","","","","자가","0","","","0","0","N",
"82","숙박업","03_11_03_P","3250000","3250000-201-1976-00085","19761102","","01","영업/정상","01","영업","","","","","051 2462033","206.10","600806","부산광역시 중구 부평동2가 62-2","부산광역시 중구 중구로29번길 43-1 (부평동2가)","48977","남포엔부산","20220405104100","U","2022-04-07 02:40:00.0","여관업","384610.532436635","179797.571425076","여관업","0","0","0","0","0","0","1","14","0","N","0","","","","임대","0","0","0","0","0","N",
"83","숙박업","03_11_03_P","3250000","3250000-201-2006-00001","20060518","","01","영업/정상","01","영업","","","","","051 2550880","851.69","600031","부산광역시 중구 광복동1가 8번지 ,15-1번지 (2~6층)","부산광역시 중구 광복로85번길 5-7, 2~6층 (광복동1가, 8,15-1번지)","48952","더 라스트 호텔(THE LAST HOTEL)","20191217101016","U","2019-12-19 02:40:00.0","여관업","385363.468207848","179642.261400089","여관업","6","2","2","6","0","0","0","27","0","N","0","","","","자가","0","","","0","0","N",
"84","숙박업","03_11_03_P","3250000","3250000-201-1993-00139","19931123","","01","영업/정상","01","영업","","","","","051 2452306","144.41","600805","부산광역시 중구 부평동1가 41-14","부산광역시 중구 광복로16번길 10 (부평동1가)","48980","영빈장여관","20220512114819","U","2022-05-14 02:40:00.0","여관업","384727.190283509","179653.772929219","여관업","0","0","0","0","0","0","1","9","0","N","0","","","","자가","0","0","0","0","0","N",
"85","숙박업","03_11_03_P","3250000","3250000-201-1968-00108","19681002","","01","영업/정상","01","영업","","","","","051 4698755","86.13","600025","부산광역시 중구 동광동5가 48-2","부산광역시 중구 동광길 27 (동광동5가)","48927","호텔40계단","20210409171823","U","2021-04-11 02:40:00.0","여관업","385423.76849937","180223.714362073","여관업","0","0","0","0","0","0","7","6","0","N","0","","","","","0","","","0","0","N",
"86","숙박업","03_11_03_P","3250000","3250000-201-1982-00007","19821210","","01","영업/정상","01","영업","","","","","051 2411051","6,488.00","600032","부산광역시 중구 광복동2가 2-72번지","부산광역시 중구 광복로67번길 8 (광복동2가)","48952","로얄관광호텔","20171212132013","I","2018-08-31 23:59:59.0","관광호텔","385281.097068074","179685.35237689","관광호텔","0","0","0","0","0","0","15","85","0","N","0","","","","자가","0","","","0","0","N",
"87","숙박업","03_11_03_P","3250000","3250000-201-1977-00087","19771219","","01","영업/정상","01","영업","","","","","051 2451371","109.23","600022","부산광역시 중구 동광동2가 11-19번지","부산광역시 중구 대청로126번길 32-12 (동광동2가)","48951","부산","20181226141612","U","2018-12-28 02:40:00.0","여관업","385408.4469696","179794.649509618","여관업","0","0","0","0","0","0","3","9","0","N","0","","","","임대","0","","","0","0","N",
"88","숙박업","03_11_03_P","3250000","3250000-201-1967-00117","19671220","","01","영업/정상","01","영업","","","","","051 4699766","99.00","600811","부산광역시 중구 영주동 626-2번지","부산광역시 중구 대영로242번길 20 (영주동)","48923","초원그린빌","20181217095218","U","2018-12-19 02:40:00.0","여관업","385606.439183565","180911.805479018","여관업","2","1","1","1","0","0","0","10","0","N","0","","","","임대","0","","","0","0","N",
"89","숙박업","03_11_03_P","3250000","3250000-201-1980-00016","19800618","","01","영업/정상","01","영업","","","","","051 2452330","200.18","600045","부산광역시 중구 남포동5가 87-2번지","부산광역시 중구 자갈치로 41 (남포동5가)","48983","해변의모텔","20200429115259","U","2020-05-01 02:40:00.0","여관업","384929.994333147","179453.398252904","여관업","0","0","0","0","0","0","4","18","0","N","0","","","","임대","0","","","0","0","N",
