"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자치단체코드","업체유형명","자본금","지정정비업종명","면허일자","면허유효기간시작일자","면허유효기간종료일자","자격면허발급기관",
"230","국제물류주선업","11_45_01_P","6260000","6260000-63-879","20160329","","01","영업/정상","0010","운행","","","","","0517173067","","48937","부산광역시 중구 중앙동4가 81-12 401호","부산광역시 중구 충장대로9번길 33, 401호(중앙동4가)","48937","뉴오션해운항공(주)","20220407000000","U","2022-04-09 02:40:00.0","","385720.420340794","180698.091506578","6260000","국제물류주선업","300000000","","","","","",
"231","국제물류주선업","11_45_01_P","6260000","6260000-63-881","20160422","","01","영업/정상","0010","운행","","","","","0514654180","","48937","부산광역시 중구 중앙동4가 81-20","부산광역시 중구 중앙대로116번길 5 (중앙동4가)","48937","(주)디와이엔터프라이즈","20220609000000","U","2022-06-11 02:40:00.0","","385676","180647","6260000","국제물류주선업","300000000","","","","","",
"232","국제물류주선업","11_45_01_P","6260000","6260000-63-882","20160422","","01","영업/정상","0010","운행","","","","","0514417282","","","","부산광역시 중구 중앙대로 136, 2층 (중앙동4가,케이티중부산사옥)","48936","에스알종합물류통신 (주)","20181112000000","U","2018-11-14 02:37:34.0","","385709.216919638","180842.067770636","6260000","국제물류주선업","300000000","","","","","",
"233","국제물류주선업","11_45_01_P","6260000","6260000-63-883","20160425","","01","영업/정상","0010","운행","","","","","0514419377","","48938","부산광역시 중구 중앙동4가 85-17 해원빌딩 503호","부산광역시 중구 중앙대로98번길 13, 해원빌딩 503호(중앙동4가)","48938","(주)아이글로벌로지스틱스","20220609000000","U","2022-06-11 02:40:00.0","","385721.617384412","180507.2427066","6260000","국제물류주선업","300000000","","","","","",
"234","국제물류주선업","11_45_01_P","6260000","6260000-63-885","20140814","","01","영업/정상","0010","운행","","","","","0516613366","","46757","부산광역시 강서구 송정동 1707-2","부산광역시 강서구 녹산산단232로 12(송정동)","46757","은산컨테이너터미널(주)","20220527000000","U","2022-05-29 02:40:00.0","","367940.781383715","178130.65663607","6260000","국제물류주선업","2000000000","","","","","",
"235","국제물류주선업","11_45_01_P","6260000","6260000-63-904","20160902","","01","영업/정상","0010","운행","","","","","0517458545","","48060","부산광역시 해운대구 우동 1514번지 센텀리더스마크 1904호","부산광역시 해운대구 APEC로 17, 센텀리더스마크 1904호 (우동)","48060","이에스해운항공(주)","20171127000000","U","2018-11-03 04:00:00.0","","394209.294344881","187280.207931335","6260000","국제물류주선업","300000000","","","","","",
"236","국제물류주선업","11_45_01_P","6260000","6260000-63-906","20160526","","01","영업/정상","0010","운행","","","","","0514699232","","48922","부산광역시 중구 대창동2가 14-4","부산광역시 중구 중앙대로 147, 일신빌딩 3층 (대창동2가)","48922","(주) 제이엠글로벌","20190619000000","U","2019-06-21 02:40:00.0","","385678.892519876","180972.919862581","6260000","국제물류주선업","310000000","","","","","",
"237","국제물류주선업","11_45_01_P","6260000","6260000-63-907","20160927","","01","영업/정상","0010","운행","","","","","0517147335","","48483","부산광역시 남구 우암동 10번지 대승하이아트 101동 1804호","부산광역시 남구 유엔로 66, 101동 1804호(우암동, 대승하이아트)","48483","(주)센트럴로직스","20220519000000","U","2022-05-21 02:40:00.0","","389856.425773456","182935.26577988","6260000","국제물류주선업","300000000","","","","","",
"238","국제물류주선업","11_45_01_P","6260000","6260000-63-910","20161020","","01","영업/정상","0010","운행","","","","","","","48936","부산광역시 중구 중앙동4가 78-6 1동","부산광역시 중구 충장대로5번길 56, 5층 (중앙동4가)","48936","(주)알로직스","20180219000000","U","2018-11-03 04:00:00.0","","385763.334390364","180891.147536861","6260000","국제물류주선업","300000000","","","","","",
"239","국제물류주선업","11_45_01_P","6260000","6260000-63-914","20161102","","01","영업/정상","0010","운행","","","","","0516479996","","48937","부산광역시 중구 중앙동4가 82-8 케이에이치마이우스 1905호","부산광역시 중구 중앙대로 120, 케이에이치마이우스 1905호(중앙동4가)","48937","(주)신창물류","20211229000000","U","2021-12-31 02:40:00.0","","385654.489205074","180684.82499064","6260000","국제물류주선업","300000000","","","","","",
"240","국제물류주선업","11_45_01_P","6260000","6260000-63-916","20161109","","01","영업/정상","0010","운행","","","","","0512541207","","","","부산광역시 서구 원양로 105, 406호 (암남동,원양프라자빌딩)","49273","우성해운항공(주)","20210225000000","U","2021-02-27 02:40:00.0","","383518.040204105","175580.741380931","6260000","국제물류주선업","300000000","","","","","",
"241","국제물류주선업","11_45_01_P","6260000","6260000-63-919","20141212","","01","영업/정상","0010","운행","","","","","","","48059","부산광역시 해운대구 우동 1470번지 에이스하이테크21","부산광역시 해운대구 센텀중앙로 48, 에이스하이테크21 1707호 (우동)","48059","(주)하이인터내셔널로지스틱스","20210709000000","U","2021-07-11 02:40:00.0","","394035.24909500000","188368.64865100000","6260000","국제물류주선업","300000000","","","","","",
"242","국제물류주선업","11_45_01_P","6260000","6260000-63-920","20160810","","01","영업/정상","0010","운행","","","","","0516669523","","48792","부산광역시 동구 초량동 1143-1 메리츠화재","부산광역시 동구 중앙대로 331, 메리츠화재 18층 (초량동)","48792","글로넷티엘에스","20190731000000","U","2019-08-02 02:40:00.0","","386370.312689707","182672.311559295","6260000","국제물류주선업","300000000","","","","","",
"243","국제물류주선업","11_45_01_P","6260000","6260000-63-922","20161208","","01","영업/정상","0010","운행","","","","","","","47297","부산광역시 부산진구 전포동 692-1 한일빌딩","부산광역시 부산진구 전포대로199번길 43, 한일빌딩 3층 18호 (전포동)","47297","(주)베스트클래스로직스","20191217000000","U","2019-12-19 02:40:00.0","","387900.315522819","185849.60626051","6260000","국제물류주선업","300000000","","","","","",
"244","국제물류주선업","11_45_01_P","6260000","6260000-63-923","20161208","","01","영업/정상","0010","운행","","","","","0518162410","","47511","부산광역시 연제구 거제동 1488-6 휘강빌딩 202호","부산광역시 연제구 법원로32번길 15, 휘강빌딩 202호(거제동)","47511","이호글로벌(주)","20220330000000","U","2022-04-01 02:40:00.0","","388932.020072992","189990.501974382","6260000","국제물류주선업","300000000","","","","","",
"245","국제물류주선업","11_45_01_P","6260000","6260000-63-924","20161214","","01","영업/정상","0010","운행","","","","","0514663123","","48937","부산광역시 중구 중앙동4가 81-11","부산광역시 중구 충장대로5번길 36, 이산빌딩 206호 (중앙동4가)","48937","(주) 하이로지스틱스","20180625000000","U","2018-11-03 04:00:00.0","","385700.499693029","180708.93015008","6260000","국제물류주선업","300000000","","","","","",
"246","국제물류주선업","11_45_01_P","6260000","6260000-63-926","20161227","","01","영업/정상","0010","운행","","","","","0514636567","","48939","부산광역시 중구 중앙동4가 89-14 은산베이빌딩 302호","부산광역시 중구 중앙대로 88, 은산베이빌딩 302호(중앙동4가)","48939","(주)원익스프레스","20220610000000","U","2022-06-12 02:40:00.0","","385616.660201449","180406.241287734","6260000","국제물류주선업","300000000","","","","","",
"247","국제물류주선업","11_45_01_P","6260000","6260000-63-149","20080215","","01","영업/정상","0010","운행","","","","","0514658525","","48938","부산광역시 중구 중앙동4가 84-1 삼영빌딩 601호","부산광역시 중구 충장대로5번길 26, 삼영빌딩 601호 (중앙동4가)","48938","(주)마루로직스","20200512000000","U","2020-05-14 02:40:00.0","","385674.767425372","180625.222083038","6260000","국제물류주선업","300000000","","","","","",
"248","국제물류주선업","11_45_01_P","6260000","6260000-63-150","20050113","","01","영업/정상","0010","운행","","","","","0514624488","","48930","부산광역시 중구 중앙동4가 36-14 은산빌딩 1501호","부산광역시 중구 해관로 65, 은산빌딩 1501호 (중앙동4가)","48930","동서콘솔(주)","20200728000000","U","2020-07-30 02:40:00.0","","385502.492319657","180297.579330876","6260000","국제물류주선업","300000000","","","","","",
"249","국제물류주선업","11_45_01_P","6260000","6260000-63-161","20070116","","01","영업/정상","0010","운행","","","","","0514648354","","48936","부산광역시 중구 중앙동4가 78-14 성산빌딩 401호","부산광역시 중구 충장대로9번길 47-1, 성산빌딩 401호 (중앙동4가)","48936","(주)코아로직스","20200710000000","U","2020-07-12 02:40:00.0","","385770.110714961","180842.490238433","6260000","국제물류주선업","300000000","","","","","",
"250","국제물류주선업","11_45_01_P","6260000","6260000-63-162","20080331","","01","영업/정상","0010","운행","","","","","0514631066","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 2201호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 2201호 (재송동)","48058","영로지스(주)","20180124000000","U","2018-11-03 04:00:00.0","","393519","188317","6260000","국제물류주선업","300000000","","","","","",
"251","국제물류주선업","11_45_01_P","6260000","6260000-63-164","20070511","","01","영업/정상","0010","운행","","","","","","","46275","부산광역시 금정구 부곡동 65-18","부산광역시 금정구 부곡온천천로 180 (부곡동)","46275","주식회사 오릭스통운","20200212000000","U","2020-02-14 02:40:00.0","","390152.501454186","195602.082253664","6260000","국제물류주선업","300000000","","","","","",
"252","국제물류주선업","11_45_01_P","6260000","6260000-63-165","20030221","","01","영업/정상","0010","운행","","","","","0514627648","","48924","부산광역시 중구 대창동1가 51번지","부산광역시 중구 해관로 89(대창동1가)","48924","샘스킵로지스틱스코리아(주)","20220628000000","U","2022-06-30 02:40:00.0","","385507.640529964","180548.792611588","6260000","국제물류주선업","999990020","","","","","",
"253","국제물류주선업","11_45_01_P","6260000","6260000-63-168","20080514","","01","영업/정상","0010","운행","","","","","0514693312","","48937","부산광역시 중구 중앙동4가 80-23 삼중빌딩 505호","부산광역시 중구 중앙대로116번길 13, 삼중빌딩 505호 (중앙동4가)","48937","(주)모던익스프레스","20210113000000","U","2021-01-15 02:40:00.0","","385759.772789","180623.090779","6260000","국제물류주선업","300000000","","20080514","","","",
"254","국제물류주선업","11_45_01_P","6260000","6260000-63-169","20080530","","01","영업/정상","0010","운행","","","","","0514421108","","46755","부산광역시 강서구 송정동 1640-4","부산광역시 강서구 녹산산업북로 326 (송정동)","46755","대한네트웍스(주)","20210429000000","U","2021-05-01 02:40:00.0","","369561.619567322","179188.603424916","6260000","국제물류주선업","975485000","","","","","",
"255","국제물류주선업","11_45_01_P","6260000","6260000-63-172","20020124","","01","영업/정상","0010","운행","","","","","","","","부산광역시 연제구 연산동 1310번지 9호 카사블루원룸 602호","부산광역시 연제구 중앙대로1054번길 17, 602호 (연산동,카사블루원룸)","","(주)센트랄로직스","20120824000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
