"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"75","안경업","01_02_01_P","3250000","PHMB220213250021082200004","20210726","","01","영업/정상","13","영업중","","","","","051-253-1216","","","부산광역시 중구 창선동2가 24-4","부산광역시 중구 국제시장2길 6-1(창선동2가)","48946","국전안경원","20210727135957","I","2021-07-29 00:22:51.0","","384903.52410762","179742.031632526","2","0","0","1","2","0","0","0","0","89",
"76","안경업","01_02_01_P","3250000","PHMB220213250021082200003","20210624","","01","영업/정상","13","영업중","","","","","051-246-1341","","","부산광역시 중구 창선동2가 45-17","부산광역시 중구 중구로 14 (창선동2가)","48953","080안경","20210625091056","I","2021-06-27 00:23:03.0","","384843.682070767","179657.801434101","1","","","1","1","","","","","44",
"77","안경업","01_02_01_P","3250000","PHMB220213250021082200002","20210310","","01","영업/정상","13","영업중","","","","","0051-245-6480","","","부산광역시 중구 창선동2가 26-1 창선상가","부산광역시 중구 국제시장2길 5, 창선상가 (창선동2가)","48945","안경제작소","20210312175406","I","2021-03-14 00:23:00.0","","384883.108103904","179757.761844511","1","","","1","1","","","","","37.48",
"78","안경업","01_02_01_P","3250000","PHMB220213250021082200001","20210215","","01","영업/정상","13","영업중","","","","","051-266-6688","","","부산광역시 중구 남포동1가 11 도시철도 남포역 41호","부산광역시 중구 구덕로 지하 12, 도시철도 남포역  41호 (남포동1가)","48954","렌즈만남포본점","20210215150650","I","2021-02-17 00:23:02.0","","385452.603862548","179538.845528092","1","","","1","1","","","","","",
"79","안경업","01_02_01_P","3250000","PHMB220183250021082200002","20181016","","01","영업/정상","13","영업중","","","","","051-254-6338","","","부산광역시 중구 창선동2가 26번지 1호 창선상가","부산광역시 중구 국제시장2길 5, 창선상가 (창선동2가)","48945","젠틀맨안경","20181017074306","I","2018-10-19 02:35:49.0","","384883.108103904","179757.761844511","1","1","1","1","1","1","1","1","1","39.96",
"80","안경업","01_02_01_P","3250000","PHMB220223250021082200002","20220622","","01","영업/정상","13","영업중","","","","","051-246-1175","","","부산광역시 중구 창선동2가 35-1","부산광역시 중구 중구로 22(창선동2가)","48945","제로안경점","20220622164349","I","2022-06-24 00:22:30.0","","384853.980228809","179752.851018567","1","0","0","3","1","0","0","0","0","30.79",
"81","안경업","01_02_01_P","3250000","PHMB219843250021082200001","19841006","","04","취소/말소/만료/정지/중지","24","직권폐업","20090513","","","","051-463-0479","","","부산광역시 중구 영주1동 26-1","","","부산당안경점","20121231102827","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"82","안경업","01_02_01_P","3260000","PHMB220153260022082200001","20150714","","03","폐업","03","폐업","20180129","","","","051-257-7090","","","","부산광역시 서구 대영로 9 (서대신동2가)","49227","아이 댄디 안경","20190819164801","U","2019-08-21 02:40:00.0","","383464.131806417","180914.722335008","1","1","1","1","1","1","1","1","1","",
"83","안경업","01_02_01_P","3260000","PHMB220003260022082200001","20001115","","03","폐업","03","폐업","20090128","","","","","","602830","부산광역시 서구 암남동 354번지 1호","부산광역시 서구 충무대로 8 (암남동)","","비치안경원","20120824145039","I","2018-08-31 23:59:59.0","","383870.474584095","177147.052622728","1","1","1","1","1","1","1","1","1","",
"84","안경업","01_02_01_P","3260000","PHMB220043260022082200001","20040305","","03","폐업","03","폐업","20120215","","","","051-246-3020","","602011","부산광역시 서구 충무동1가 7-14","","","한국안경원","20131227093111","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"85","안경업","01_02_01_P","3260000","PHMB220053260022082200003","20050913","","03","폐업","03","폐업","20100903","","","","051-246-5593","","602091","부산광역시 서구 서대신동1가 159-1","","","내눈에 안경","20100903142016","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"86","안경업","01_02_01_P","3260000","PHMB220093260022082200001","20090908","","03","폐업","03","폐업","20190115","","","","","","","","부산광역시 서구 꽃마을로 40-1, 2층 (서대신동3가)","49203","굿모닝안경","20190115095150","U","2019-01-17 02:40:00.0","","383378.955262732","181689.994525598","1","1","1","1","1","1","1","1","1","46.24",
"87","안경업","01_02_01_P","3260000","PHMB220103260022082200001","20100120","","03","폐업","03","폐업","20120913","","","","","","602831","부산광역시 서구 암남동 342번지 3호","부산광역시 서구 충무대로 30-1 (암남동)","","에스텔 안경·콘택트","20120913134329","I","2018-08-31 23:59:59.0","","383850.336485085","177331.059503068","1","1","1","1","1","1","1","1","1","",
"88","안경업","01_02_01_P","3260000","PHMB220123260022082200001","20120829","","03","폐업","03","폐업","20200210","","","","","","602760","부산광역시 서구 부민동2가 동아대학교부민캠퍼스","부산광역시 서구 구덕로 225 (부민동2가)","49236","갤러리안경","20200210145303","U","2020-02-12 02:40:00.0","","384047.41688983","180228.452549615","1","1","2","1","1","1","1","1","2","56",
"89","안경업","01_02_01_P","3260000","PHMB220183260022082200001","20180129","","01","영업/정상","13","영업중","","","","","051-257-7090","","","부산광역시 서구 서대신동2가 231번지 1호","부산광역시 서구 대영로 9 (서대신동2가)","49227","아이댄디안경","20190819170743","U","2019-08-21 02:40:00.0","","383464.131806417","180914.722335008","1","2","1","1","2","2","1","1","1","81.62",
"90","안경업","01_02_01_P","3260000","PHMB220083260022082200002","20081230","","01","영업/정상","13","영업중","","","","","051-254-1008","","602054","부산광역시 서구 토성동4가 2번지 16호","부산광역시 서구 구덕로 121 (토성동4가)","","아이리스안경원","20090123135808","I","2018-08-31 23:59:59.0","","384384.284739417","179355.901193728","1","1","1","1","1","1","1","1","1","80",
"91","안경업","01_02_01_P","3260000","PHMB219813260022082200001","19810508","","01","영업/정상","13","영업중","","","","","051-242-2637","","602808","부산광역시 서구 동대신동1가 129-1","부산광역시 서구 대영로 72-1 (동대신동1가)","49218","우리안경점","20150409140211","I","2018-08-31 23:59:59.0","","384016.72394586","180895.280056287","1","1","1","1","1","1","1","1","1","",
"92","안경업","01_02_01_P","3260000","PHMB219823260022082200001","19820625","","01","영업/정상","13","영업중","","","","","051-248-3309","","602819","부산광역시 서구 서대신동2가 122번지","부산광역시 서구 대영로 53-1 (서대신동2가)","49234","알프스안경점","20131226094531","I","2018-08-31 23:59:59.0","","383850.3599311","180852.167606864","1","1","1","1","1","1","1","1","1","",
"93","안경업","01_02_01_P","3260000","PHMB219843260022082200001","19841107","","01","영업/정상","13","영업중","","","","","051-244-2535","","602011","부산광역시 서구 충무동1가 10번지 13호","부산광역시 서구 자갈치로 1 (충무동1가)","","초이스안경 콘택트","20140311162528","I","2018-08-31 23:59:59.0","","384562.533290116","179361.298668272","1","1","1","1","1","1","1","1","1","",
"94","안경업","01_02_01_P","3260000","PHMB219863260022082200001","19860113","","01","영업/정상","13","영업중","","","","","051-254-3652","","602801","부산광역시 서구 남부민동 686","부산광역시 서구 충무대로 252-4 (남부민동)","49254","대성당안경","20131226085639","I","2018-08-31 23:59:59.0","","384513.730550147","179009.404570175","1","1","1","0","1","1","1","1","1","",
"95","안경업","01_02_01_P","3260000","PHMB219863260022082200002","19861006","","01","영업/정상","13","영업중","","","","","","","49247","","부산광역시 서구 구덕로118번길 28 (충무동1가)","49247","세진안경점","20161222141241","I","2018-08-31 23:59:59.0","","384534.093570343","179467.908354794","1","1","1","1","1","1","1","1","1","",
"96","안경업","01_02_01_P","3260000","PHMB219873260022082200001","19871221","","01","영업/정상","13","영업중","","","","","051-243-6905","","602811","부산광역시 서구 동대신동2가 335-1","부산광역시 서구 구덕로 318 (동대신동2가)","49217","1080안경원","20131224182623","I","2018-08-31 23:59:59.0","","383803.649546165","181097.765306442","1","1","1","1","1","1","1","1","1","",
"97","안경업","01_02_01_P","3260000","PHMB219923260022082200001","19920530","","01","영업/정상","13","영업중","","","","","051-240-2649","","602715","부산광역시 서구 동대신동3가","부산광역시 서구 대신공원로 26 (동대신동3가)","49201","동아안경원","20150120131810","I","2018-08-31 23:59:59.0","","383898.91114891","182014.846889314","1","1","1","1","1","1","1","1","1","",
"98","안경업","01_02_01_P","3260000","PHMB219973260022082200001","19970610","","01","영업/정상","13","영업중","","","","","051-256-5630","","602061","부산광역시 서구 아미1동 18-10","부산광역시 서구 까치고개로 210-1 (아미동1가)","49245","대학안경원","20131224175746","I","2018-08-31 23:59:59.0","","384005.681081882","179703.158341176","1","1","1","1","1","1","1","1","1","",
"99","안경업","01_02_01_P","3260000","PHMB220033260022082200001","20030416","","01","영업/정상","13","영업중","","","","","051-231-3080","","602825","부산광역시 서구 서대신3가 290-2","부산광역시 서구 구덕로 335 (서대신동3가)","49226","010안경","20131224180124","I","2018-08-31 23:59:59.0","","383703.703814162","181235.507065893","1","1","1","1","1","1","1","1","1","",
"100","안경업","01_02_01_P","3260000","PHMB220053260022082200001","20050517","","01","영업/정상","13","영업중","","","","","051-231-3009","","602819","부산광역시 서구 서대신동2가 36-5","부산광역시 서구 구덕로 309 (서대신동2가)","49227","이지아이안경원","20131224181552","I","2018-08-31 23:59:59.0","","383811.583351371","180998.68462418","1","1","1","1","1","1","1","1","1","",
"101","안경업","01_02_01_P","3260000","PHMB220053260022082200002","20050614","","01","영업/정상","13","영업중","","","","","051-256-1067","","602053","부산광역시 서구 토성동3가 3번지 34호","부산광역시 서구 구덕로 188 (토성동3가)","49224","대학병원안경","20150731110818","I","2018-08-31 23:59:59.0","","384117.157966714","179895.848176332","1","1","1","1","1","1","1","1","1","",
"102","안경업","01_02_01_P","3260000","PHMB220083260022082200001","20080313","","01","영업/정상","13","영업중","","","","","051-242-7340","","602819","부산광역시 서구 서대신동2가 123-4","부산광역시 서구 대영로 47 (서대신동2가)","49234","갤러리안경 서대신점","20200129133717","U","2020-01-31 02:40:00.0","","383793.960882513","180830.122451186","1","1","1","1","1","1","1","1","1","",
"103","안경업","01_02_01_P","3260000","PHMB220103260022082200002","20100322","","01","영업/정상","13","영업중","","","","","051-244-8760","","602815","부산광역시 서구 부민동1가 2번지 5통 (진우빌딩 3층)","부산광역시 서구 구덕로232번길 14 (부민동1가)","49223","토마토안경","20131224182401","I","2018-08-31 23:59:59.0","","384190.228878672","180318.895831012","1","1","1","1","1","1","1","1","1","27.77",
"104","안경업","01_02_01_P","3260000","PHMB220213260022082200001","20211102","","01","영업/정상","13","영업중","","","","","051-3045-5015","","","부산광역시 서구 서대신동2가 96","부산광역시 서구 구덕로 299, 1층 (서대신동2가)","49234","으뜸50안경 동대신역점","20211102145757","I","2021-11-04 00:22:45.0","","383844.48567593","180923.43639407","1","0","0","1","2","0","0","0","0","57.67",
"105","안경업","01_02_01_P","3270000","PHMB220043270022082200001","20040315","","03","폐업","03","폐업","20211014","","","","4423136","","","","부산광역시 동구 고관로 96-1(수정동)","48791","수정안경","20211014162122","U","2021-10-16 02:40:00.0","","386375.021787724","182848.601429652","1","1","1","1","1","1","1","1","1","0",
"106","안경업","01_02_01_P","3270000","PHMB220083270022082200001","20080123","","03","폐업","03","폐업","20111013","","","","051-467-0790","","601833","부산광역시 동구 초량2동 815-37","","","프랜드안경원","20111219132715","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"107","안경업","01_02_01_P","3270000","PHMB220053270022082200001","20050415","","03","폐업","03","폐업","20110801","","","","051-647-9267","","601807","부산광역시 동구 범일2동 828-9","","","상록안경","20111219133437","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"108","안경업","01_02_01_P","3270000","PHMB220153270022082200001","20150507","","03","폐업","03","폐업","20181115","","","","","","601807","부산광역시 동구 범일동 830번지 25호","부산광역시 동구 조방로 45 (범일동)","48738","이영안경원","20181115173349","U","2018-11-17 02:36:07.0","","387695.187899399","184321.880698556","1","1","1","1","1","1","1","1","1","",
