"锅龋","俺规辑厚胶疙","俺规辑厚胶酒捞叼","俺规磊摹窜眉内靛","包府锅龋","牢倾啊老磊","牢倾啊秒家老磊","康诀惑怕备盒内靛","康诀惑怕疙","惑技康诀惑怕内靛","惑技康诀惑怕疙","企诀老磊","绒诀矫累老磊","绒诀辆丰老磊","犁俺诀老磊","家犁瘤傈拳","家犁瘤搁利","家犁瘤快祈锅龋","家犁瘤傈眉林家","档肺疙傈眉林家","档肺疙快祈锅龋","荤诀厘疙","弥辆荐沥矫痢","单捞磐盎脚备盒","单捞磐盎脚老磊","诀怕备盒疙","谅钎沥焊(x)","谅钎沥焊(y)","巩拳眉腊诀辆疙","巩拳荤诀磊备盒疙","醚摸荐","林函券版疙","力累秒鞭前格郴侩","矫汲搁利","瘤惑摸荐","瘤窍摸荐","扒拱侩档疙","烹肺呈厚","炼疙矫汲炼档","畴贰规角荐","没家斥角荐","厚惑拌窜咯何","厚惑备咯何","磊悼券扁咯何","没家斥角咯何","漂荐炼疙咯何","规澜矫汲咯何","厚叼坷犁积扁疙","炼疙矫汲蜡公","澜氢矫汲咯何","祈狼矫汲咯何","家规矫汲咯何","醚霸烙扁荐","扁粮霸烙诀寇诀辆疙","力傍霸烙拱疙","傍楷厘屈怕备盒疙","前格疙","弥檬殿废矫痢","瘤开备盒疙",
"43","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000003","20090203","","03","企诀","03","企诀","20130516","","","","","","","何魂堡开矫 吝备 巢器悼6啊 93-1锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 16 (巢器悼6啊)","600046","敲珐努赴 霸烙罚靛","20130516172150","I","2018-08-31 23:59:59.0","","384768.319655951","179566.176779483","没家斥霸烙力傍诀","蜡烹包访诀","7","蜡蕊诀家剐笼瘤开","舅鳖扁陵聪绢扁橇飘 60措","231.36","1","","辟赴积劝矫汲","","107","","","","","","","","","","","","","","50","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"44","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000007","20090320","","03","企诀","03","企诀","20090622","","","","","","","何魂堡开矫 吝备 何乞悼2啊 45-1锅瘤 瘤惑2摸","何魂堡开矫 吝备 焊荐措肺 16-1  (何乞悼2啊,瘤惑2摸)","","酒弃肺 霸烙罚靛","20090625091425","I","2018-08-31 23:59:59.0","","384617.131962048","179590.603167846","没家斥霸烙力傍诀","蜡烹包访诀","6","蜡蕊诀家剐笼瘤开","","361.9","5","1","辟赴积劝矫汲","","178.3","","","","","","","","","","","","","","40","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"45","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000008","20090327","","03","企诀","03","企诀","20090624","","","","","","","何魂堡开矫 吝备 吝居悼4啊 85-1锅瘤 瘤惑1摸","何魂堡开矫 吝备 吝居措肺116锅辨 12  (吝居悼4啊,瘤惑1摸)","","老脚 霸烙罚靛","20090625091246","I","2018-08-31 23:59:59.0","","385721.092307168","180608.458241044","没家斥霸烙力傍诀","蜡烹包访诀","8","","","116.85","7","1","辟赴积劝矫汲","","73.5","","","","","","","","","","","","","","40","","傈眉捞侩啊","","","","",
"46","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000009","20090612","","03","企诀","03","企诀","20090805","","","","","","","何魂堡开矫 吝备 巢器悼6啊 102-3锅瘤","何魂堡开矫 吝备 备傣肺84锅辨 9-1  (巢器悼6啊)","","磊哎摹 霸烙罚靛","20110830144328","I","2018-08-31 23:59:59.0","","384689.176743442","179548.933069773","没家斥霸烙力傍诀","蜡烹包访诀","2","","","193.81","2","","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"47","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000010","20090813","","03","企诀","03","企诀","20091012","","","","","","","何魂堡开矫 吝备 吝居悼4啊 85-1锅瘤 瘤惑1摸","何魂堡开矫 吝备 吝居措肺116锅辨 12  (吝居悼4啊,瘤惑1摸)","","笛府 霸烙罚靛","20091130141854","I","2018-08-31 23:59:59.0","","385721.092307168","180608.458241044","没家斥霸烙力傍诀","蜡烹包访诀","8","","","116.85","7","1","辟赴积劝矫汲","","311","","","","","","","","","","","","","","45","","傈眉捞侩啊","","","","",
"48","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000011","20090814","","03","企诀","03","企诀","20110425","","","","","","","何魂堡开矫 吝备 悼堡悼3啊 20锅瘤 , 瘤惑1摸","何魂堡开矫 吝备 归魂辨 20 (悼堡悼3啊)","600023","鸥况 霸烙罚靛","20131231112154","I","2018-08-31 23:59:59.0","","385421.890632592","179905.806116814","没家斥霸烙力傍诀","蜡烹包访诀","7","","","195.72","6","1","辟赴积劝矫汲","","248","","","","","","","","","","","","","","40","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"49","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000015","20091207","","03","企诀","03","企诀","20140303","","","","","","","何魂堡开矫 吝备 巢器悼6啊 97-2锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 12 (巢器悼6啊)","600046","措空 霸烙罚靛","20140303104831","I","2018-08-31 23:59:59.0","","384740.974652998","179548.266774857","没家斥霸烙力傍诀","蜡烹包访诀","9","","莆莆颇扼促捞胶 殿 醚103措","545.28","7","2","魄概矫汲","","","","","","","","","","","","","","","","103","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"50","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142007000001","20071119","","03","企诀","03","企诀","20131004","","","","","","","何魂堡开矫 吝备 巢器悼6啊 102-1锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 8-1  (巢器悼6啊)","","钙胶 霸烙罚靛","20131004164752","I","2018-08-31 23:59:59.0","","384689.981209336","179562.273995537","没家斥霸烙力傍诀","蜡烹包访诀","3","扁鸥","捻酒胶配府 40措","166.89","3","","扁鸥","","51","","","","","","","","","","","","","","24","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"51","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142008000043","20081128","","03","企诀","03","企诀","20090225","","","","","","600046","何魂堡开矫 吝备 巢器悼6啊 106-1锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 4-2  (巢器悼6啊)","","猫乔柯 霸烙罚靛","20090225175519","I","2018-08-31 23:59:59.0","","384660.954906034","179549.166639119","没家斥霸烙力傍诀","蜡烹包访诀","3","","","116.54","1","","辟赴积劝矫汲","","63","","","","","","","","","","","","","","40","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"52","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142010000005","20100818","","03","企诀","03","企诀","20131115","","","","","","","何魂堡开矫 吝备 巢器悼6啊 91锅瘤 瘤惑3摸","何魂堡开矫 吝备 厚橇堡厘肺 18 (巢器悼6啊)","600046","棵覆仟胶 霸烙厘","20131119171305","I","2018-08-31 23:59:59.0","","384786.897439657","179575.94945685","没家斥霸烙力傍诀","蜡烹包访诀","9","","靛酚荤目4措, 稠胶砰农饭牢2 3措, TWO SD CHANCE 3措, 逞滚盔百绢扼捞橇 16措","338.05","3","1","魄概矫汲","","","","","","","","","","","","","","","","22","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"53","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142010000007","20100823","","03","企诀","03","企诀","20140115","","","","","","","何魂堡开矫 吝备 巢器悼6啊 65-1锅瘤","何魂堡开矫 吝备 备傣肺84锅辨 5 (巢器悼6啊)","600046","固扼陵 霸烙罚靛","20140115092912","I","2018-08-31 23:59:59.0","","384697.119071054","179510.26293209","没家斥霸烙力傍诀","蜡烹包访诀","10","蜡蕊诀家剐笼瘤开","惑荐府(CC-NA-100324-001)","255.13","7","3","魄概矫汲","","","","","","","","","","","","","","","","40","","傈眉捞侩啊","","","","惑诀瘤开",
"54","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142008000045","20081231","","03","企诀","03","企诀","20120306","","","","","","","何魂堡开矫 吝备 何乞悼1啊 41-2锅瘤 瘤惑1摸","何魂堡开矫 吝备 堡汗肺12锅辨 9 (何乞悼1啊)","600805","榴芭款 霸烙罚靛","20120306153514","I","2018-08-31 23:59:59.0","","384709.387003462","179612.05593001","没家斥霸烙力傍诀","蜡烹包访诀","3","蜡蕊诀家剐笼瘤开","促陛官府 29措, THE IRIS 43措","146.91","1","","巩拳矫汲","","43","","","","","","","","","","","","","","34","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"55","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000001","20090129","","03","企诀","03","企诀","20141002","","","","","","","何魂堡开矫 吝备 巢器悼6啊 97-2锅瘤 瘤惑2摸","何魂堡开矫 吝备 厚橇堡厘肺 12 (巢器悼6啊)","600046","酒俊捞坷快 霸烙罚靛","20141002174145","I","2018-08-31 23:59:59.0","","384740.974652998","179548.266774857","没家斥霸烙力傍诀","蜡烹包访诀","7","","某摹颇捞宏 50措","518.07","2","","","","61","","","","","","","","","","","","","","70","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"56","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000001","20110103","","03","企诀","03","企诀","20110915","","","","","","","何魂堡开矫 吝备 何乞悼2啊 39-1锅瘤 瘤惑1摸 (力傍霸烙拱:滚喉技红 60措)","何魂堡开矫 吝备 厚橇堡厘肺 7  (何乞悼2啊,瘤惑1摸 (力傍霸烙拱:滚喉技红 60措))","","舅颇 霸烙罚靛","20110915141540","I","2018-08-31 23:59:59.0","","384664.149882792","179582.676484563","没家斥霸烙力傍诀","蜡烹包访诀","6","蜡蕊诀家剐笼瘤开","滚喉技红 60措","97.65","5","1","辟赴积劝矫汲","","74.4","","","","","","","","","","","","","","60","","","","","","老馆惑诀瘤开",
"57","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000002","20110112","","03","企诀","03","企诀","20130913","","","","","","","何魂堡开矫 吝备 巢器悼6啊 102-3锅瘤 瘤惑1摸(力傍霸烙拱:春官促具51措)","何魂堡开矫 吝备 备傣肺84锅辨 9-1 (巢器悼6啊)","600046","坷氟档","20130913154630","I","2018-08-31 23:59:59.0","","384689.176743442","179548.933069773","没家斥霸烙力傍诀","蜡烹包访诀","5","蜡蕊诀家剐笼瘤开","秦付傈扁 51措","188","4","1","魄概矫汲","","","","","","","","","","","","","","","","51","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"58","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000003","20110121","","03","企诀","03","企诀","20130124","","","","","","","何魂堡开矫 吝备 巢器悼5啊 12-1锅瘤 瘤惑1摸(力傍霸烙拱:坷记胶鸥50措)","何魂堡开矫 吝备 厚橇堡厘肺 37 (巢器悼5啊)","600045","没锋 霸烙罚靛","20130128142349","I","2018-08-31 23:59:59.0","","384985.448097939","179597.592953541","没家斥霸烙力傍诀","蜡烹包访诀","6","蜡蕊诀家剐笼瘤开","坷记胶鸥 50措","158","6","4","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"59","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000004","20110124","","03","企诀","03","企诀","20130124","","","","","","","何魂堡开矫 吝备 巢器悼5啊 12-1锅瘤 瘤惑1摸(力傍霸烙拱:固扼努40措)","何魂堡开矫 吝备 厚橇堡厘肺 37 (巢器悼5啊)","600045","亲傍葛窃 霸烙罚靛","20130128142512","I","2018-08-31 23:59:59.0","","384985.448097939","179597.592953541","没家斥霸烙力傍诀","蜡烹包访诀","10","蜡蕊诀家剐笼瘤开","固扼努 40措","141","6","4","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"60","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000005","20110127","","03","企诀","03","企诀","20130808","","","","","","","何魂堡开矫 吝备 巢器悼6啊 95-1锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 14-2 (巢器悼6啊)","600046","矫墨绊 霸烙罚靛","20130809091434","I","2018-08-31 23:59:59.0","","384750.181191766","179577.979682064","没家斥霸烙力傍诀","蜡烹包访诀","","蜡蕊诀家剐笼瘤开","春剐饭聪决","179.73","4","1","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","",
"61","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000017","20110527","","03","企诀","03","企诀","20120612","","","","","","","何魂堡开矫 吝备 巢器悼6啊 93-1锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 16 (巢器悼6啊)","600046","匙捞飘 霸烙罚靛","20120612101706","I","2018-08-31 23:59:59.0","","384768.319655951","179566.176779483","没家斥霸烙力傍诀","蜡烹包访诀","9","蜡蕊诀家剐笼瘤开","饶农欺榴10措, 绊贰绵力10措","47.7","7","2","魄概矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"62","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142009000016","20091224","","03","企诀","03","企诀","20111021","","","","","","","何魂堡开矫 吝备 何乞悼2啊 39-1锅瘤 瘤惑1摸(力傍霸烙拱:俊捞瘤坷宏坷记60措)","何魂堡开矫 吝备 厚橇堡厘肺 7  (何乞悼2啊,瘤惑1摸(力傍霸烙拱:俊捞瘤坷宏坷记60措))","","版己 霸烙罚靛","20111021094926","I","2018-08-31 23:59:59.0","","384664.149882792","179582.676484563","没家斥霸烙力傍诀","蜡烹包访诀","6","","春坷记清磐 60措","108.53","5","1","辟赴积劝矫汲","","","","","","","","","","","","","","","","60","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"63","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000012","20110502","","03","企诀","03","企诀","20110728","","","","","","","何魂堡开矫 吝备 悼堡悼3啊 20锅瘤 瘤惑1摸  (力傍霸烙拱:沤扼档 40措)","何魂堡开矫 吝备 归魂辨 20 (悼堡悼3啊)","600023","鸥况 霸烙罚靛","20131231112256","I","2018-08-31 23:59:59.0","","385421.890632592","179905.806116814","没家斥霸烙力傍诀","蜡烹包访诀","6","蜡蕊诀家剐笼瘤开","沤扼档 40措","195.72","6","1","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"64","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000013","20110518","","03","企诀","03","企诀","20120629","","","","","","","何魂堡开矫 吝备 巢器悼5啊 8-1锅瘤 瘤窍1摸","何魂堡开矫 吝备 备傣肺 54-1  (巢器悼5啊,瘤窍1摸)","","DRAGON 霸烙罚靛","20120629162819","I","2018-08-31 23:59:59.0","","385007.017930066","179584.983850781","没家斥霸烙力傍诀","蜡烹包访诀","18","蜡蕊诀家剐笼瘤开","甭揪敲矾胶3措, 钓坷记37措","122","16","2","槛冠矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","",
"65","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000014","20110519","","03","企诀","03","企诀","20120703","","","","","","","何魂堡开矫 吝备 巢器悼6啊 102-2锅瘤 瘤窍1摸","何魂堡开矫 吝备 厚橇堡厘肺 8 (巢器悼6啊)","600046","母凭 霸烙罚靛","20120703151704","I","2018-08-31 23:59:59.0","","384677.260401258","179557.228245877","没家斥霸烙力傍诀","蜡烹包访诀","5","蜡蕊诀家剐笼瘤开","钓矫绢","130.58","4","1","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","",
"66","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000015","20110519","","03","企诀","03","企诀","20110929","","","","","","","何魂堡开矫 吝备 巢器悼5啊 8-1锅瘤 瘤窍1摸   (力傍霸烙拱:甭揪敲矾胶37措,固扼努16措)","何魂堡开矫 吝备 备傣肺 54-1  (巢器悼5啊,瘤窍1摸   (力傍霸烙拱:甭揪敲矾胶37措,固扼努16措))","","TOP 霸烙罚靛","20110929113426","I","2018-08-31 23:59:59.0","","385007.017930066","179584.983850781","没家斥霸烙力傍诀","蜡烹包访诀","18","蜡蕊诀家剐笼瘤开","固扼努 16措, 甭揪敲矾胶 37措","122","16","2","龋炮","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","",
"67","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000016","20110523","","03","企诀","03","企诀","20141211","","","","","","","何魂堡开矫 吝备 何乞悼1啊 49-4锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 11 (何乞悼1啊)","600805","傍林 霸烙罚靛","20141211172353","I","2018-08-31 23:59:59.0","","384701.085428741","179594.397383752","没家斥霸烙力傍诀","蜡烹包访诀","6","蜡蕊诀家剐笼瘤开","官促焊拱 30措, 靛覆酒老罚靛2 10措","155.26","5","1","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"68","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142010000002","20100420","","03","企诀","03","企诀","20110930","","","","","","","何魂堡开矫 吝备 吝居悼4啊 81-12锅瘤 寇 1鞘瘤  瘤惑2摸    力傍霸烙拱 : 荤磊己绢 20措","何魂堡开矫 吝备 面厘措肺9锅辨 33  (吝居悼4啊,寇 1鞘瘤  瘤惑2摸    力傍霸烙拱 : 荤磊己绢 20措)","","橇扼磊 霸烙罚靛","20110930170614","I","2018-08-31 23:59:59.0","","385720.420340794","180698.091506578","没家斥霸烙力傍诀","蜡烹包访诀","12","","荤磊己绢","248.16","10","2","辟赴积劝矫汲","","","","","","","","","","","","","","","","20","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"69","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142010000003","20100430","","03","企诀","03","企诀","20111205","","","","","","","何魂堡开矫 吝备 巢器悼3啊 6-1锅瘤 瘤惑1摸","何魂堡开矫 吝备 巢器辨 7 (巢器悼3啊)","600043","肺都 霸烙罚靛","20111205104109","I","2018-08-31 23:59:59.0","","384992.554614694","179653.731579474","没家斥霸烙力傍诀","蜡烹包访诀","7","","酒捻酒 40措","126.28","6","1","辟赴积劝矫汲","","","","","","","","","","","","","","","","40","","傈眉捞侩啊","","","","",
"70","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000018","20110527","","03","企诀","03","企诀","20120612","","","","","","","何魂堡开矫 吝备 巢器悼6啊 93-1锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 16 (巢器悼6啊)","600046","春匙捞飘 霸烙罚靛","20120612101725","I","2018-08-31 23:59:59.0","","384768.319655951","179566.176779483","没家斥霸烙力傍诀","蜡烹包访诀","9","蜡蕊诀家剐笼瘤开","饶农欺榴30措, 绊贰绵力30措","184.8","7","2","魄概矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","老馆惑诀瘤开",
"71","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000019","20110530","","03","企诀","03","企诀","20140806","","","","","","","何魂堡开矫 吝备 巢器悼6啊 74-1锅瘤","何魂堡开矫 吝备 备傣肺 80 (巢器悼6啊)","600046","吩单 霸烙罚靛","20140806142734","I","2018-08-31 23:59:59.0","","384771.402142749","179510.642128481","没家斥霸烙力傍诀","蜡烹包访诀","7","蜡蕊诀家剐笼瘤开","甭揪敲矾胶","131.36","6","1","辟赴积劝矫汲","","","","","","","","","","","","","","","","","","傈眉捞侩啊","","","","",
"72","没家斥霸烙力傍诀","03_05_07_P","3250000","CDFF2241142011000022","20110812","","03","企诀","03","企诀","20141121","","","","","","","何魂堡开矫 吝备 巢器悼6啊 102-2锅瘤","何魂堡开矫 吝备 厚橇堡厘肺 8 (巢器悼6啊)","600046","霸烙炼酒 霸烙罚靛","20150203094122","I","2018-08-31 23:59:59.0","","384677.260401258","179557.228245877","没家斥霸烙力傍诀","蜡烹包访诀","4","蜡蕊诀家剐笼瘤开","拱绊扁荤成(AR-090603-006龋)","139.6","2","","辟赴积劝矫汲","","","","","","","","","","","","","","","","50","","傈眉捞侩啊","","","","老馆惑诀瘤开",
