"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","법인구분명","구분명",
"84","유료직업소개소","11_50_02_P","3250000","2004325003711500014","20041218","","03","폐업","40","폐업","","","","","","","","부산광역시 부산진구 전포동 27번지 120호 9통 5반 동금나이스  401","부산광역시 부산진구 진남로453번길 21, 401호 (전포동,동금나이스)","","승지개발","20050511161246","I","2018-08-31 23:59:59.0","","388386.219855892","186952.762165537","개인","유료",
"85","유료직업소개소","11_50_02_P","3250000","2004325003711500015","20050106","","03","폐업","40","폐업","","","","","","","","부산광역시 해운대구 중동 1768번지 4호 14통 5반 웰비치  1301","부산광역시 해운대구 좌동순환로 503, 1301호 (중동,웰비치)","","금성개발","20050706111954","I","2018-08-31 23:59:59.0","","397494.255581251","187288.123596922","개인","유료",
"86","유료직업소개소","11_50_02_P","3250000","2005325003711500001","20050114","","03","폐업","40","폐업","","","","","","","","부산광역시 수영구 망미동 829번지 24호 21통 4반","부산광역시 수영구 연수로263번길 26 (망미동)","","삼삼직업소개소","20050810143305","I","2018-08-31 23:59:59.0","","391215.389374081","188148.962051956","개인","유료",
"87","유료직업소개소","11_50_02_P","3250000","2005325003711500002","20050114","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 괴정동 1063번지 2호 1통 2반","부산광역시 사하구 승학로281번길 120 (괴정동)","","개미직업소개소","20050331140112","I","2018-08-31 23:59:59.0","","381445.290239305","180289.824337888","개인","유료",
"88","유료직업소개소","11_50_02_P","3250000","2005325003711500003","20050215","","03","폐업","40","폐업","","","","","","","","부산광역시 영도구 동삼동 834번지 29호 6통 3반","부산광역시 영도구 본산남길25번길 8-10 (동삼동)","","펄직업소개소","20051115112934","I","2018-08-31 23:59:59.0","","389707.064262133","176171.521034366","개인","유료",
"89","유료직업소개소","11_50_02_P","3250000","2005325003711500004","20050308","","03","폐업","40","폐업","","","","","","","","부산광역시 서구 아미동1가 25번지 6호 1통 4반","부산광역시 서구 구덕로165번길 17-5 (아미동1가)","","W.W직업소개소","20060405132928","I","2018-08-31 23:59:59.0","","384003.758239487","179631.728771843","개인","유료",
"90","유료직업소개소","11_50_02_P","3250000","1999325003711500005","19990825","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 신평동 7호 28통 2반 동아빌라맨션 2 107","부산광역시 사하구 장평로 311, 2동 107호 (신평동,동아빌라맨션)","","노성길직업소개소","20060523173913","I","2018-08-31 23:59:59.0","","379969.233968736","179043.775487216","개인","유료",
"91","유료직업소개소","11_50_02_P","3250000","1999325003711500006","19990825","","03","폐업","40","폐업","","","","","","","","부산광역시 중구 영주동 450번지 25호 23통 4반 흥아거북3동  201","","","대진직업소개소","20030204112411","I","2018-08-31 23:59:59.0","","385315.496140865","180781.809829003","개인","유료",
"92","유료직업소개소","11_50_02_P","3250000","1999325003711500008","19990825","","03","폐업","40","폐업","","","","","","","","부산광역시 중구 영주동 292번지 5호 13통 3반 원진빌라  801","부산광역시 중구 영주로 24, 801호 (영주동,원진빌라)","","제일건업","20051104152956","I","2018-08-31 23:59:59.0","","385161.045288569","180867.456496218","개인","유료",
"93","유료직업소개소","11_50_02_P","3250000","1999325003711500002","19990722","","03","폐업","40","폐업","","","","","","","","부산광역시 연제구 연산동 1941번지 5호 14통 1반","부산광역시 연제구 연수로148번길 5 (연산동)","","동양직업소개소","20031020144013","I","2018-08-31 23:59:59.0","","390057.997564945","188107.239074015","개인","유료",
"94","유료직업소개소","11_50_02_P","3250000","1999325003711500003","19990825","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 하단동 487번지 43호 9통 1반","부산광역시 사하구 낙동대로575번길 57-5 (하단동)","","김명룡직업소개소","20030204104043","I","2018-08-31 23:59:59.0","","378831.988874772","180952.422929551","개인","유료",
"95","유료직업소개소","11_50_02_P","3250000","1999325003711500004","19990825","","03","폐업","40","폐업","","","","","","","","부산광역시 중구 남포동5가 32호 5통 3반","","","제9직업소개소","20030204105326","I","2018-08-31 23:59:59.0","","","","개인","유료",
"96","유료직업소개소","11_50_02_P","3250000","2014325008314500002","20140415","","03","폐업","40","폐업","20170523","","","","070 40322090","","600014","부산광역시 중구 중앙동4가 76번지 23호","부산광역시 중구 중앙대로 148, 2층 (중앙동4가)","600014","월드잡인포","20170523174325","I","2018-08-31 23:59:59.0","","385735.140511982","180956.48599773","개인","유료",
"97","유료직업소개소","11_50_02_P","3250000","2015325008314500004","20150420","","03","폐업","40","폐업","20161130","","","","0512560566","","600806","부산광역시 중구 부평동2가 68번지 4호","부산광역시 중구 흑교로 18, 3층 301호 (부평동2가)","600806","삼성직업소개소","20161130170747","I","2018-08-31 23:59:59.0","","384598.903964711","179879.997494786","개인","유료",
"98","유료직업소개소","11_50_02_P","3250000","1999325003711500009","19990825","","03","폐업","40","폐업","","","","","","","","부산광역시 남구 대연동 1619번지 316호 14통 2반","부산광역시 남구 신정번영로31번나길 12 (대연동)","","13직업소개소","20051115113016","I","2018-08-31 23:59:59.0","","389702.7665372","183533.331586913","개인","유료",
"99","유료직업소개소","11_50_02_P","3250000","1999325003711500010","19990825","","03","폐업","40","폐업","","","","","","","","부산광역시 남구 용호동 467호 35통 4반 대광타워맨션 101 1007","부산광역시 남구 이기대공원로26번길 45-3, 101동 1007호 (용호동,대광타워맨션)","","이진근직업소개소","20031020153502","I","2018-08-31 23:59:59.0","","392815.089141115","182381.055328335","개인","유료",
"100","유료직업소개소","11_50_02_P","3250000","1999325003711500011","19991103","","03","폐업","40","폐업","","","","","","","","부산광역시 해운대구 좌동 1396호 26통 6반 해운대대림아파트 113 1901","부산광역시 해운대구 대천로103번길 47, 113동 1901호 (좌동,해운대대림아파트)","","전봉기직업소개소","20030204144432","I","2018-08-31 23:59:59.0","","397883.492891877","188758.768659579","개인","유료",
"101","유료직업소개소","11_50_02_P","3250000","1999325003711500012","19991103","","03","폐업","40","폐업","","","","","","","","부산광역시 중구 영주동 728번지 9호 1통 4반","","","청운직업소개소","20030204144741","I","2018-08-31 23:59:59.0","","385599.490236987","180849.26796606","개인","유료",
"102","유료직업소개소","11_50_02_P","3250000","1999325003711500013","19990825","","03","폐업","40","폐업","","","","","","","","경상남도 김해시 어방동 577호","","","(주)M.P.K","20050330132859","I","2018-08-31 23:59:59.0","","373015.288522588","195653.021497344","법인","유료",
"103","유료직업소개소","11_50_02_P","3250000","2000325003711500002","20000422","","03","폐업","40","폐업","","","","","","","","부산광역시 북구 만덕동 355호 17통 3반 궁전빌라  502","부산광역시 북구 중리로 2-4, 502호 (만덕동,궁전빌라)","","부림직업소개소","20030204145502","I","2018-08-31 23:59:59.0","","385551.899778677","192033.463786019","개인","유료",
"104","유료직업소개소","11_50_02_P","3250000","2017325008314500004","20170818","","03","폐업","40","폐업","20210908","","","","051 466 9979","","","부산광역시 중구 중앙동4가 52번지 5호","부산광역시 중구 해관로 81 (중앙동4가)","48928","(주)부산짐캐리클럽","20210908141854","U","2021-09-10 02:40:00.0","","385496.727011849","180456.458867153","법인","유료",
"105","유료직업소개소","11_50_02_P","3250000","2018325008314500003","20180305","","03","폐업","40","폐업","20181113","","","","","","","부산광역시 중구 중앙동1가 21번지 12호","부산광역시 중구 중앙대로41번길 3-1, 3층 301호 (중앙동1가)","48957","영진인력개발","20181113175013","U","2018-11-15 02:36:27.0","","385574.520465677","179902.860301225","개인","유료",
"106","유료직업소개소","11_50_02_P","3250000","2001325003711500001","20010724","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 괴정동 27번지 14호 11통 2반","","","디오스직업소개소","20030204150058","I","2018-08-31 23:59:59.0","","383037.871139372","180263.627073424","개인","유료",
"107","유료직업소개소","11_50_02_P","3250000","2001325003711500002","20010807","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 신평동 616번지 9호 7통 2반","부산광역시 사하구 하신번영로161번길 24 (신평동)","","한빛직업소개소","20030204150343","I","2018-08-31 23:59:59.0","","378524.825050002","179317.512662368","개인","유료",
"108","유료직업소개소","11_50_02_P","3250000","2001325003711500003","20010821","","03","폐업","40","폐업","","","","","","","","부산광역시 중구 부평동2가 27번지 4호 9통 4반","부산광역시 중구 광복로 5-1 (부평동2가)","","소원직업소개소","20030204150614","I","2018-08-31 23:59:59.0","","384647.050293571","179711.516171864","개인","유료",
"109","유료직업소개소","11_50_02_P","3250000","2001325003711500004","20010906","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 괴정동 530번지 2호 19통 1반 천일로얄아파트 가 102","부산광역시 사하구 괴정로 270, 가동 102호 (괴정동,천일로얄아파트)","","고려직업소개소","20030205090959","I","2018-08-31 23:59:59.0","","381421.175172418","179315.176962268","개인","유료",
"110","유료직업소개소","11_50_02_P","3250000","2015325008314500005","20150528","","03","폐업","40","폐업","20161201","","","","","","","부산광역시 중구 중앙동1가 21번지 12호","부산광역시 중구  중앙대로41번길  3-1 (중앙동1가)","","영진인력개발","20161201155317","I","2018-08-31 23:59:59.0","","385574.520465677","179902.860301225","개인","유료",
"111","유료직업소개소","11_50_02_P","3250000","2016325008314500001","20160706","","03","폐업","40","폐업","20210716","","","","051 247 5689","","","부산광역시 중구 부평동3가 72번지 9호","부산광역시 중구 보수대로36번길 23 (부평동3가)","48975","다이아직업소개소","20210716161700","U","2021-07-18 02:40:00.0","","384519.332229152","179970.91369086","개인","유료",
"112","유료직업소개소","11_50_02_P","3250000","2017325008314500002","20170309","","03","폐업","40","폐업","20170726","","","","","","","서울특별시 은평구 갈현동 6번지 4호","","","Happyfamily","20170726170822","I","2018-08-31 23:59:59.0","","192709.524531789","458191.59589123","개인","유료",
"113","유료직업소개소","11_50_02_P","3250000","2018325008314500004","20180307","","03","폐업","40","폐업","20190502","","","","","","","부산광역시 중구 남포동5가 47번지 2호","부산광역시 중구 구덕로 63, 3층 (남포동5가)","48983","운현인력사무소","20190603112602","U","2019-06-05 02:40:00.0","","384933.511787767","179504.449743689","개인","유료",
