"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업소구분명","소재지","지정일자","신청일자","항목값1",
"85","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199600017","19960514","","01","영업/정상","11","영업","","","","","","","600072","부산광역시 중구 부평동2가 71-1번지","","","삼성유통","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 부평동2가  71-1번지","","19960514","관급봉투",
"86","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014201100003","20110304","","01","영업/정상","11","영업","","","","","0514667980","","600093","부산광역시 중구 대청동3가 9-3번지","부산광역시 중구 대청로 85-1  (대청동3가)","","후레시원 편의점","20110304094106","I","2018-08-31 23:59:59.0","","384952.236803802","180111.742951126","지정","부산광역시 중구 대청동3가 9번지 3호","20110304","20110304","관급봉투",
"87","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014201100004","20110310","","01","영업/정상","11","영업","","","","","0512546667","","600073","부산광역시 중구 부평동3가 79-5번지","부산광역시 중구 보수대로44번길 30  (부평동3가)","","아름다운편의점","20110310134735","I","2018-08-31 23:59:59.0","","384472.636166927","180088.669791446","지정","부산광역시 중구 부평동3가 79-5번지","20110310","20110310","관급봉투",
"88","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014201100005","20110421","","01","영업/정상","11","영업","","","","","","","600810","부산광역시 중구 영주동 161번지 금호타운상가 101, 102, 103, 108, 109호","부산광역시 중구 영주로 51 (영주동, 금호타운(상가동 101호))","48917","빅마트","20151106154814","I","2018-08-31 23:59:59.0","","385022.487250824","181030.09515715","지정","","20110421","20110421","관급봉투",
"89","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014201100006","20110504","","01","영업/정상","11","영업","","","","","0512469329","","","부산광역시 중구 신창동1가 6-1번지","부산광역시 중구 광복중앙로 19-1 (신창동1가)","48948","GS25신창점","20191024171914","U","2019-10-26 02:40:00.0","","385088.748297386","179881.094288667","지정","부산광역시 중구 신창동1가 6번지 1호","20110504","20110504","관급봉투",
"90","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014201100007","20110504","","01","영업/정상","11","영업","","","","","0512455251","","600012","부산광역시 중구 중앙동2가 15-4번지","부산광역시 중구 해관로 36  (중앙동2가)","","지에스 25 중구용두점","20131203163438","I","2018-08-31 23:59:59.0","","385561.729914071","180000.178961603","종료","부산광역시 중구 중앙동2가 15번지 4호","20110504","20110504","관급봉투",
"91","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014201100008","20110512","","01","영업/정상","11","영업","","","","","","","600082","부산광역시 중구 보수동2가 48-1번지","부산광역시 중구 흑교로 81 (보수동2가)","600082","(주)한양할인마트","20150720142847","I","2018-08-31 23:59:59.0","","384386.026618743","180443.305580502","지정","부산광역시 중구 보수동2가 48번지 1호","20110512","20110512","관급봉투",
"92","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500004","19950215","","01","영업/정상","11","영업","","","","","","","600111","부산광역시 중구 영주동 554-7번지","","","현대슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 영주동  554-7번지","","19950215","관급봉투",
"93","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500005","19950215","","01","영업/정상","11","영업","","","","","","","600051","부산광역시 중구 창선동1가 7번지","","","신창상회","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 창선동1가  7번지","","19950215","관급봉투",
"94","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500006","19950215","","01","영업/정상","11","영업","","","","","","","600030","부산광역시 중구 광복동1가 국제시장1A하37,38","","","국제종합포장","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 광복동1가  국제시장1A하37,38","","19950215","관급봉투",
"95","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500007","19950215","","01","영업/정상","11","영업","","","","","","","600030","부산광역시 중구 광복동1가 국제시장4A 상3층","","","국제시장번영회","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 광복동1가  국제시장4A 상3층","","19950215","관급봉투",
"96","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500020","19950215","","01","영업/정상","11","영업","","","","","","","600094","부산광역시 중구 대청동4가 78-51번지","","","부광미니슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 대청동4가  78-51번지","","19950215","관급봉투",
"97","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500021","19950215","","01","영업/정상","11","영업","","","","","","","600094","부산광역시 중구 대청동4가 78번지","","","진영슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 대청동4가  78번지","","19950215","관급봉투",
"98","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500022","19950215","","01","영업/정상","11","영업","","","","","","","600094","부산광역시 중구 대청동4가 76번지","","","미화당슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 대청동4가  76번지","","19950215","관급봉투",
"99","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500023","19950215","","01","영업/정상","11","영업","","","","","","","600094","부산광역시 중구 대청동4가 20번지","","","시온슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 대청동4가  20번지","","19950215","관급봉투",
"100","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500024","19950215","","01","영업/정상","11","영업","","","","","","","600094","부산광역시 중구 대청동4가 59번지","부산광역시 중구 대청북길39번길 1  (대청동4가)","","대청상회","20070707100050","I","2018-08-31 23:59:59.0","","385098.681223895","180518.868445537","지정","부산광역시 중구 대청동4가  59번지","","19950215","관급봉투",
"101","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500025","19950215","","01","영업/정상","11","영업","","","","","","","","부산광역시 중구 대청동4가 78-173번지","부산광역시 중구 중구로 89 (대청동4가)","48968","새들슈퍼","20180130100324","I","2018-08-31 23:59:59.0","","385054.478012188","180314.564442646","지정","부산광역시 중구 대청동4가 78번지 173호","","19950215","관급봉투",
"102","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500026","19950215","","01","영업/정상","11","영업","","","","","","","600094","부산광역시 중구 대청동4가 63-1번지","","","대청스토아","20100611192040","I","2018-08-31 23:59:59.0","","","","종료","부산광역시 중구 대청동4가  63-1번지","","19950215","관급봉투",
"103","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500027","19950215","","01","영업/정상","11","영업","","","","","","","600074","부산광역시 중구 부평동4가 34번지","","","근대화슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 부평동4가  34번지","","19950215","관급봉투",
"104","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500028","19950215","","01","영업/정상","11","영업","","","","","","","600072","부산광역시 중구 부평동2가 15번지","","","대영슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 부평동2가  15번지","","19950215","관급봉투",
"105","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500029","19950215","","01","영업/정상","11","영업","","","","","","","600071","부산광역시 중구 부평동1가 21번지","","","국제슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 부평동1가  21번지","","19950215","관급봉투",
"106","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500030","19950215","","01","영업/정상","11","영업","","","","","","","600042","부산광역시 중구 남포동2가 14번지","","","털보상회","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 남포동2가  14번지","","19950215","관급봉투",
"107","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500031","19950215","","01","영업/정상","11","영업","","","","","","","600046","부산광역시 중구 남포동6가 70-2번지","","","LG25남포점","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 남포동6가  70-2번지","","19950215","관급봉투",
"108","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500032","19950215","","01","영업/정상","11","영업","","","","","","","600112","부산광역시 중구 영주동 218-50번지","","","대청공원관리소","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 영주동  218-50번지","","19950215","관급봉투",
"109","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500033","19950215","","01","영업/정상","11","영업","","","","","","","600112","부산광역시 중구 영주동 292-5번지","","","서원유통","20110429162909","I","2018-08-31 23:59:59.0","","","","종료","부산광역시 중구 영주동  292-5번지","","19950215","관급봉투",
"110","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500034","19950215","","01","영업/정상","11","영업","","","","","","","600080","부산광역시 중구 보수동1가 63번지","","","보수슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 보수동1가  63번지","","19950215","관급봉투",
"111","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500035","19950215","","01","영업/정상","11","영업","","","","","","","600083","부산광역시 중구 보수동3가 72번지","","","생협슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 보수동3가  72번지","","19950215","관급봉투",
"112","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500036","19950215","","01","영업/정상","11","영업","","","","","","","600083","부산광역시 중구 보수동3가 17번지","","","김해쌀상회","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 보수동3가  17번지","","19950215","관급봉투",
"113","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014199500037","19950912","","01","영업/정상","11","영업","","","","","","","600080","부산광역시 중구 보수동1가 80번지","","","고성슈퍼","20070707100050","I","2018-08-31 23:59:59.0","","","","지정","부산광역시 중구 보수동1가  80번지","","19950912","관급봉투",
