"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","판매점영업면적",
"78","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320183260022087500014","20181226","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동2가 270번지 보람더하임아파트","부산광역시 서구 대영로 24, 102동 101호 (서대신동2가, 보람더하임아파트)","49228","씨유서구보람점","20181227105359","I","2018-12-29 02:20:32.0","","383553.68536558","180798.992049408","",
"79","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500001","20190131","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 동대신동2가 422번지 2호","부산광역시 서구 구덕로296번길 20, 1층 (동대신동2가)","49217","(주)코리아세븐 부산동대신2호점","20190131111316","I","2019-02-02 02:21:07.0","","383980.132675195","180931.851997766","",
"80","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500002","20190419","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동1가 212번지 대신 푸르지오","부산광역시 서구 대영로38번길 11, 109동 101호 (서대신동1가, 대신 푸르지오)","49232","씨유대신푸르지오점","20190419180116","I","2019-04-21 02:20:27.0","","383723.330102872","180655.856798388","",
"81","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500005","20190801","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동3가 694번지 1호 협성르네상스","부산광역시 서구 대티로 159, 117동 103-104호 (서대신동3가, 협성르네상스)","49208","씨유 서구대신협성점","20190801125906","I","2019-08-03 02:21:52.0","","383176.906835168","181175.027825949","115",
"82","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500007","20190902","","01","영업/정상","13","영업중","","","","","051-247-9077","","","부산광역시 서구 동대신동3가 13번지 7호","부산광역시 서구 대신공원로 19, 1층 (동대신동3가)","49202","씨유 동대은성점","20190902110106","I","2019-09-04 02:22:18.0","","383724.525745451","181920.965108447","93.03",
"83","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500004","20190719","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 535번지 2호","부산광역시 서구 암남공원로 1, 1층 (암남동)","49275","이마트24 부산송도비치점","20190719172635","I","2019-07-21 02:21:42.0","","383820.766335408","177017.521649909","148.5",
"84","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500006","20190829","","01","영업/정상","13","영업중","","","","","070-4232-1133","","","부산광역시 서구 아미동1가 21번지 3호","부산광역시 서구 구덕로 165, 1층 (아미동1가)","49245","CU 서구 토성역점","20190830090943","I","2019-09-01 02:22:16.0","","384076.207996156","179671.976930581","66",
"85","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500009","20191230","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 충무동1가 27번지 12호","부산광역시 서구 충무시장길 19 (충무동1가)","49253","지에스25 서구충무점","20191230104846","I","2020-01-01 00:23:31.0","","384470.698294592","179261.587730425","198",
"86","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320193260022087500008","20191105","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 토성동5가 51번지 2호","부산광역시 서구 초장로 54 (토성동5가)","49252","미니스톱 부산토성점","20191105120244","I","2019-11-07 00:23:08.0","","384245.054738956","179366.253540841","107",
"87","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320203260022087500001","20200108","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 234번지 베스트웨스턴플러스 부산송도호텔","부산광역시 서구 송도해변로 97, 베스트웨스턴플러스 부산송도호텔 104호 (암남동)","49269","씨유부산송도베스트점","20220516140641","U","2022-05-18 02:40:00.0","","383950.781222238","177207.361349884","0",
"88","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320203260022087500002","20200220","","01","영업/정상","13","영업중","","","","","051-242-4673","","","부산광역시 서구 동대신동3가 466번지 2호","부산광역시 서구 구덕로322번길 29 (동대신동3가)","49212","부산서구지역자활센터 씨유서구대승점","20210903092826","U","2021-09-05 02:40:00.0","","383901.417545244","181198.261203031","42.9",
"89","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320213260022087500011","20211228","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동3가 271-2","부산광역시 서구 대영로45번길 102(서대신동3가)","49226","지에스(GS)25 서대신점","20211228113304","I","2021-12-30 00:22:41.0","","383558.900870829","181276.627932669","79.2",
"90","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320223260022087500001","20220111","","01","영업/정상","13","영업중","","","","","051-246-3917","","","부산광역시 서구 부용동2가 87-1","부산광역시 서구 부용로 28(부용동2가)","49233","씨유 서구보건소점","20220111181425","I","2022-01-13 00:22:41.0","","383893.466876292","180577.889305537","0",
"91","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500002","20150312","","01","영업/정상","13","영업중","","","","","051-231-7515","","","","부산광역시 서구 구덕로 120-1 (토성동4가)","49246","지에스(GS)25 서구한울","20150312114014","I","2018-08-31 23:59:59.0","","384406.883523744","179391.930113139","",
"92","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500003","20150608","","01","영업/정상","13","영업중","","","","","051-231-8500","","","","부산광역시 서구 원양로 310 (암남동)","49273","씨유 감천항점","20150608143548","I","2018-08-31 23:59:59.0","","382890.650587096","177336.223689987","",
"93","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500006","20150623","","01","영업/정상","13","영업중","","","","","051-247-1529","","","","부산광역시 서구 구덕로250번길 17 (부용동1가)","49223","씨유부용동원룸점","20220526090311","U","2022-05-28 02:40:00.0","","384216.002849494","180520.16641258","0",
"94","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500007","20150629","","01","영업/정상","13","영업중","","","","","051-242-7776","","","","부산광역시 서구 까치고개로245번길 17-19 (토성동1가)","49224","지에스(GS)25 토성원룸점","20200707090153","U","2020-07-09 02:40:00.0","","384324.399495254","179786.880500272","",
"95","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500008","20150721","","01","영업/정상","13","영업중","","","","","051-254-0711","","","","부산광역시 서구 대영로 44 (서대신동1가)","49235","세븐일레븐 부산대신대영로점","20150721131737","I","2018-08-31 23:59:59.0","","383758.978651776","180766.62218955","",
"96","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320163260022087500004","20160426","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 서구 까치고개로 229 (토성동2가)","49224","이마트24 부산토성점","20171016165050","I","2018-08-31 23:59:59.0","","384205.206981389","179727.03774824","75.9",
"97","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320163260022087500006","20160520","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 서구 대영로73번길 39, 103,105호 (동대신동2가, 삼익아파트)","49217","GS25서구삼익점","20160524170119","I","2018-08-31 23:59:59.0","","383875.94578827","181127.104929383","52.8",
"98","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320163260022087500007","20160609","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 서구 충무대로 158, 101호 (남부민동)","49255","GS25서구어시장","20160817155528","I","2018-08-31 23:59:59.0","","384608.989582552","178045.130617928","66",
"99","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320163260022087500010","20160819","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 서구 송도해변로 27 (암남동)","49275","송도해변점하프타임","20160822132746","I","2018-08-31 23:59:59.0","","383922.91066023","176590.87839857","62.7",
"100","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320163260022087500014","20161020","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 서구 충무대로255번길 5-47 (남부민동)","49256","씨유충무스마일점","20161202100237","I","2018-08-31 23:59:59.0","","384473.582350783","178898.664510969","",
"101","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500010","20150730","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 서구 꽃마을로 45 (서대신동3가)","49207","GS25 대신한빛점","20150730171313","I","2018-08-31 23:59:59.0","","383321.19626976","181732.147836221","",
"102","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500013","20150909","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동3가 621번지","부산광역시 서구 대신로 37 (서대신동3가)","49209","GS25대신클로버점","20150909160043","I","2018-08-31 23:59:59.0","","383361.17595571","181267.315760816","",
"103","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500015","20150914","","01","영업/정상","13","영업중","","","","","051 254 2259","","","","부산광역시 서구 구덕로 235 (충무동1가)","49247","GS25부민캠퍼스","20191008161054","U","2019-10-10 02:40:00.0","","384098.221608909","180374.34402179","66",
"104","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320153260022087500016","20150915","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 575번지 4호","부산광역시 서구 암남공원로 30, 301동 108호 (암남동, 송도아이원아파트)","49270","(주)코리아세븐 부산송도바다점","20150915174703","I","2018-08-31 23:59:59.0","","383780.58504711","176784.756475899","49.5",
"105","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320173260022087500010","20171219","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 초장동 129번지 21호","부산광역시 서구 초장로 8, 1층 (초장동)","49251","이마트24 부산초장점","20190304115835","U","2019-03-06 02:40:00.0","","384032.932765876","179006.678689661","82.5",
"106","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320183260022087500003","20180323","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 716번지","부산광역시 서구 원양로 125, 2동 1층 (암남동)","49273","GS25인터불고점","20180326131641","I","2018-08-31 23:59:59.0","","383539.602429996","175767.563913389","49",
"107","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320183260022087500004","20180409","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 62번지 48호","부산광역시 서구 감천로 255, 1층 (암남동)","49265","씨유 복음병원점","20180410095403","I","2018-08-31 23:59:59.0","","383796.393547044","177694.322129881","",
"108","안전상비의약품 판매업소","01_01_05_P","3260000","PHMH320183260022087500005","20180510","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동1가 33번지 3호 리치W도시형생활주택","부산광역시 서구 부용로 39-5, 리치W도시형생활주택 101호 (서대신동1가)","49235","지에스25서대신리치점","20180510103653","I","2018-08-31 23:59:59.0","","383996.846844639","180611.749372166","53.17",
