"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"317","대규모점포","08_25_01_P","3350000","2009335008007500001","20090724","","01","영업/정상","1","정상영업","","","","","051-581-9512","14680.61","","부산광역시 금정구 장전동 40","부산광역시 금정구 부산대학로63번길 2(장전동)","46241","NC 부산대점","20220429125616","U","2022-05-03 02:40:00.0","쇼핑센터","389314.662085919","194669.898821687","대규모점포",
"318","대규모점포","08_25_01_P","3350000","2011335008507500001","20110725","","01","영업/정상","1","정상영업","","","","","051-583-8541","1495","609320","부산광역시 금정구 부곡동 333번지 1호","부산광역시 금정구 부곡로 79 (부곡동)","609826","(주)서원유통 부곡점","20220607180313","U","2022-06-09 02:40:00.0","그 밖의 대규모점포","390264.860388834","193541.558799931","준대규모점포",
"319","대규모점포","08_25_01_P","3350000","2011335008507500002","20110907","","01","영업/정상","1","정상영업","","","","","051-527-2222","4546.16","609410","부산광역시 금정구 금사동 85번지 7호","부산광역시 금정구 공단서로 22 (금사동)","609809","(주)서원유통 탑마트 금사점","20160801174450","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","392147.885346321","192919.364133221","준대규모점포",
"320","대규모점포","08_25_01_P","3350000","2011335008507500003","20110907","","01","영업/정상","1","정상영업","","","","","051-515-9696","982.1","609340","부산광역시 금정구 남산동 68번지 1호 남산프라자 1층","부산광역시 금정구 중앙대로 1989, 1층 (남산동)","609814","탑마트 에누리장터 남산점","20210805181751","U","2021-08-07 02:40:00.0","그 밖의 대규모점포","390241.469793416","197865.684207345","준대규모점포",
"321","대규모점포","08_25_01_P","3350000","2016335010007500001","20161006","","01","영업/정상","1","정상영업","","","","","051-583-5670","4477.24","609340","부산광역시 금정구 남산동 93번지 1호","부산광역시 금정구  금강로  700 (남산동)","609340","남산(농수산)시장","20161006095937","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","390031.323015031","198770.905117792","대규모점포",
"322","대규모점포","08_25_01_P","3350000","2017335010007500001","20171201","","01","영업/정상","1","정상영업","","","","","051-510-4698","227","","부산광역시 금정구 장전동 538번지 1호 한신시티빌","부산광역시 금정구 금강로 209 (장전동)","46294","(주)GS리테일 부산장전점","20171201144216","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389544.989113421","193974.688221248","준대규모점포",
"323","대규모점포","08_25_01_P","3350000","2005335001507500002","20050630","","03","폐업","3","폐업처리","20210112","20200928","20210927","","051-580-7711","12953","","부산광역시 금정구 부곡동 223번지 1호","부산광역시 금정구 중앙대로 1731 (부곡동)","609819","롯데쇼핑(주) 롯데마트 금정점","20210113094847","U","2021-01-15 02:40:00.0","대형마트","390319.153766629","195305.783615849","대규모점포",
"324","대규모점포","08_25_01_P","3360000","1933336001307500001","19330509","","01","영업/정상","1","정상영업","","","","","051 9704472","0","","부산광역시 강서구 대저1동 2343번지 20호","부산광역시 강서구 대저로277번길 7-13 (대저1동)","618141","사덕시장","20170407090737","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380459.980792592","192214.615705692","준대규모점포",
"325","대규모점포","08_25_01_P","3360000","1940336001307500001","19400909","","01","영업/정상","1","정상영업","","","","","051 9704472","0","","부산광역시 강서구 대저2동 2014번지 29호","부산광역시 강서구 공항로811번다길 7 (대저2동)","618142","덕두시장","20111122102202","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","378133.281586592","188443.751415804","준대규모점포",
"326","대규모점포","08_25_01_P","3360000","1945336001307500001","19450303","","01","영업/정상","1","정상영업","","","","","051 2712234","0","","부산광역시 강서구 명지동 1-377,1-381호","부산광역시 강서구 신포길 13-2 (명지동)","618200","(주)명지시장","20170407090559","I","2018-08-31 23:59:59.0","시장","376034.049571013","181003.845427082","준대규모점포",
"327","대규모점포","08_25_01_P","3360000","2013336010507500001","20130417","","01","영업/정상","1","정상영업","","","","","051-796-1100","97127.46","618899","부산광역시 강서구 대저2동 3153번지 1호","부산광역시 강서구 유통단지1로 41 (대저2동)","","부산 T-plex 산업용품단지","20200318104923","U","2020-03-20 02:40:00.0","전문점","378260.668626959","186989.385407123","대규모점포",
"328","대규모점포","08_25_01_P","3360000","2013336010507500002","20131231","","01","영업/정상","1","정상영업","","","","","051-311-4434","53530.86","","부산광역시 강서구 대저2동 3141번지 8호","부산광역시 강서구 유통단지1로 76 (대저2동)","46721","BMCO","20200318105038","U","2020-03-20 02:40:00.0","전문점","377830.639751511","187153.695179006","대규모점포",
"329","대규모점포","08_25_01_P","3360000","2014336010507500001","20140512","","01","영업/정상","1","정상영업","","","","","051-313-1818","68225.93","618899","부산광역시 강서구 대저2동 3154번지 2호","부산광역시 강서구 유통단지1로57번길 34 (대저2동)","618899","부산 자동차부품 유통단지","20200318105142","U","2020-03-20 02:40:00.0","전문점","377990.540922667","186717.509501631","대규모점포",
"330","대규모점포","08_25_01_P","3360000","2018336014507500001","20180830","","01","영업/정상","1","정상영업","","","","","051-990-0100","30550","","부산광역시 강서구 명지동 3438번지 스타필드 시티 명지","부산광역시 강서구 명지국제6로 168, 스타필드 시티 명지점 (명지동)","46726","스타필드 시티 명지점","20200423173741","U","2020-04-25 02:40:00.0","쇼핑센터","374851.695086299","178805.753601582","대규모점포",
"331","대규모점포","08_25_01_P","3370000","2011337006907500003","20180611","","01","영업/정상","1","정상영업","","","","","051-330-2555","987","","부산광역시 연제구 거제동 1470번지 14호","부산광역시 연제구 중앙대로 1174 (거제동)","47515","(주)서원유통 탑마트 연제점","20220701183025","U","2022-07-03 02:40:00.0","그 밖의 대규모점포","389450.735998777","190122.249554921","준대규모점포",
"332","대규모점포","08_25_01_P","3370000","2012337006907500001","20120509","","01","영업/정상","1","정상영업","","","","","051-756-5601","1369.9","611812","부산광역시 연제구 연산9동 490번지 7호","부산광역시 연제구 과정로 115 (연산동)","611812","롯데쇼핑(주)롯데슈퍼 연산점","20220509183117","U","2022-05-11 02:40:00.0","그 밖의 대규모점포","391834.757220277","188995.13829877","준대규모점포",
"333","대규모점포","08_25_01_P","3370000","2012337006907500003","20120823","","01","영업/정상","1","정상영업","","","","","051-503-9011~2","6299","611803","부산광역시 연제구 거제1동 125번지 5호 한양프라자","부산광역시 연제구 명륜로 3 (거제동, 한양프라자)","611803","한양프라자 부산점","20210126150930","U","2021-01-28 02:40:00.0","쇼핑센터","389336.200242979","190744.312973542","대규모점포",
"334","대규모점포","08_25_01_P","3370000","2017337006907500001","20170601","","01","영업/정상","1","정상영업","","","","","051-968-5652","17145.55","","부산광역시 연제구 연산동 2374 트레이더스 연산점","부산광역시 연제구 좌수영로 241, 트레이더스 연산점 (연산동)","47569","트레이더스 연산점","20220124105036","U","2022-01-26 02:40:00.0","대형마트","","","대규모점포",
"335","대규모점포","08_25_01_P","3370000","2000337001407500002","19700514","","01","영업/정상","1","정상영업","","","","","051 8526133","0","","부산광역시 연제구 거제동 486번지 1호","부산광역시 연제구 거제시장로14번길 28 (거제동)","611071","거제시장","20200205145055","U","2020-02-07 02:40:00.0","그 밖의 대규모점포","388745.432070087","188934.356377584","대규모점포",
"336","대규모점포","08_25_01_P","3370000","2000337001407500003","19770519","","01","영업/정상","1","정상영업","","","","","051 8657918","0","","부산광역시 연제구 연산동 2124번지 16호","부산광역시 연제구 배산로23번길 3 (연산동)","611836","연미새시장","20111104140307","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","390744.593013804","188146.054763645","대규모점포",
"337","대규모점포","08_25_01_P","3370000","2000337001407500004","19780516","","01","영업/정상","1","정상영업","","","","","051 8538952","0","","부산광역시 연제구 연산동 312번지 18호","부산광역시 연제구 연동로8번길 22 (연산동)","611811","연동시장","20170628150005","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","390526.647073215","189746.152458796","대규모점포",
"338","대규모점포","08_25_01_P","3370000","2000337001407500006","19780819","","01","영업/정상","1","정상영업","","","","","051 8537023","0","","부산광역시 연제구 연산동 636번지 28호","부산광역시 연제구 고분로 24 (연산동)","611822","연일시장","20150508101928","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389835.587522962","189349.814323306","대규모점포",
"339","대규모점포","08_25_01_P","3370000","2000337001407500007","19780904","","01","영업/정상","1","정상영업","","","","","051 8537201","0","","부산광역시 연제구 연산동 709번지 17호","부산광역시 연제구 월드컵대로111번길 6-16 (연산동)","611839","연산로타리종합시장","20111104135539","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389558.034825118","189244.150651679","대규모점포",
"340","대규모점포","08_25_01_P","3370000","2000337001407500008","19780914","","01","영업/정상","1","정상영업","","","","","051 8520049","0","","부산광역시 연제구 연산동 1328번지 15호","부산광역시 연제구 중앙대로 1030-1 (연산동)","611829","영남종합시장","20170628145428","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389199.493829354","188785.567117576","대규모점포",
"341","대규모점포","08_25_01_P","3370000","2005337001407500001","20011117","","01","영업/정상","1","정상영업","","","","","051-860-1050","13800","","부산광역시 연제구 연산동 822-7호","부산광역시 연제구 연수로 89 (연산동)","611749","(주)이마트 연제점","20220114141231","U","2022-01-16 02:40:00.0","대형마트","389532.511756755","188309.453546847","대규모점포",
"342","대규모점포","08_25_01_P","3370000","2000337001407500001","19750125","","01","영업/정상","1","정상영업","","","","","865-3367","0","","부산광역시 연제구 연산동 787번지 3   호","부산광역시 연제구 월드컵대로3번길 24 (연산동)","611827","연산시장","20111104140844","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389926.059811955","188279.306774377","대규모점포",
"343","대규모점포","08_25_01_P","3370000","2000337001407500005","19780724","","01","영업/정상","1","정상영업","","","","","051 5034507","0","","부산광역시 연제구 거제동 987번지 10호","부산광역시 연제구 아시아드대로 56 (거제동)","611072","거성시장","20210324113701","U","2021-03-26 02:40:00.0","그 밖의 대규모점포","388303.136487734","189795.649431296","대규모점포",
"344","대규모점포","08_25_01_P","3370000","2003337001407500003","20030326","","01","영업/정상","1","정상영업","","","","","0515008000","32040","","부산광역시 연제구 거제동 1208호","부산광역시 연제구 종합운동장로 7 (거제동)","611807","홈플러스 주식회사 아시아드점","20210611181905","U","2021-06-13 02:40:00.0","대형마트","387686.194940483","189911.430545728","대규모점포",
"345","대규모점포","08_25_01_P","3370000","2000337001407500009","19800905","","01","영업/정상","1","정상영업","","","","","051 8624749","0","","부산광역시 연제구 연산동 364번지 1호","부산광역시 연제구 과정로276번길 28 (연산동)","611816","연천시장","20170628144913","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","391025.396581125","189821.044244523","대규모점포",
"346","대규모점포","08_25_01_P","3370000","2010337006907500001","20101217","","01","영업/정상","1","정상영업","","","","","051-867-8580","20510","611811","부산광역시 연제구 연산1동 105번지 1호 외19필지","부산광역시 연제구 반송로 88 (연산동,외19필지)","","홈플러스 부산 연산점","20210611182533","U","2021-06-13 02:40:00.0","대형마트","390220.95452402","189976.508572936","대규모점포",
"347","대규모점포","08_25_01_P","3370000","2011337006907500001","20110620","","01","영업/정상","1","정상영업","","","","","051-867-8548","375","611836","부산광역시 연제구 연산6동 2133번지 8호","부산광역시 연제구 배산로 10 (연산동)","611836","홈플러스(주) 익스프레스 부산연제점","20210611182105","U","2021-06-13 02:40:00.0","그 밖의 대규모점포","390616.441119873","188113.291136994","준대규모점포",
"348","대규모점포","08_25_01_P","3370000","2004337001407500001","20040909","","01","영업/정상","1","정상영업","","","","","051-503-9011","6299.51","","부산광역시 연제구 거제동 129-5호","부산광역시 연제구 명륜로 3 (거제동)","611803","한양프라자 부산점","20170905134458","I","2018-08-31 23:59:59.0","쇼핑센터","389432.148269765","190572.818373287","대규모점포",
"349","대규모점포","08_25_01_P","3370000","2011337006907500002","20110623","","01","영업/정상","1","정상영업","","","","","051-751-8565","224.3","611817","부산광역시 연제구 연산9동 399번지 10호","부산광역시 연제구 과정로 226 (연산동)","611817","홈플러스(주) 익스프레스 토곡점","20210611182325","U","2021-06-13 02:40:00.0","그 밖의 대규모점포","391426.197700912","189675.658843247","준대규모점포",
"350","대규모점포","08_25_01_P","3370000","1997337001407500001","19971222","","02","휴업","2","휴업처리","","","","","","","","부산광역시 연제구 연산동 590번지 6   호","","","㈜아람마트수퍼센터 연산점","20070707101937","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"351","대규모점포","08_25_01_P","3370000","2001337001407500002","20011117","","02","휴업","2","휴업처리","","","","","","","","부산광역시 연제구 연산동 822번지 7   호","","","이-마트 연제점","20070707101937","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"352","대규모점포","08_25_01_P","3370000","2012337006907500002","20120518","","03","폐업","3","폐업처리","20200911","","","","051-861-5602","429","611820","부산광역시 연제구 연산4동 579번지 8호","부산광역시 연제구 세병로 29 (연산동)","611820","롯데쇼핑(주)롯데슈퍼 연제점","20200914140028","U","2020-09-16 02:40:00.0","그 밖의 대규모점포","389718.978472285","189961.75119876","준대규모점포",
"353","대규모점포","08_25_01_P","3370000","2000337001407500010","19991013","","03","폐업","3","폐업처리","20090714","","","","051 8607200","2771.87","","부산광역시 연제구 연산동 603번지 7호","부산광역시 연제구 고분로13번길 25 (연산동)","","한창정보타운","20090724164524","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389796.453846304","189535.801850134","",
"354","대규모점포","08_25_01_P","3380000","2013338006207500001","20110907","","01","영업/정상","1","정상영업","","","","","051-756-2277","1739","","부산광역시 수영구 광안동 491번지 1호","부산광역시 수영구 수영로 625 (광안동)","48253","홈플러스(주) 광안점","20210624112910","U","2021-06-26 02:40:00.0","복합쇼핑몰","392508.316542961","186777.560618109","준대규모점포",
"355","대규모점포","08_25_01_P","3380000","2004338001507500001","20040430","","01","영업/정상","1","정상영업","","","","","051 6086022","19000.58","","부산광역시 수영구 남천동 545번지 2호 메가마트 남천점","부산광역시 수영구 황령대로 521 (남천동)","48313","메가마트 남천점","20191202164623","U","2019-12-04 02:40:00.0","대형마트","392321.102334852","184041.758684038","대규모점포",
"356","대규모점포","08_25_01_P","3380000","2009338006207500001","20090626","","01","영업/정상","1","정상영업","","","","","051-757-7100","11001.87","","부산광역시 수영구 망미동 195번지 1호","부산광역시 수영구 구락로 137 (망미동, 코스트코홀세일 부산점)","48212","코스트코 홀세일 부산점","20151208125850","I","2018-08-31 23:59:59.0","대형마트","392622.306077375","188645.622106447","대규모점포",
"357","대규모점포","08_25_01_P","3380000","2004338001507500002","20040430","","02","휴업","2","휴업처리","","","","","051 608 6022","13931","","부산광역시 수영구 남천동 545-2호","","","메가마트 남천점","20070721104951","I","2018-08-31 23:59:59.0","대형마트","","","",
"358","대규모점포","08_25_01_P","3380000","2005338001507500001","20050118","","02","휴업","2","휴업처리","","","","","051624  964","5873.75","","부산광역시 수영구 남천동 호 556","","","(주)남천해변시장","20070721104951","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"359","대규모점포","08_25_01_P","3380000","2005338001507500002","20051223","","02","휴업","2","휴업처리","","","","","","19226.83","","부산광역시 수영구 남천동 545번지 2호","","","메가마트 남천점","20070721104951","I","2018-08-31 23:59:59.0","대형마트","392321.102334852","184041.758684038","",
"360","대규모점포","08_25_01_P","3380000","2011338006207500001","20110810","","03","폐업","3","폐업처리","20181115","","","","051)711-2206","685","","부산광역시 수영구 수영동 483번지 7호","부산광역시 수영구 구락로 61 (수영동)","48225","(주)지에스리테일 수영점","20181116155150","U","2018-11-18 02:37:31.0","구분없음","392819.056323176","187998.552610803","준대규모점포",
"361","대규모점포","08_25_01_P","3380000","2011338006207500002","20110907","","03","폐업","3","폐업처리","20160119","","","","051-756-5015","1739.1","613807","부산광역시 수영구 광안1동 491번지 1호","부산광역시 수영구 수영로 625 (광안동)","613807","홈플러스(주) 익스프레스 광안점","20160119142020","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","392508.316542961","186777.560618109","준대규모점포",
"362","대규모점포","08_25_01_P","3390000","2000339001507500002","19770512","","01","영업/정상","1","정상영업","","","","","051 3283917","113.6","","부산광역시 사상구 감전동 121번지 12호","부산광역시 사상구 새벽로168번길 21 (감전동)","617800","감전제일상가","20111214155251","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380765.119551746","185930.433662507","대규모점포",
"363","대규모점포","08_25_01_P","3390000","2000339001507500003","19780204","","01","영업/정상","1","정상영업","","","","","05103032127","78.4","","부산광역시 사상구 덕포동 422번지 16  호","부산광역시 사상구 사상로285번길 8-3 (덕포동)","617816","북부산시장","20111114155611","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380490.857056408","187518.082393732","대규모점포",
"364","대규모점포","08_25_01_P","3390000","2000339001507500007","19850329","","01","영업/정상","1","정상영업","","","","","005105591022","9331.32","617727","부산광역시 사상구 괘법동 533번지 1호","부산광역시 사상구 사상로 201 (괘법동)","617727","고려쇼핑센터","20141001164454","I","2018-08-31 23:59:59.0","복합쇼핑몰","380509.783073762","186704.067271617","대규모점포",
"365","대규모점포","08_25_01_P","3390000","2000339001507500008","19920618","","01","영업/정상","1","정상영업","","","","","051 3127400","4137.34","","부산광역시 사상구 모라동 1362호","부산광역시 사상구 백양대로 884 (모라동)","617822","우신상가","20160125135824","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381376.053716185","189006.221241803","대규모점포",
"366","대규모점포","08_25_01_P","3390000","2000339001507500009","19920901","","01","영업/정상","1","정상영업","","","","","051-312-7960","326.5","","부산광역시 사상구 학장동 167번지 3호","부산광역시 사상구 학감대로49번길 56 (학장동)","617842","구덕대림상가","20111114153217","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381506.552252139","183534.872535211","대규모점포",
"367","대규모점포","08_25_01_P","3390000","2000339001507500010","19941007","","01","영업/정상","1","정상영업","","","","","051 3236453","4856.96","","부산광역시 사상구 학장동 573번지 1호","부산광역시 사상구 대동로 98 (학장동)","617773","학장반도아파트상가","20190924174504","U","2019-09-26 02:40:00.0","그 밖의 대규모점포","380301.405896717","183841.243710243","대규모점포",
"368","대규모점포","08_25_01_P","3390000","2000339001507500011","19950629","","01","영업/정상","1","정상영업","","","","","051 3271150","957.7","","부산광역시 사상구 학장동 570번지 2호","부산광역시 사상구 학감대로 109-10 (학장동)","617841","(주)영해종합시장","20111114153413","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381107.436680001","184203.598938232","대규모점포",
"369","대규모점포","08_25_01_P","3390000","2000339001507500012","19970913","","01","영업/정상","1","정상영업","","","","","0513243913","14105.77","","부산광역시 사상구 감전동 152번지 2호","부산광역시 사상구 새벽로 131 (감전동)","617721","부산산업용재 유통상가","20170109095318","I","2018-08-31 23:59:59.0","복합쇼핑몰","380482.767624189","185582.274947583","대규모점포",
"370","대규모점포","08_25_01_P","3390000","2000339001507500013","19960920","","01","영업/정상","1","정상영업","","","","","005103248891","2746.95","617010","부산광역시 사상구 주례동 530번지 5호","부산광역시 사상구 주례로 101 (주례동)","617834","주례현대무지개 상가","20111114154845","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","382696.80654055","184731.028529187","대규모점포",
"371","대규모점포","08_25_01_P","3390000","2000339001507500014","19980407","","01","영업/정상","1","정상영업","","","","","005103234670","0","617831","부산광역시 사상구 엄궁동 642번지 3호","부산광역시 사상구 강변대로532번길 17-49 (엄궁동)","617831","부산광역시철강판매업협동조합","20111114151307","I","2018-08-31 23:59:59.0","전문점","379171.834448177","183495.894355047","대규모점포",
"372","대규모점포","08_25_01_P","3390000","2000339001507500016","19970905","","01","영업/정상","1","정상영업","","","","","005103101144","25321.54","","부산광역시 사상구 감전동 502번지 1호","부산광역시 사상구 낙동대로 910 (감전동)","617805","마트월드","20140709142950","I","2018-08-31 23:59:59.0","구분없음","379554.826788136","184301.128962735","대규모점포",
"373","대규모점포","08_25_01_P","3390000","2000339001507500017","19981010","","01","영업/정상","1","정상영업","","","","","051 3190900","57094.72","","부산광역시 사상구 괘법동 578호","부산광역시 사상구 괘감로 37 (괘법동)","617726","부산산업용품상 협동조합","20111114143430","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380291.656000926","186303.922053702","대규모점포",
"374","대규모점포","08_25_01_P","3390000","2000339001507500019","19990108","","01","영업/정상","1","정상영업","","","","","0513199168","10310","","부산광역시 사상구 괘법동 529번지 1   호","부산광역시 사상구 광장로 7 (괘법동)","617808","홈플러스(주)서부산점","20210610104125","U","2021-06-12 02:40:00.0","대형마트","380128.339808636","186803.363627811","대규모점포",
"375","대규모점포","08_25_01_P","3390000","2000339001507500021","20000125","","01","영업/정상","1","정상영업","","","","","051 3121500","42.96","","부산광역시 사상구 학장동 797번지 1   호","부산광역시 사상구 대동로 95 (학장동)","617846","성황리마트","20111114142828","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380187.188805154","183935.965594744","대규모점포",
"376","대규모점포","08_25_01_P","3390000","2004339001507500001","19950718","","01","영업/정상","1","정상영업","","","","","051 3114434","0","617831","부산광역시 사상구 엄궁동 642번지","부산광역시 사상구 강변대로 570 (엄궁동)","617831","관리단대표회의","20111114150201","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379121.358658945","183459.90043519","대규모점포",
"377","대규모점포","08_25_01_P","3390000","2005339001507500001","19990108","","01","영업/정상","1","정상영업","","","","","051 3195000","23091.56","","부산광역시 사상구 괘법동 529번지 1호","부산광역시 사상구 광장로 7 (괘법동)","617725","(주)르네시떼","20200224160227","U","2020-02-26 02:40:00.0","그 밖의 대규모점포","380128.339808636","186803.363627811","대규모점포",
"378","대규모점포","08_25_01_P","3390000","2005339001507500002","20050406","","01","영업/정상","1","정상영업","","","","","051 329 1053","17652","617808","부산광역시 사상구 괘법동 531번지 2호","부산광역시 사상구 광장로 17 (괘법동)","617808","(주)이마트 사상점","20200429181729","U","2020-05-01 02:40:00.0","대형마트","380225.635401772","186791.519406736","대규모점포",
"379","대규모점포","08_25_01_P","3390000","2005339001507500004","20050930","","01","영업/정상","1","정상영업","","","","","051 3221871","565.76","","부산광역시 사상구 주례동 55번지 139호","부산광역시 사상구 냉정로 120 (주례동)","617833","(주)미래도시(경동윈츠빌)","20111114142431","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","383394.643145604","185210.631075375","대규모점포",
"380","대규모점포","08_25_01_P","3390000","2011339008307500002","20110726","","01","영업/정상","1","정상영업","","","","","327-8811","745","617010","부산광역시 사상구 주례동 595번지 럭키종합상가 제18동 제지하층","부산광역시 사상구 가야대로284번길 2, 18동 지하층 (주례동, 럭키종합상가)","617834","(주)지에스리테일주례점","20160211143643","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","382436.349123865","185118.910557747","준대규모점포",
"381","대규모점포","08_25_01_P","3390000","2011339008307500003","20110726","","01","영업/정상","1","정상영업","","","","","0513266690","558","617832","부산광역시 사상구 주례2동 10번지 4호 엘지신주례아파트 상가동 제지하층 제1호","부산광역시 사상구 백양대로342번길 17, 상가동 지하1호 (주례동, 신주례엘지아파트)","617762","(주)지에스리테일신주례점","20191204105004","U","2019-12-06 02:40:00.0","구분없음","383384.19405997","185715.842995396","준대규모점포",
"382","대규모점포","08_25_01_P","3390000","2011339008307500004","20110921","","01","영업/정상","1","정상영업","","","","","051 326 5601","666.78","","부산광역시 사상구 학장동 573-1 학장반도보라타운 상가동 121호","부산광역시 사상구 대동로 94, 학장반도보라타운 상가동 121호 (학장동)","47051","롯데쇼핑(주) 롯데슈퍼부산학장점","20220502163403","U","2022-05-04 02:40:00.0","구분없음","380301.405896717","183841.243710243","준대규모점포",
"383","대규모점포","08_25_01_P","3390000","2006339001507500001","20060516","","01","영업/정상","1","정상영업","","","","","051 329 2500","14645","617830","부산광역시 사상구 엄궁동 690번지","부산광역시 사상구 낙동대로 733 (엄궁동)","617830","롯데쇼핑(주)롯데마트사상점","20220428100948","U","2022-04-30 02:40:00.0","대형마트","379352.805619145","182712.079140728","대규모점포",
"384","대규모점포","08_25_01_P","3390000","2011339008307500001","20110707","","01","영업/정상","1","정상영업","","","","","0513282862","1928","617081","부산광역시 사상구 모라1동 425번지 2호","부산광역시 사상구 모라로 116 (모라동)","617820","홈플러스(주)익스프레스모라점","20210610145817","U","2021-06-12 02:40:00.0","그 밖의 대규모점포","381395.589872007","189216.398760621","준대규모점포",
"385","대규모점포","08_25_01_P","3390000","2011339008307500005","20110921","","01","영업/정상","1","정상영업","","","","","051-325-8585","1230.24","617833","부산광역시 사상구 주례2동 55번지 139호","부산광역시 사상구 냉정로 120 (주례동)","617833","(주)농협유통 하나로마트 주례점","20220325093532","U","2022-03-27 02:40:00.0","구분없음","383394.643145604","185210.631075375","준대규모점포",
"386","대규모점포","08_25_01_P","3390000","2000339001507500004","19780504","","03","폐업","3","폐업처리","20050915","","","","051 3165043","95.2","","부산광역시 사상구 주례동 55번지 139 호","부산광역시 사상구 냉정로 120 (주례동)","","냉정시장","20070810180845","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","383394.643145604","185210.631075375","",
"387","대규모점포","08_25_01_P","3390000","2000339001507500020","19990528","","03","폐업","3","폐업처리","20030430","","","","0236680300","3506.93","","부산광역시 사상구 괘법동 531번지 2호","부산광역시 사상구 광장로 17 (괘법동)","","콘티코","20090220173559","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380225.635401772","186791.519406736","",
"388","대규모점포","08_25_01_P","3390000","2005339001507500003","20050406","","03","폐업","3","폐업처리","20191029","","","","051 310 1051","8306","617723","부산광역시 사상구 감전동 502번지 1호","부산광역시 사상구 낙동대로 910 (감전동)","617805","(주)이마트 서부산점","20200422161150","U","2020-04-24 02:40:00.0","대형마트","379554.826788136","184301.128962735","대규모점포",
"389","대규모점포","08_25_01_P","3390000","1995339001507500015","19950718","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 3114434","0","","부산광역시 사상구 엄궁동 642호  H 6","부산광역시 사상구 강변대로 570, H동 6호 (엄궁동)","","부산광역시건축자재판매업협동조합","20070810181953","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379121.358658945","183459.90043519","",
"390","대규모점포","08_25_01_P","3390000","1998339001507500017","19981010","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 3190900","0","","부산광역시 사상구 괘법동 578호","부산광역시 사상구 괘감로 37 (괘법동)","","부산산업용품상협동조합","20070810181557","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380291.656000926","186303.922053702","",
"391","대규모점포","08_25_01_P","3390000","2000339001507500001","19761118","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 3104472","0","","부산광역시 사상구 괘법동 550번지 2   호","부산광역시 사상구 사상로162번길 27 (괘법동)","","사상시장","20070810182918","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381035.353797712","186465.687264635","",
"392","대규모점포","08_25_01_P","3390000","2000339001507500005","19781114","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","05103021800","125","","부산광역시 사상구 모라동 647번지 7호","부산광역시 사상구 모라로51번길 42 (모라동)","","모라새시장","20070810180532","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381060.355224823","189805.487733274","",
"393","대규모점포","08_25_01_P","3390000","2000339001507500006","19801031","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 8989760","0","617010","부산광역시 사상구 주례동 1162번지 27호","부산광역시 사상구 학장로324번길 11 (주례동)","","주례종합시장","20070810180627","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","382232.319967059","185207.573770901","",
