"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"279","건설폐기물처리업","09_30_05_P","3390000","339000092199600071","19961004","","01","영업/정상","BBBB","영업","","","","","051-323-6168","","617030","부산광역시 사상구 감전동 501-18","부산광역시 사상구 낙동대로916번길 17 (감전동)","47029","(주)미천환경","20200907150438","U","2020-09-09 02:40:00.0","","379569.260465607","184395.420289461","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"280","건설폐기물처리업","09_30_05_P","3390000","339000092200300117","20030203","","01","영업/정상","BBBB","영업","","","","","3272727","","617050","부산광역시 사상구 감전동 504-5","부산광역시 사상구 낙동대로901번길 25-18 (감전동)","617805","부산리사이클링(주)","20210818130841","U","2021-08-20 02:40:00.0","","379312.623204831","184099.176407529","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"281","건설폐기물처리업","09_30_05_P","3390000","339000092199700011","19970814","","01","영업/정상","BBBB","영업","","","","","0513011655","","617080","부산광역시 사상구 모라동 275-17","부산광역시 사상구 사상로557번길 28 (모라동)","617819","금강산개발(주)","20201104143134","U","2020-11-06 02:40:00.0","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","300","",
"282","건설폐기물처리업","09_30_05_P","3390000","339000092200200102","20020814","","01","영업/정상","BBBB","영업","","","","","0513271333","","617030","부산광역시 사상구 엄궁동 141-21","부산광역시 사상구 낙동대로 665 (엄궁동)","617829","(주)호생환경","20220628154222","U","2022-06-30 02:40:00.0","","378937.311798492","182130.775973072","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"283","건설폐기물처리업","09_30_05_P","3390000","339000092199900052","20110105","","01","영업/정상","BBBB","영업","","","","","051- 710- 1440","","","부산광역시 사상구 감전동 502-1 마트월드 E315호","부산광역시 사상구 낙동대로 910, 마트월드 (감전동)","47029","호제환경산업(주)","20220623150004","U","2022-06-25 02:40:00.0","","379554.826788136","184301.128962735","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"284","건설폐기물처리업","09_30_05_P","3390000","339000092200700003","2007","","01","영업/정상","BBBB","영업","","","","","051-324-7288","","617050","부산광역시 사상구 감전동 147-18","부산광역시 사상구 장인로 15 (감전동)","617804","(주)풍영","20210429153450","U","2021-05-01 02:40:00.0","","379849.736018586","185785.105464051","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"285","건설폐기물처리업","09_30_05_P","3390000","339000092200800001","20080122","","01","영업/정상","BBBB","영업","","","","","","","617721","부산광역시 사상구 감전동 152-2번지","부산광역시 사상구 새벽로 131 (감전동)","617721","(주)시앤이산업","20131230171011","I","2018-08-31 23:59:59.0","","380482.767624189","185582.274947583","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"286","건설폐기물처리업","09_30_05_P","3390000","339000092200800002","20100202","","01","영업/정상","BBBB","영업","","","","","0513127991","","617843","부산광역시 사상구 학장동 717-2","부산광역시 사상구 새벽로77번길 88 (학장동)","617843","포모나건설환경(주)","20220421165910","U","2022-04-23 02:40:00.0","","380123.182432021","185192.725807929","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"287","건설폐기물처리업","09_30_05_P","3390000","339000092200800007","20081218","","01","영업/정상","BBBB","영업","","","","","051-317-0371","","617804","부산광역시 사상구 감전동 147-18","부산광역시 사상구 낙동대로1062번길 17 (감전동)","617804","(주)동아에너지","20220318104134","U","2022-03-20 02:40:00.0","","379849.736018586","185785.105464051","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"288","건설폐기물처리업","09_30_05_P","3390000","339000092200900001","20090128","","01","영업/정상","BBBB","영업","","","","","051-317-0371","","617804","부산광역시 사상구 감전동 147-18","부산광역시 사상구 낙동대로1062번길 17 (감전동)","617804","(주)동아에너지","20220318104134","U","2022-03-20 02:40:00.0","","379849.736018586","185785.105464051","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"289","건설폐기물처리업","09_30_05_P","3390000","339000092200900002","20090528","","01","영업/정상","BBBB","영업","","","","","051-317-3750","","617030","부산광역시 사상구 엄궁동 141-26","부산광역시 사상구 낙동대로 671 (엄궁동)","617829","에코포스트(주)","20211102140000","U","2021-11-04 02:40:00.0","","378985.340229321","182170.678089339","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"290","건설폐기물처리업","09_30_05_P","3390000","339000092201000003","20170512","","01","영업/정상","BBBB","영업","","","","","","","617050","부산광역시 사상구 감전동 173-31번지","부산광역시 사상구 장인로 15 (감전동)","","(주)풍영","20170512151058","I","2018-08-31 23:59:59.0","","379585.600736543","184601.704143286","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"291","건설폐기물처리업","09_30_05_P","3390000","339000092200000005","20000807","","01","영업/정상","BBBB","영업","","","","","051-313-0381","","617030","부산광역시 사상구 엄궁동 141-1","부산광역시 사상구 하신번영로 460 (엄궁동)","617030","주식회사 삼정환경산업","20211203174308","U","2021-12-05 02:40:00.0","","378839.495160726","182011.999470369","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","6464","",
"292","건설폐기물처리업","09_30_05_P","3400000","340000092201400001","20150709","","02","휴업","1","휴업","","20150707","","","0517246346","","","부산광역시 기장군 기장읍 청강리 174-2번지 지수종합건설","부산광역시 기장군 기장읍 청강로85번길 6","46080","지수종합건설(주)","20171120164604","I","2018-08-31 23:59:59.0","","402169.503589912","195603.019158176","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"293","건설폐기물처리업","09_30_05_P","3400000","340000092200800002","20170530","","02","휴업","1","휴업","","20170601","","","941-2512","","619951","부산광역시 기장군 장안읍 오리 156-2번지","부산광역시 기장군 장안읍 한골길 277","619951","(주)성도기업","20180528170609","I","2018-08-31 23:59:59.0","","405551.209138678","209851.101446622","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","450","",
"294","건설폐기물처리업","09_30_05_P","3400000","340000092200900005","20140310","","03","폐업","2","폐업","20140310","","","","051-727-6943","","","부산광역시 기장군 정관읍 예림리 203-9","부산광역시 기장군 정관면 산단7로 92-37","619961","주식회사 성화그린","20220127171321","U","2022-01-29 02:40:00.0","","401257.89485298","204394.853101269","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"295","건설폐기물처리업","09_30_05_P","3400000","340000092201800002","20211103","","03","폐업","2","폐업","20211103","","","","0513257636","","","부산광역시 사하구 구평동 388-5","부산광역시 사하구 구평로16번길 67 (구평동)","49454","(주)신대양","20211103132328","U","2021-11-05 02:40:00.0","","381722.039168616","176707.343737259","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"296","건설폐기물처리업","09_30_05_P","3400000","340000092200300001","20031014","","03","폐업","2","폐업","20140304","","","","0517271823","","","부산광역시 기장군 정관읍 예림리 347-2","부산광역시 기장군 정관면 정관로 923-58, 정관트윈타워브릿지 A동 401호","46023","(주)대양디앤씨","20220512132255","U","2022-05-14 02:40:00.0","","401232.95502900000","205631.89081600000","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","203688","",
"297","건설폐기물처리업","09_30_05_P","3400000","340000092200900003","20090630","","03","폐업","2","폐업","20131231","","","","","","619901","부산광역시 기장군 기장읍 교리 65번지 문화그린 상가 303호","부산광역시 기장군 기장읍 차성로417번길 21,  303호 (문화그린 상가)","","부경리싸이클링(주)","20110502091010","I","2018-08-31 23:59:59.0","","401522.600193559","197466.438716122","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","","",
"298","건설폐기물처리업","09_30_05_P","3400000","340000092200700001","20111227","","03","폐업","2","폐업","20111227","","","","","","","","부산광역시 사하구 감천항로190번길 31 (구평동)","604817","(주)용흥산업","20120206150323","I","2018-08-31 23:59:59.0","","381353.815459204","177169.419401227","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"299","건설폐기물처리업","09_30_05_P","3400000","340000092201100007","20130419","","03","폐업","2","폐업","20130419","","","","724-4521","","619906","부산광역시 기장군 기장읍 청강리 708-2번지","부산광역시 기장군 기장읍 대청로72번길 29","619906","(주)부영자원산업","20140303163937","I","2018-08-31 23:59:59.0","","401654.448837686","194976.893860177","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"300","건설폐기물처리업","09_30_05_P","3400000","340000092201100010","20111212","","03","폐업","2","폐업","20111213","","","","728-7510","","619963","부산광역시 기장군 정관읍 용수리 641-1번지","부산광역시 기장군 정관면 용수1길 34-4","","(주)백운토건","20111212200928","I","2018-08-31 23:59:59.0","","397526.718528571","205541.016032793","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1","",
"301","건설폐기물처리업","09_30_05_P","3400000","340000092201200001","20120516","","03","폐업","2","폐업","20120516","","","","","","619901","부산광역시 기장군 기장읍 교리 14-5번지","부산광역시 기장군 기장읍 차성로441번길 7","","자연환경개발","20120516173039","I","2018-08-31 23:59:59.0","","401826.181310319","197370.623923631","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1","",
"302","건설폐기물처리업","09_30_05_P","3400000","340000092200700004","20120102","","03","폐업","2","폐업","20120102","","","","0517224506","","","","부산광역시 기장군 철마면 사등길 32","619871","(주)부산도시리사이클링","20150602194840","I","2018-08-31 23:59:59.0","","396813.440765814","195415.352529854","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"303","건설폐기물처리업","09_30_05_P","3400000","340000092200700005","20070807","","03","폐업","2","폐업","20131231","","","","0517244521","","","","부산광역시 기장군 기장읍 대청로72번길 29","619906","(주)정도산업개발","20131227173957","I","2018-08-31 23:59:59.0","","401669.212203364","194945.044446103","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"304","건설폐기물처리업","09_30_05_P","3400000","340000092200700006","20111209","","03","폐업","2","폐업","20111209","","","","7218801","","619906","부산광역시 기장군 기장읍 청강리 117-24번지","부산광역시 기장군 기장읍 기장대로 482","","자암산업개발(주)","20111209160206","I","2018-08-31 23:59:59.0","","401976.015478579","195458.371853442","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"305","건설폐기물처리업","09_30_05_P","3400000","340000092200800003","20080116","","03","폐업","2","폐업","20131231","","","","","","619913","부산광역시 기장군 일광면 이천리 345번지","부산광역시 기장군 일광면 이천길 65","619913","(유)대한환경","20131227163322","I","2018-08-31 23:59:59.0","","403758.915671676","198494.384460124","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"306","건설폐기물처리업","09_30_05_P","3400000","340000092200800005","20120614","","03","폐업","2","폐업","20120614","","","","","","619912","부산광역시 기장군 일광면 삼성리 35-4번지","부산광역시 기장군 일광면 삼성3길 45","","(주)태용","20120614175146","I","2018-08-31 23:59:59.0","","403277.28877757","198493.866998162","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"307","건설폐기물처리업","09_30_05_P","3400000","340000092201200003","20120601","","03","폐업","2","폐업","20120601","","","","","","619961","부산광역시 기장군 정관읍 예림리 314번지","","","정관환경개발","20120601174114","I","2018-08-31 23:59:59.0","","401262.33993548","205087.038062702","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"308","건설폐기물처리업","09_30_05_P","3400000","340000092201200006","20120802","","03","폐업","2","폐업","20131231","","","","051-724-1851","","","","부산광역시 기장군 기장읍 기장대로413번길 2","619906","진주환경","20140228165839","I","2018-08-31 23:59:59.0","","401628.470536121","194895.07747563","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1","",
"309","건설폐기물처리업","09_30_05_P","3400000","340000092202000003","20211223","","03","폐업","2","폐업","20211223","","","","0517270004","","","부산광역시 기장군 정관읍 예림리 101 한신전기","부산광역시 기장군 정관읍 정관로 949-3, 한신전기","46020","(주)지스틸","20211223113142","U","2021-12-25 02:40:00.0","","401345.014158207","205137.831664733","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"310","건설폐기물처리업","09_30_05_P","3400000","340000092201200002","20181204","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","704-7281","","","","부산광역시 기장군 정관면 정관로 819-15","619961","하나자원","20181204174555","U","2018-12-06 02:40:00.0","","400198.20530600000","205371.51034500000","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"311","건설폐기물처리업","09_30_05_P","3400000","340000092201900002","20190812","","01","영업/정상","BBBB","영업","","","","","0512936595","","604030","부산광역시 사하구 하단동 1157-7번지","부산광역시 기장군 장안읍 좌천로 109, 203호","46033","두승산업(주)","20200421140251","U","2020-04-23 02:40:00.0","","378649.61250949","181651.976286336","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"312","건설폐기물처리업","09_30_05_P","3400000","340000092201900001","20190812","","01","영업/정상","BBBB","영업","","","","","051-721-8850","","","부산광역시 기장군 일광면 용천리 93-11","부산광역시 기장군 일광면 화용길 207","46046","(주)동진개발","20210705142503","U","2021-07-07 02:40:00.0","","401163.267587784","200771.193831009","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"313","건설폐기물처리업","09_30_05_P","3400000","340000092202000001","20200121","","01","영업/정상","BBBB","영업","","","","","0517216669","","","부산광역시 기장군 철마면 고촌리 산 70-1","부산광역시 기장군 철마면 사등길 50-202","46051","(주)새환경","20220516095456","U","2022-05-18 02:40:00.0","","397008.990785205","196555.413277927","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"314","건설폐기물처리업","09_30_05_P","3400000","340000092200800008","20080401","","01","영업/정상","BBBB","영업","","","","","051-312-2016","","","부산광역시 기장군 정관읍 용수리 1297-12","부산광역시 기장군 정관읍 가동3로 44, 101호","46013","이솔환경주식회사","20220525102945","U","2022-05-27 02:40:00.0","","398236.623601226","205192.910923187","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"315","건설폐기물처리업","09_30_05_P","3400000","340000092200900006","20091113","","01","영업/정상","BBBB","영업","","","","","7283566","","619961","부산광역시 기장군 정관읍 예림리 834","부산광역시 기장군 정관면 예림1로 1","","(주)비엔비환경","20211223113719","U","2021-12-25 02:40:00.0","","400160.564321275","204979.635791641","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","562","",
"316","건설폐기물처리업","09_30_05_P","3400000","340000092200500001","20050128","","01","영업/정상","BBBB","영업","","","","","0517271823","","","부산광역시 기장군 정관읍 예림리 347-2","부산광역시 기장군 정관면 정관로 923-58, 정관트윈타워브릿지 A동 401호","46023","(주)대양디앤씨","20220512132255","U","2022-05-14 02:40:00.0","","401232.95502900000","205631.89081600000","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","20368","",
"317","건설폐기물처리업","09_30_05_P","3400000","340000092200500002","20050128","","01","영업/정상","BBBB","영업","","","","","0517271823","","","부산광역시 기장군 정관읍 예림리 347-2","부산광역시 기장군 정관면 정관로 923-58, 정관트윈타워브릿지 A동 401호","46023","(주)대양디앤씨","20220512132255","U","2022-05-14 02:40:00.0","","401232.95502900000","205631.89081600000","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","20368.8","",
"318","건설폐기물처리업","09_30_05_P","3400000","340000092201500001","20150205","","01","영업/정상","BBBB","영업","","","","","727-6943","","","","부산광역시 기장군 정관면 산단7로 92-37","619961","(주)성화그린","20190911094415","U","2019-09-13 02:40:00.0","","401304.36786000000","204711.31566400000","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"319","건설폐기물처리업","09_30_05_P","3400000","340000092201600001","20170302","","01","영업/정상","BBBB","영업","","","","","0517276940","","","부산광역시 기장군 정관읍 예림리 203-2","부산광역시 기장군 정관읍 산단7로 92-51","46026","(주)운종기업","20220302152754","U","2022-03-04 02:40:00.0","","401252.176076734","204255.329843407","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"320","건설폐기물처리업","09_30_05_P","3400000","340000092200800006","20220307","","01","영업/정상","BBBB","영업","","","","","051-741-6699","","","부산광역시 기장군 장안읍 반룡리 227-5","부산광역시 기장군 장안읍 고무로 129","46031","주식회사 조은씨앤이","20220411164252","U","2022-04-13 02:40:00.0","","406174.5480396","207206.781336235","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"321","건설폐기물처리업","09_30_05_P","3400000","340000092200800007","20081212","","01","영업/정상","BBBB","영업","","","","","7221231","","","부산광역시 기장군 기장읍 서부리 372","부산광역시 기장군 기장읍 배산로 22","46027","미래산업","20220215111954","U","2022-02-17 02:40:00.0","","400961.458671081","196992.63508615","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","225","",
"322","건설폐기물처리업","09_30_05_P","3400000","340000092200900002","20150710","","01","영업/정상","BBBB","영업","","","","","051-727-4515","","619951","","부산광역시 기장군 장안읍 오리길 374-25","46031","(주)진보기업","20170817175818","I","2018-08-31 23:59:59.0","","406858.099098331","207595.887833263","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","750","",
"323","건설폐기물처리업","09_30_05_P","3400000","340000092201000001","20100705","","01","영업/정상","BBBB","영업","","","","","0519413445","","","부산광역시 기장군 정관읍 예림리 184-1","부산광역시 기장군 정관면 산단로 632-78","","대성환경산업","20210512143922","U","2021-05-14 02:40:00.0","","401495.056957219","204556.229932024","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","990","",
"324","건설폐기물처리업","09_30_05_P","3400000","340000092201100001","20110228","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 기장군 정관읍 매학리 397-14","부산광역시 기장군 정관읍 정관상곡2길 59-10","46018","(주)신도시환경","20211222120129","U","2021-12-24 02:40:00.0","","397098.740333702","204621.600666515","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","300","",
"325","건설폐기물처리업","09_30_05_P","3400000","340000093201700002","20170224","","01","영업/정상","BBBB","영업","","","","","051-723-4770","","","","부산광역시 부산진구 신천대로 156 (당감동)","47261","부산도시공사","20170802172750","I","2018-08-31 23:59:59.0","","386873.531575896","186010.037100477","건설폐기물처리업사업계획(허가)신청","","","","","",
"326","건설폐기물처리업","09_30_05_P","3400000","340000092201100003","20090716","","01","영업/정상","BBBB","영업","","","","","051-727-7228","","619953","부산광역시 기장군 장안읍 좌동리 49-6","부산광역시 기장군 장안읍 기장대로 1561-66","","(주)두승","20220414091517","U","2022-04-16 02:40:00.0","","403893.32984136","205765.522103629","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"327","건설폐기물처리업","09_30_05_P","3400000","340000092201100004","20110823","","01","영업/정상","BBBB","영업","","","","","051-727-7228","","619953","부산광역시 기장군 장안읍 좌동리 49-6","부산광역시 기장군 장안읍 기장대로 1561-66","","(주)두승","20220414091517","U","2022-04-16 02:40:00.0","","403893.32984136","205765.522103629","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","19040","",
"328","건설폐기물처리업","09_30_05_P","3400000","340000092201100005","20110520","","01","영업/정상","BBBB","영업","","","","","7286944","","","부산광역시 기장군 정관읍 달산리 936-2","부산광역시 기장군 정관읍 산단1로 52 (쓰레기처리시설)","46027","운종청룡","20210423173256","U","2021-04-25 02:40:00.0","","397873.437220185","203726.801346777","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"329","건설폐기물처리업","09_30_05_P","3400000","340000092201100006","20110525","","01","영업/정상","BBBB","영업","","","","","","","","","부산광역시 기장군 기장읍 차성동로154번길 15","619901","한빛건설(주)","20160115094548","I","2018-08-31 23:59:59.0","","401925.29098500000","197278.98826300000","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"330","건설폐기물처리업","09_30_05_P","3400000","340000092201100008","20110623","","01","영업/정상","BBBB","영업","","","","","7221231","","","부산광역시 기장군 기장읍 서부리 372","부산광역시 기장군 기장읍 배산로 22","46027","미래산업","20220215111954","U","2022-02-17 02:40:00.0","","400961.458671081","196992.63508615","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","268","",
"331","건설폐기물처리업","09_30_05_P","3400000","340000092200900004","20210723","","01","영업/정상","BBBB","영업","","","","","7271818","","619962","부산광역시 기장군 정관읍 모전리 산 111-5","부산광역시 기장군 정관읍 양수길 55-12","46006","(주)부산환경","20210723131845","U","2021-07-25 02:40:00.0","","396199.580811946","205526.940124255","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"332","건설폐기물처리업","09_30_05_P","3400000","340000092201100009","20110905","","01","영업/정상","BBBB","영업","","","","","7221231","","619905","부산광역시 기장군 기장읍 서부리 372번지","부산광역시 기장군 기장읍 배산로 22","","미래산업","20180626104213","I","2018-08-31 23:59:59.0","","400961.458671081","196992.63508615","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"333","건설폐기물처리업","09_30_05_P","3400000","340000031201200018","20120515","","01","영업/정상","BBBB","영업","","","","","7281886","","null","부산광역시 기장군 정관읍 예림리 203-9번지","부산광역시 기장군 정관면 산단7로 92-37","619961","삼호ENT(주)","20120814095444","I","2018-08-31 23:59:59.0","","401257.89485298","204394.853101269","건설폐기물처리업사업계획(허가)신청","","","","","",
"334","건설폐기물처리업","09_30_05_P","3400000","340000092200700002","20010605","","01","영업/정상","BBBB","영업","","","","","0517211370","","619901","부산광역시 기장군 기장읍 교리 349-8","부산광역시 기장군 기장읍 차성동로154번길 12","619901","동부기업","20210730090715","U","2021-08-01 02:40:00.0","","401839.890711536","196930.261206229","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"335","건설폐기물처리업","09_30_05_P","3400000","340000092200700010","20031014","","01","영업/정상","BBBB","영업","","","","","0517271823","","","부산광역시 기장군 정관읍 예림리 347-2","부산광역시 기장군 정관면 정관로 923-58, 정관트윈타워브릿지 A동 401호","46023","(주)대양디앤씨","20220512132255","U","2022-05-14 02:40:00.0","","401232.95502900000","205631.89081600000","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"336","건설폐기물처리업","09_30_05_P","3400000","340000092200800001","20191024","","01","영업/정상","BBBB","영업","","","","","722-1150","","","부산광역시 기장군 기장읍 청강리 16-5 대륙자원","부산광역시 기장군 기장읍 기장대로 533-34, 대륙자원","46064","(주)청송환경","20220111090639","U","2022-01-13 02:40:00.0","","402026.783850946","195953.894263041","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"337","건설폐기물처리업","09_30_05_P","3400000","340000092200800004","20111206","","01","영업/정상","BBBB","영업","","","","","051-727-6943","","619961","부산광역시 기장군 정관읍 예림리 203-9","부산광역시 기장군 정관면 산단7로 92-37","619961","(주)성화그린","20211103132449","U","2021-11-05 02:40:00.0","","401257.89485298","204394.853101269","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","13248","",
"338","건설폐기물처리업","09_30_05_P","3400000","340000092201200004","20151230","","01","영업/정상","BBBB","영업","","","","","051-264-0358","","619871","부산광역시 기장군 철마면 고촌리 400-3번지 일원","","","서봉리사이클링(주)","20151230153228","I","2018-08-31 23:59:59.0","","396882.692914493","196331.209536893","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","","",
"339","건설폐기물처리업","09_30_05_P","3400000","340000092201200005","20160212","","01","영업/정상","BBBB","영업","","","","","723-2791","","","부산광역시 기장군 기장읍 청강리 708-7","부산광역시 기장군 기장읍 기장대로413번길 2 (세진환경)","46072","진주환경","20220307113607","U","2022-03-10 02:40:00.0","","401628.470536121","194895.07747563","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"340","건설폐기물처리업","09_30_05_P","3400000","340000092201300001","20130604","","01","영업/정상","BBBB","영업","","","","","728-2890","","604815","부산광역시 기장군 정관읍 매학리 511-2","부산광역시 기장군 정관읍 정관상곡1길 27-35","46018","푸른이앤지(주)","20220629091154","U","2022-07-01 02:40:00.0","","397062.33358491","204110.602318456","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"341","건설폐기물처리업","09_30_05_P","3400000","340000092201700001","20170621","","01","영업/정상","BBBB","영업","","","","","051-311-8989","","","","부산광역시 기장군 정관읍 산단로 632-78 ((주)한그린텍)","46026","동은환경산업","20170621104723","I","2018-08-31 23:59:59.0","","401605.12299300000","204869.27884800000","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"342","건설폐기물처리업","09_30_05_P","3400000","340000092201800001","20180129","","01","영업/정상","BBBB","영업","","","","","727-2106","","","부산광역시 기장군 일광면 화전리 93-1번지","부산광역시 기장군 일광면 기장대로 984","46041","(주)와이지 산업 개발","20180404170421","I","2018-08-31 23:59:59.0","","403123.961701308","200264.258253539","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"343","건설폐기물처리업","09_30_05_P","3400000","340000092202000002","20201015","","01","영업/정상","BBBB","영업","","","","","051-728-2222","","619953","부산광역시 기장군 장안읍 용소리 248-1","부산광역시 기장군 장안읍 기장대로 1665-39","619953","(주)무한자원","20220621095349","U","2022-06-23 02:40:00.0","","404240.894431611","206936.64279115","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
