"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자산규모","부채총액","자본금","판매방식명",
"82","방문판매업","08_26_02_P","3250000","2015325008323200003","20150902","","03","폐업","03","폐업처리","20190510","","","","051-441-3312","","","","부산광역시 중구 대교로 ***, *,*층 (중앙동*가, 씨제이대한통운빌딩)","48943","르노삼성자동차중앙대리점","20190510164607","U","2019-05-12 02:40:00.0","","385699.91852641","179869.356251063","5572000000","0","50000000","",
"83","방문판매업","08_26_02_P","3250000","2016325008323200001","20160113","","03","폐업","03","폐업처리","20171114","","","","051-988-9211","","","","부산광역시 중구 대청로***번길 *-*, ***호 (중앙동*가)","48956","하하중구 주식회사","20171114152158","I","2018-08-31 23:59:59.0","","385497.646984681","180032.715390475","40000000","0","40000000","",
"84","방문판매업","08_26_02_P","3250000","2019325013323200002","20190513","","03","폐업","03","폐업처리","20200611","","","","","","","부산광역시 중구 대창동*가 **번지 *호","부산광역시 중구 중앙대로 ***, 성림빌딩 *층 ***호 (대창동*가)","48924","네츄럴 컴퍼니","20200615160204","U","2020-06-17 02:40:00.0","","385660.958071263","180904.603426922","","","","",
"85","방문판매업","08_26_02_P","3250000","2017325008323200004","20170905","","03","폐업","03","폐업처리","20200304","","","","","","","","부산광역시 중구 흑교로**번길 **, ***호 (보수동*가, 신보수아파트)","48965","엠케이(MK)상사","20200306092649","U","2020-03-08 02:40:00.0","","384340.540488916","180222.738031633","","","","",
"86","방문판매업","08_26_02_P","3250000","2018325008323200003","20180403","","03","폐업","03","폐업처리","20181101","","","","051-442-0009","","","부산광역시 중구 중앙동*가 **번지 *호","부산광역시 중구 중앙대로 ***, 송남빌딩 *층 (중앙동*가)","48934","쌍용자동차연산판매 (주)부산중앙대리점","20181102082529","U","2018-11-04 02:36:12.0","","385770.249057193","181062.506282925","626567857","512131912","114435945","",
"87","방문판매업","08_26_02_P","3250000","2019325013323200004","20190730","","03","폐업","03","폐업처리","20200929","","","","051-231-2560","","","부산광역시 중구 보수동*가 **번지 *호","부산광역시 중구 대청로**번길 ** (보수동*가)","48962","꽃피는얼굴(인셀덤보수대리점)","20201005165943","U","2020-10-07 02:40:00.0","","384599.600694779","180240.925982335","","","","",
"88","방문판매업","08_26_02_P","3250000","2002325005923200016","20021016","","03","폐업","03","폐업처리","20201130","","","","051 242 3292","","","","부산광역시 중구 구덕로 **, *층 (남포동*가)","600044","생그린 남포동지사","20201201163354","U","2020-12-03 02:40:00.0","","385158.706867571","179528.57694394","","","","",
"89","방문판매업","08_26_02_P","3250000","2017325008323200005","20161019","","03","폐업","03","폐업처리","20181130","","","","051-254-0100","","","부산광역시 중구 중앙동*가 **번지 *호","부산광역시 중구 충장대로*번길 **, *층 (중앙동*가)","48934","서진정보통신","20181130161038","U","2018-12-02 02:40:00.0","","385811.634937345","180996.883871158","","","","",
"90","방문판매업","08_26_02_P","3250000","2002325005923200111","20021016","","03","폐업","03","폐업처리","20110916","","","","051 254 2205","","600809","부산광역시 중구 부평동*가 **번지","부산광역시 중구 흑교로 * (부평동*가)","","아모레남부산특약점","20110916092402","I","2018-08-31 23:59:59.0","","384545.802299262","179754.942453097","","","","",
"91","방문판매업","08_26_02_P","3250000","2002325005923200130","20030709","","03","폐업","03","폐업처리","20100208","","","","051 244 4457","","600074","부산광역시 중구 부평동*가 **번지 향원부평타워 ****호","부산광역시 중구 대청로 **, ****호 (부평동*가,향원부평타워)","","건강사랑","20100209092040","I","2018-08-31 23:59:59.0","","384310.556055481","180078.059880051","","","","",
"92","방문판매업","08_26_02_P","3250000","2018325008323200005","20180406","","03","폐업","03","폐업처리","20211029","","","","","","","부산광역시 중구 동광동*가 **번지 **호","부산광역시 중구 동광길 **, *층 (동광동*가)","48932","중구 녹즙","20211101093253","U","2021-11-03 02:40:00.0","","385415.404043591","180186.17367053","0","0","0","",
"93","방문판매업","08_26_02_P","3250000","2018325008323200006","20180820","","03","폐업","03","폐업처리","20200615","","","","","","","부산광역시 중구 부평동*가 **번지 **호","부산광역시 중구 보수대로 **, 문화빌딩 *층 (부평동*가)","48980","온누리 헬스케어","20200615160252","U","2020-06-17 02:40:00.0","","384599.803938247","179615.069590951","","","","",
"94","방문판매업","08_26_02_P","3250000","2019325013323200005","20190830","","03","폐업","03","폐업처리","20200831","","","","","","","부산광역시 중구 남포동*가 ***번지 *호","부산광역시 중구 자갈치로**번길 *, *층 (남포동*가)","48982","에스케이건강(SK건강)","20200831175644","U","2020-09-02 02:40:00.0","","384689.415583082","179395.986370534","","","","",
"95","방문판매업","08_26_02_P","3250000","2019325013323200006","20191108","","03","폐업","03","폐업처리","20211207","","","","1522-8260","","","부산광역시 중구 중앙동*가 **번지 *호","부산광역시 중구 대청로 ***, *층 **호 (중앙동*가)","48931","주식회사 로운컴퍼니","20211209093756","U","2021-12-11 02:40:00.0","","385463.118213998","180123.108147913","3110631","0","3110631","",
"96","방문판매업","08_26_02_P","3250000","2022325014523200001","20220106","","03","폐업","03","폐업처리","20220404","","","","051-442-3432","","","부산광역시 중구 대창동*가 **-**","부산광역시 중구 중앙대로 ***, *층 (대창동*가)","48924","에이치케이(HK)","20220331111531","U","2022-04-02 02:40:00.0","","385592.043199709","180697.808361834","0","0","0","",
"97","방문판매업","08_26_02_P","3250000","2020325014523200007","20200707","","03","폐업","03","폐업처리","20200831","","","","","","","부산광역시 중구 부평동*가 *-*","부산광역시 중구 대청로 **-*, 미화빌딩 *층 (부평동*가)","48978","새생명힐링센터","20200831175722","U","2020-09-02 02:40:00.0","","384804.049461616","180075.205770295","","","","",
"98","방문판매업","08_26_02_P","3250000","2020325014523200005","20200629","","03","폐업","03","폐업처리","20200821","","","","051-527-9237","","","부산광역시 중구 부평동*가 **-**","부산광역시 중구 보수대로 **, 문화빌딩 *층 (부평동*가)","48980","온누리 헬스케어","20200825103202","U","2020-08-27 02:40:00.0","","384599.803938247","179615.069590951","","","","",
"99","방문판매업","08_26_02_P","3250000","2020325014523200008","20200813","","03","폐업","03","폐업처리","20200820","","","","051-242-4575","","","부산광역시 중구 남포동*가 **-*","부산광역시 중구 자갈치로**번길 *, *층 (남포동*가)","48983","나비엘 충무갤러리","20200820173653","U","2020-08-22 02:40:00.0","","384963.258327668","179509.824561056","","","","",
"100","방문판매업","08_26_02_P","3250000","2021325014523200003","20210415","","03","폐업","03","폐업처리","20220226","","","","","","","부산광역시 중구 중앙동*가 **-*","부산광역시 중구 충장대로*번길 **-*, ***호 (중앙동*가)","48937","주식회사 보우정보","20220225163859","U","2022-02-27 02:40:00.0","","385737.128797598","180747.48756571","50000000","0","50000000","",
"101","방문판매업","08_26_02_P","3250000","2018325008323200008","20181126","","03","폐업","03","폐업처리","20191108","","","","","","","부산광역시 중구 부평동*가 **번지 *호","부산광역시 중구 보수대로 **-*, *층 (부평동*가)","48980","아이쿡","20191115114836","U","2019-11-19 02:40:00.0","","384617.131962048","179590.603167846","","","","",
"102","방문판매업","08_26_02_P","3250000","2008325005923200006","20080428","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 462 9289","","600723","부산광역시 중구 중앙동*가 **번지 **호 정석빌딩 ***호","부산광역시 중구 중앙대로 **, ***호 (중앙동*가,정석빌딩)","","남영","20100510174228","I","2018-08-31 23:59:59.0","","385616.660201449","180406.241287734","","","","",
"103","방문판매업","08_26_02_P","3250000","2008325006923200002","20080826","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","0514415777","","600800","부산광역시 중구 대청동*가 **번지 *호 새들맨션 B동 ***호","","","복강상사","20130729090629","I","2018-08-31 23:59:59.0","","384987.199363072","180307.391607492","","","","",
"104","방문판매업","08_26_02_P","3250000","2008325006923200004","20080829","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","600112","부산광역시 중구 영주동 ***번지 **호","부산광역시 중구 영주로 **-* (영주동)","","명품관","20110607133916","I","2018-08-31 23:59:59.0","","385149.112063323","180810.8149942","","","","",
"105","방문판매업","08_26_02_P","3250000","2004325005923200145","20040413","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 463 1236","","","중앙동*가 **-* 범우빌딩 ***호","","","새벽녹즙","20100510174827","I","2018-08-31 23:59:59.0","","","","","","","",
"106","방문판매업","08_26_02_P","3250000","2004325005923200150","20041012","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 463 7851","","","중앙동*가 **-**","","","동아일보부산경남지사","20130729090752","I","2018-08-31 23:59:59.0","","","","","","","",
"107","방문판매업","08_26_02_P","3250000","2004325005923200151","20041027","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 468 5881","","","중앙동*가 * 유신빌딩 *층","","","아모레중부특약점","20120829135931","I","2018-08-31 23:59:59.0","","","","","","","",
"108","방문판매업","08_26_02_P","3250000","2005325005923200159","20050427","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 441 6503","","","중앙동*가 **","","","월드짱머니사이버교실","20100510174733","I","2018-08-31 23:59:59.0","","","","","","","",
"109","방문판매업","08_26_02_P","3250000","2005325005923200161","20050804","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 861 4593","","","중앙동*가 **-**","","","엠플러스지","20100510175224","I","2018-08-31 23:59:59.0","","","","","","","",
"110","방문판매업","08_26_02_P","3250000","2006325005923200170","20060526","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 256 7935","","","신창동 *가 *-* 구 유나백화점*층","","","㈜재팬뷰티코리아","20100510174600","I","2018-08-31 23:59:59.0","","","","100000000","0","100000000","",
"111","방문판매업","08_26_02_P","3250000","2006325005923200177","20061228","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","11111111","","","남포동 *가 ***-*  하버타워***","","","그린유통","20120829135906","I","2018-08-31 23:59:59.0","","","","","","","",
"112","방문판매업","08_26_02_P","3250000","2007325005923200180","20070419","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 468 0983","","","중앙동*가 **-*  *동***-***호","","","지엔비휘트니스","20100510174517","I","2018-08-31 23:59:59.0","","","","","","","",
"113","방문판매업","08_26_02_P","3250000","2007325005923200181","20070507","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","051 241 1744","","600074","부산광역시 중구 부평동*가 **번지 *호 골든시티타워 ****호","부산광역시 중구 보수대로 **, ****호 (부평동*가,골든시티타워)","","그린투어여행사","20100510174341","I","2018-08-31 23:59:59.0","","384249.201710589","180080.172971726","","","","",
