"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자본금","거래처",
"89","석유판매업","09_28_08_P","3270000","1995327001401500004","19951010","","03","폐업","03","폐지","","","","","051 4674197","","","부산광역시 동구 초량동 667-2","부산광역시 동구 홍곡로 7-1  (초량동)","","진남상사","20060119000000","I","2018-08-31 23:59:59.0","용제판매소","385769.062760259","182089.406841449","","",
"90","석유판매업","09_28_08_P","3270000","1981327001401200008","19810321","","03","폐업","03","폐지","20090827","","","","051 645 8537","","","부산광역시 동구 좌천동 68-111 10통2반","부산광역시 동구 성남로47번길 24  (좌천동)","","좌천석유","20090827165511","I","2018-08-31 23:59:59.0","일반판매소","387081.079466001","183159.864717007","","",
"91","석유판매업","09_28_08_P","3270000","1997327005801200036","19970311","","03","폐업","03","폐지","","","","","051 637 1100","","","부산광역시 동구 범일동 68","부산광역시 동구 범곡로 22  (범일동)","","유창석유","20030813000000","I","2018-08-31 23:59:59.0","일반판매소","387313.266561258","184262.981040208","","",
"92","석유판매업","09_28_08_P","3270000","2000327001401200059","20000905","","03","폐업","03","폐지","20120328","","","","051 464 1249","","","부산광역시 동구 수정동 444-64","부산광역시 동구 수정공원로 133-1  (수정동)","","일등석유","20120329094724","I","2018-08-31 23:59:59.0","일반판매소","386161.363714106","183775.983360893","","",
"93","석유판매업","09_28_08_P","3270000","1990327001401200007","19900528","","03","폐업","03","폐지","20180313","","","","051 808 6808","","","부산광역시 동구 초량동 794-2","부산광역시 동구 망양로 594 (초량동)","","한미석유","20180313141638","I","2018-08-31 23:59:59.0","일반판매소","385416.531102047","182323.406888901","","",
"94","석유판매업","09_28_08_P","3270000","1981327001401200011","19811013","","03","폐업","03","폐지","20080422","","","","051 467 3914","","","부산광역시 동구 초량동 134-4","부산광역시 동구 중앙대로251번길 43  (초량동)","","부산연료사","20090916094818","I","2018-08-31 23:59:59.0","일반판매소","385849.795442453","182007.271421105","","",
"95","석유판매업","09_28_08_P","3270000","1990327001401200021","19900528","","03","폐업","03","폐지","20181005","","","","051 467 6116","","","부산광역시 동구 초량동 851-5","부산광역시 동구 망양로 526 (초량동)","","선경석유","20181005152109","U","2018-10-07 02:37:38.0","일반판매소","384964.786597781","181858.505690695","","",
"96","석유판매업","09_28_08_P","3270000","1990327001401200022","19900913","","03","폐업","03","폐지","20070731","","","","051 466 5703","","","부산광역시 동구 수정동 748-22","부산광역시 동구 망양로 756  (수정동)","","동남석유","20080826174812","I","2018-08-31 23:59:59.0","일반판매소","385910.065346021","183272.399652423","","",
"97","석유판매업","09_28_08_P","3270000","1991327001401200023","19910903","","03","폐업","03","폐지","20080430","","","","051 642 2285","","","부산광역시 동구 좌천동 781-14","부산광역시 동구 증산동로 33-1  (좌천동)","","천일석유","20080430135913","I","2018-08-31 23:59:59.0","일반판매소","386886.402232761","183714.416323983","","",
"98","석유판매업","09_28_08_P","3270000","2000327001401200061","20001017","","03","폐업","03","폐지","","","","","051 636 6400","","","부산광역시 동구 범일동 1414-2","부산광역시 동구 증산북로 9  (범일동)","","좋은부산에너지","20070713000000","I","2018-08-31 23:59:59.0","일반판매소","386864.599347958","184113.551808542","","",
"99","석유판매업","09_28_08_P","3270000","2000327001401200062","20001220","","03","폐업","03","폐지","20160224","","","","051 464 0095","","","부산광역시 동구 초량동 10-7,8","부산광역시 동구 초량상로 133-1 (초량동)","","현대석유상사","20160225104123","I","2018-08-31 23:59:59.0","일반판매소","385938.841530228","182383.982835999","","",
"100","석유판매업","09_28_08_P","3270000","1993327001401500009","19931213","","03","폐업","03","폐지","20150902","","","","051 4685194","850.9","","부산광역시 동구 초량동 1211-10","부산광역시 동구 중앙대로 166 (초량동)","","서울주유소","20150902170503","I","2018-08-31 23:59:59.0","주유소","385791.217203765","181122.954187638","","",
"101","석유판매업","09_28_08_P","3270000","1994327001401200020","19940208","","03","폐업","03","폐지","20110928","","","","051 647 0345","","","부산광역시 동구 좌천동 954-2","부산광역시 동구 좌천로 13  (좌천동)","","대우석유","20110928150201","I","2018-08-31 23:59:59.0","일반판매소","386483.30228603","183622.450319385","","",
"102","석유판매업","09_28_08_P","3270000","1994327001401200027","19940808","","03","폐업","03","폐지","","","","","051 643 2041","","","부산광역시 동구 수정동 449-55","부산광역시 동구 진성로 77-1  (수정동)","","대한석유","20050808000000","I","2018-08-31 23:59:59.0","일반판매소","386268.422963256","183613.805906083","","",
"103","석유판매업","09_28_08_P","3270000","1981327001401200016","19811229","","03","폐업","03","폐지","","","","","051 642 8611","","","부산광역시 동구 범일동 1306","","","대흥석유","20040303000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"104","석유판매업","09_28_08_P","3270000","1989327001401200018","19890708","","03","폐업","03","폐지","","","","","051 441 8833","","","부산광역시 동구 수정동 354-3","부산광역시 동구 초량상로157번길 24  (수정동)","","한솔석유","20060502000000","I","2018-08-31 23:59:59.0","일반판매소","386195.697236555","182557.39444361","","",
"105","석유판매업","09_28_08_P","3270000","1994327006401200001","19940808","","03","폐업","03","폐지","","","","","051 643 2041","","","부산광역시 동구 수정동 449-55","부산광역시 동구 진성로 77-1  (수정동)","","대한석유","20050808000000","I","2018-08-31 23:59:59.0","일반판매소","386268.422963256","183613.805906083","","",
"106","석유판매업","09_28_08_P","3270000","1999327001401200045","19990109","","03","폐업","03","폐지","20120216","","","","051 642 4747","","","부산광역시 동구 범일동 1492-136","부산광역시 동구 범내로 15  (범일동)","","범송석유","20120217103608","I","2018-08-31 23:59:59.0","일반판매소","386857.133391928","184530.986804339","","",
"107","석유판매업","09_28_08_P","3270000","1999327001401200048","19990406","","03","폐업","03","폐지","20120430","","","","051 646 3637","","","부산광역시 동구 좌천동 820-85","부산광역시 동구 좌천동로 11  (좌천동)","","내내석유","20120430145429","I","2018-08-31 23:59:59.0","일반판매소","386688.872675833","183418.15445686","","",
"108","석유판매업","09_28_08_P","3270000","1991327001401200024","19911230","","03","폐업","03","폐지","20090123","","","","051 469 1460","","","부산광역시 동구 초량동 832-5","부산광역시 동구 초량로 99  (초량동)","","대웅석유","20090128113926","I","2018-08-31 23:59:59.0","일반판매소","385186.796285757","181931.282633056","","",
"109","석유판매업","09_28_08_P","3270000","1993327001401200025","19930204","","03","폐업","03","폐지","20120607","","","","051 464 6926","","","부산광역시 동구 수정동 925-22","부산광역시 동구 수정공원로 29-1 (수정동)","","대륙석유","20120607103549","I","2018-08-31 23:59:59.0","일반판매소","385817.392092846","183058.631789086","","",
"110","석유판매업","09_28_08_P","3270000","2018327008601200001","20180329","","01","영업/정상","07","영업개시","","","","","","29.22","","부산광역시 동구 초량동 794-2","부산광역시 동구 망양로 594 (초량동)","48804","선화석유","20220623161013","U","2022-06-25 02:40:00.0","일반판매소","385416.531102047","182323.406888901","","",
"111","석유판매업","09_28_08_P","3270000","2018327008601200002","20180419","","01","영업/정상","07","영업개시","","","","","","","","부산광역시 동구 범일동 1492-136","부산광역시 동구 범내로 15 (범일동)","48719","범일ENG","20180703105507","I","2018-08-31 23:59:59.0","일반판매소","386857.133391928","184530.986804339","","",
"112","석유판매업","09_28_08_P","3280000","1999328001501200104","19991027","","01","영업/정상","01","신규등록","","","","","005104156119","","","부산광역시 영도구 신선동2가 94-54","부산광역시 영도구 하나길 452 (신선동2가)","","SK극동석유","20120217161252","I","2018-08-31 23:59:59.0","일반판매소","386548.21760161","178293.688046969","","",
"113","석유판매업","09_28_08_P","3280000","2000328001501200111","20000131","","01","영업/정상","01","신규등록","","","","","005104164646","","","부산광역시 영도구 청학동 391-14","부산광역시 영도구 청학서로 19 (청학동)","","대성삼광석유","20210904121819","U","2021-09-06 02:40:00.0","일반판매소","387512.707748397","178983.314479612","","",
"114","석유판매업","09_28_08_P","3280000","2000328001501200113","20000322","","01","영업/정상","01","신규등록","","","","","005104181155","","","부산광역시 영도구 봉래동5가 113-10","부산광역시 영도구 하나길 844 (봉래동5가)","","경동석유","20190905205533","U","2019-09-07 02:40:00.0","일반판매소","387153.90904503","179124.411848977","","",
"115","석유판매업","09_28_08_P","3280000","1991328001501200031","19910708","","01","영업/정상","01","신규등록","","","","","005104126400","","","부산광역시 영도구 동삼동 649","부산광역시 영도구 중리남로 20  (동삼동)","","세명석유","20070731102628","I","2018-08-31 23:59:59.0","일반판매소","388487.851265235","176436.887471843","","",
"116","석유판매업","09_28_08_P","3280000","1976328001501200007","19760726","","01","영업/정상","01","신규등록","","","","","005104160808","","","부산광역시 영도구 영선동4가 151-2","부산광역시 영도구 남항새싹길 132 (영선동4가)","","영선석유","20131226133808","I","2018-08-31 23:59:59.0","일반판매소","386212.033208683","177908.196830858","","",
"117","석유판매업","09_28_08_P","3280000","2001328001501500011","20010507","","01","영업/정상","01","신규등록","","","","","0051 4055170","742","","부산광역시 영도구 동삼동 201-16","부산광역시 영도구 해양로 212 (동삼동)","","동현주유소","20220624133647","U","2022-06-26 02:40:00.0","주유소","388930.969201903","178419.41078387","","",
"118","석유판매업","09_28_08_P","3280000","2002328001501500012","20010208","","01","영업/정상","01","신규등록","","","","","005104125189","1295","","부산광역시 영도구 청학동 1-74","부산광역시 영도구 해양로 128 (청학동)","","세기상사(주) 대성주유소","20210508151330","U","2021-05-11 02:40:00.0","주유소","388468.404838528","179115.380633452","","",
"119","석유판매업","09_28_08_P","3280000","2002328001501500013","20020401","","01","영업/정상","01","신규등록","","","","","005104187600","","","부산광역시 영도구 봉래동4가 9-1","부산광역시 영도구 태종로 181 (봉래동4가)","","(주)나부코 직영 우원주유소","20201030171337","U","2020-11-01 02:40:00.0","주유소","386655.152359289","179221.940155447","","",
