"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"48","문화예술법인","03_08_03_P","6260000","A0100626000020080047","20011228","","01","영업/정상","1","","","","","","0515069018","","","부산광역시 동래구 사직동 145번지 2호","부산광역시 동래구 중앙대로1277번길 1 (사직동)","","한겨레웅변문화협회","20210503100523","U","2021-05-05 02:40:00.0","","389131.74678488","191077.103392608","문화(사단)","","","","","","","","","","웅변문화를 통한 부산시민의 정서함양 및 외국 교포들의 모국언어 교류로 21세기 문화창달","","","한겨레웅변문화협회",
"49","문화예술법인","03_08_03_P","6260000","A0100626000020080049","20081218","","01","영업/정상","1","","","","","","0515505020","","","부산광역시 동래구 온천동 154번지 68호 혜원빌딩 5층","부산광역시 동래구 온천장로107번길 10 (온천동,혜원빌딩 5층)","","재단법인 중도","20210805111437","U","2021-08-07 02:40:00.0","","389660.235828788","193230.96226716","종교(재단)","","","","","","","","0","","한국 고유 정신문화를 계승, 발전시키기 위해 유·불교의 중흥사업을 추진하고 자선사업을 통해 
      사회 일반의 복지 향상과 소외 계층의 복지 증진","없음","","재단법인 중도",
"50","문화예술법인","03_08_03_P","6260000","A0100626000020080051","20021212","","01","영업/정상","1","","","","","","0518035533","","","부산광역시 부산진구 초읍동 산 51번지 1호","부산광역시 부산진구 월드컵대로 462 (초읍동)","","한국성씨연합회","20200331091044","U","2020-04-02 02:40:00.0","","386711.963007149","189076.774476438","문화(사단)","","","","","","","","","","충효도의사항 고취","","","한국성씨연합회",
"51","문화예술법인","03_08_03_P","6260000","A0100626000020090002","20090115","","01","영업/정상","1","","","","","","07074310567","","","부산광역시 남구 문현동 769번지 15호","부산광역시 남구 전포대로67번길 20 (문현동)","","사단법인 윤동주선양회","20090115191806","I","2018-08-31 23:59:59.0","","388169.016243821","184596.003818883","문화(사단)","","","","","","","","","","윤동주시인의 문학과 항일사상 선양","없음","","사단법인 윤동주선양회",
"52","문화예술법인","03_08_03_P","6260000","A0100626000020090003","20090115","","01","영업/정상","1","","","","","","0512538687","","","부산광역시 중구 광복동2가 1번지 11호","부산광역시 중구 광복로77번길 5 (광복동2가)","","영도문화복지재단","20200316112944","U","2020-03-18 02:40:00.0","","385340.535485043","179658.842315927","종교(재단)","","","","","","","","","","대한불교조계종의 종지 봉대와 승려 및 일반 신도의 구도정신 함양, 전법·포교 등에 필요한 지원","없음","","영도문화복지재단",
"53","문화예술법인","03_08_03_P","6260000","A0100626000020090004","20090119","","01","영업/정상","1","","","","","","0518883457","","","부산광역시 해운대구 우동 1475번지 1호 센텀벤처타운 4층","부산광역시 남구 우암로 84-4 (감만동)","","부산문화재단","20180323143953","I","2018-08-31 23:59:59.0","","","","문화(재단)","","","","","","","","","","문화예술인들의 문화창작기반 조성과 시민들의 문화향유 기회 확대","없음","","부산문화재단",
"54","문화예술법인","03_08_03_P","6260000","A0100626000020090005","20090122","","01","영업/정상","1","","","","","","0515017511","","","부산광역시 연제구 연산동 1833번지 2호","부산광역시 연제구 연수로 210, 3층 (연산동)","","사단법인 부산메세나진흥원","20130108111604","I","2018-08-31 23:59:59.0","","390654.345638428","188046.764422281","예술(사단)","","","","","","","","","","문화예술에 대한 기업의 인식을 제고하고 뭉화예술 활동의 지원 및 활성화를 주도하며 경제와 문화예술의 
상호 균형적 발전과 인간 삶의 질을 향상 시키고자 함","별도 허가조건 부기","","사단법인 부산메세나진흥원",
"55","문화예술법인","03_08_03_P","6260000","A0100626000020090008","20090211","","01","영업/정상","1","","","","","","0515141773","","","부산광역시 금정구 부곡동 8번지 12호","부산광역시 금정구 기찰로102번길 56-7 (부곡동)","","천주교한국외방선교수녀회","20211111161511","U","2021-11-13 02:40:00.0","","390811.406504955","195512.133415504","종교(재단)","","","","","","","","0","","가톨릭교의 전수및 국내외 수녀양성, 선교사업","없음","","천주교한국외방선교수녀회",
"56","문화예술법인","03_08_03_P","6260000","A0100626000020090009","20090218","","01","영업/정상","1","","","","","","0518027440","","","부산광역시 부산진구 부암동 666번지 16호 부산진구청 1209호","부산광역시 부산진구 시민공원로 22-0, 0동 2층 0호 (부암동)","","사단법인 예종원","20200915174242","U","2020-09-17 02:40:00.0","","386998.777261827","186785.386914676","문화(사단)","","","","","","","","","","한국 전통문화 및 전통예절 교육","없음","","사단법인 예종원",
"57","문화예술법인","03_08_03_P","6260000","A0100626000020090010","20090224","","01","영업/정상","1","","","","","","0518634441","","","부산광역시 연제구 연산동 1495번지 15호","부산광역시 연제구 신촌로 20 (연산동)","","사단법인 성재문화원","20100607170346","I","2018-08-31 23:59:59.0","","389070.439252562","189060.276430673","종교(사단)","","","","","","","","","","전통문화 창달과 미풍양속 계승, 야단법석을 통한 대중법회 문화의 중흥 등 불교문화 발전","없음","","사단법인 성재문화원",
"58","문화예술법인","03_08_03_P","6260000","A0100626000020100010","20100331","","01","영업/정상","1","","","","","","0512312535","","","부산광역시 중구 남포동4가 37번지 1호","부산광역시 중구 자갈치해안로 52 (남포동4가)","","사단법인부산항빛축제조직위원회","20100331181200","I","2018-08-31 23:59:59.0","","385139.215952094","179403.007901724","예술(사단)","","","","","","","","","","부산 중구, 서구, 영도구 등 3개 원도심 구와 인접한 부산항을 중심으로 빛을 통한 문화·예술 및
관광관련 축제행사를 개최하여 지역문화 예술수준 향상과 원도심의 경제진흥을 목적으로 한다","○ 기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전해야 함.
○ 재산목록을 작성 비치해야 함.
○ 임원의 결원이 없도록 하며 임원은 임기의 연속성이 유지되어야 함.
○ 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에
    관한 규칙과 우리 시의 지시사항 등을 준수 해야 함  등","","사단법인부산항빛축제조직위원회",
"59","문화예술법인","03_08_03_P","6260000","A0100626000020100012","20100428","","01","영업/정상","1","","","","","","0515218700","0","","부산광역시 해운대구 반여동 1399번지 3호","부산광역시 해운대구 반여로41번길 54 (반여동)","","사단법인 주은기독의료선교회","20190612145312","U","2019-06-14 02:40:00.0","","392918.956461247","190755.054243945","종교(사단)","","","","","","","","","","국내외 이웃생명들에게 섬김과 나눔으로 복음을 들고 의료를 통해 예수그리스도의 복음을 전파하고 교육, 구호 등의 사회활동을 펴나감으로써 하나님의 나라 회복과 세계복음화에 기여","","","사단법인 주은기독의료선교회",
"60","문화예술법인","03_08_03_P","6260000","A0100626000020100013","20100430","","01","영업/정상","1","","","","","","0515051248","0","","부산광역시 부산진구 양정동 157번지 1호","부산광역시 부산진구 진연로 15 (양정동)","","사단법인 부산의 새 발견","20140718182721","I","2018-08-31 23:59:59.0","","388821.272087539","188588.648805367","문화(사단)","","","","","","","","","","부산의 역사, 문화, 자연, 환경에 관한 문화적 보존가치 발견과 창출에 노력하고 이를 구체화하기 위한 정책대안제시 등에 기여","","","사단법인 부산의 새 발견",
"61","문화예술법인","03_08_03_P","6260000","A0100626000020100014","20100513","","01","영업/정상","1","","","","","","0512912907","","","부산광역시 사하구 당리동 115번지 (3층)","부산광역시 사하구 제석로 68 (당리동,(3층))","","사단법인 크리스천 미션","20100524201130","I","2018-08-31 23:59:59.0","","380034.928521333","180376.056556668","종교(사단)","","","","","","","","","","예수그리스도의 말씀과 가르침에 따라 생활하고 세상에서 고난 당하고 어려움 중에 있는 분들을 사랑으로 섬김으로써 예수그리스도 전파를 목적으로 함","","","사단법인 크리스천 미션",
"62","문화예술법인","03_08_03_P","6260000","A0100626000020100017","20100514","","01","영업/정상","1","","","","","","0515085164","","","부산광역시 해운대구 중동 1775번지 7호 해운대비치로데오아울렛 301호","부산광역시 해운대구 좌동순환로 473, 301호 (중동,해운대비치로데오아울렛)","","재단법인 대한불교조계종 청호","20200622094655","U","2020-06-24 02:40:00.0","","397619.609350381","187004.870496308","종교(재단)","","","","","","","","","","부처님의 가르침을 받들어서 상구보리 하화중생 이념을 실천함을 목적으로 하며 대한불교조계종 종지종풍을 받받든다","","","재단법인 대한불교조계종 청호",
"63","문화예술법인","03_08_03_P","6260000","A0100626000020100018","20100518","20100518","01","영업/정상","1","","","","","","","","","부산광역시 동구 수정동 64번지 1호","부산광역시 동구 중앙대로349번길 20 (수정동)","","사단법인조선통신사문화사업회","20131231162015","I","2018-08-31 23:59:59.0","","386423.224653858","182775.599254893","행정(재단)","","","","","","","","","","조선통신사 관련 전통문화행사를 중심으로 한국과 일본간의 활발한 문화교류와 학술연구를 통해 양국간의 선린우호를 증진하고, 공동번영을 도모함을 목적으로 함","사단법인 등록","20100518","사단법인조선통신사문화사업회",
"64","문화예술법인","03_08_03_P","6260000","A0100626000020100019","20100525","","01","영업/정상","1","","","","","","0516311377","","","부산광역시 남구 대연동 603번지 7호","부산광역시 남구 용소로 78 (대연동)","","사단법인 부산예술문화단체총연합회","20210923140612","U","2021-09-25 02:40:00.0","","391578.093593372","183311.244479953","예술(사단)","","","","","","","","0","","부산예술인들의 권익을 옹호하고 회원 상호간의 친목을 도모하여 향토예술문화의 창달에 기여함.","법인 설립허가증 뒷면에 기재","","사단법인 부산예술문화단체총연합회",
"65","문화예술법인","03_08_03_P","6260000","A0100626000020110001","20110117","","01","영업/정상","1","","","","","","0518075678","","","부산광역시 부산진구 초읍동 361번지","부산광역시 부산진구 성지곡로51번길 28-6 (초읍동)","","사단법인 새길재단","20110630084655","I","2018-08-31 23:59:59.0","","386428.823034759","189577.746954425","종교(사단)","","","","","","","","","","천주교, 개신교, 불교 간 서로의 종교를 이해하고 존중할 줄 아는 건전한 종교문화를 정착시키고 종교간 이해와 화합의 장을 만들어 정착시키고 종교간 이해와 화합의 장을 만들어 종교간의 갈등을 사전에 예방하고 종교간 화합을 이루도록 조성하여 국민통합에 기여","","","사단법인 새길재단",
