"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","기공용레스수","원심주조기수","기공용모터수","아세틸렌수","치과용프레스수","전기로수","포셀린로수","초음파청소기수","서베이어수","진동기수","트리머수","기공용컴프레서수","샌드기수","진공매몰기수","핀덱스수",
"70","치과기공소","01_02_04_P","3270000","PHMB320023270022062300003","20020830","","01","영업/정상","13","영업중","","","","","051-637-9787","","601823","부산광역시 동구 좌천동 683번지 9호","부산광역시 동구 고관로 151 (좌천동)","","명송치과기공소","20201209170459","U","2020-12-11 02:40:00.0","","386745.863736784","183256.561947764","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"71","치과기공소","01_02_04_P","3270000","PHMB320043270022062300001","20040412","","01","영업/정상","13","영업중","","","","","051-644-5665","","601803","부산광역시 동구 범일동 932번지 1호 (6층)","부산광역시 동구 범일로 97 (범일동,(6층))","","우리치과기공소","20201209170527","U","2020-12-11 02:40:00.0","","387587.760226946","184109.682773514","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"72","치과기공소","01_02_04_P","3270000","PHMB320143270022062300001","20140114","","01","영업/정상","13","영업중","","","","","051-465-3414","","","부산광역시 동구 초량동 1057번지 9호 3통 4반","부산광역시 동구 초량중로17번길 7-7 (초량동)","48819","부산치과기공소","20201209170637","U","2020-12-11 02:40:00.0","","385569.072776925","181280.217661428","1","2","10","1","2","3","2","1","4","1","2","1","2","1","1",
"73","치과기공소","01_02_04_P","3270000","PHMB320153270022062300001","20150507","","01","영업/정상","13","영업중","","","","","051-806-6928","","601804","부산광역시 동구 범일동 95번지 2호","부산광역시 동구 중앙대로 509-1 (범일동)","48723","세계로치과기공소","20150512095942","I","2018-08-31 23:59:59.0","","387329.624359849","184120.124110153","1","1","5","1","1","3","3","1","2","1","1","1","4","1","1",
"74","치과기공소","01_02_04_P","3270000","PHMB320163270022062300001","20160224","","01","영업/정상","13","영업중","","","","","051-626-8006","","","부산광역시 동구 초량동 172번지 24호","부산광역시 동구 중앙대로 243-8 (초량동)","48798","유신치과기공소","20201209170713","U","2020-12-11 02:40:00.0","","386034.405665302","181898.158148095","1","1","7","1","1","1","3","1","1","2","1","1","1","1","1",
"75","치과기공소","01_02_04_P","3270000","PHMB320163270022062300002","20161118","","01","영업/정상","13","영업중","","","","","051-803-6313","","","부산광역시 동구 범일동 612번지 1호","부산광역시 동구 자성공원로 5 (범일동)","48745","웰메이드","20180315105026","I","2018-08-31 23:59:59.0","","387689.727368766","183963.2201899","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"76","치과기공소","01_02_04_P","3270000","PHMB320173270022062300001","20170512","","01","영업/정상","13","영업중","","","","","051-987-2809","","","부산광역시 동구 초량동 1212-22","부산광역시 동구 중앙대로180번길 12-4, 2층 (초량동)","48822","웰컴치과기공소","20210113202529","U","2021-01-15 02:40:00.0","","385893.062825117","181198.287019303","1","1","5","1","1","1","2","1","1","1","1","3","1","1","1",
"77","치과기공소","01_02_04_P","3270000","PHMB320203270022062300003","20200220","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 동구 중앙대로180번길 12-13, 4층 401호 (초량동)","48822","윤치과기공소","20210524161459","U","2021-05-26 02:40:00.0","","385898.962832744","181123.272028802","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1",
"78","치과기공소","01_02_04_P","3270000","PHMB320203270022062300002","20031009","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 830번지 287호","부산광역시 동구 조방로 17, 5층 502호 (범일동)","48744","미치과기공소","20200203111250","I","2020-02-05 00:23:24.0","","387872.077951017","184093.996556107","1","1","7","1","1","2","3","1","1","1","1","1","2","1","1",
"79","치과기공소","01_02_04_P","3270000","PHMB320093270022062300001","20090506","","01","영업/정상","13","영업중","","","","","051-462-2807","","601814","부산광역시 동구 수정1동 336번지 2호 (3층)","부산광역시 동구 고관로 69 (수정동)","48793","태산기공소","20201209170615","U","2020-12-11 02:40:00.0","","386261.247622705","182613.397837499","1","1","5","1","2","1","2","2","2","2","1","1","1","1","1",
"80","치과기공소","01_02_04_P","3270000","PHMB320213270022062300001","20211119","","01","영업/정상","13","영업중","","","","","0516338628","","","부산광역시 동구 범일동 833-58","부산광역시 동구 범일로 108-1, 4층 (범일동)","48738","더바른 치과기공소","20211119163259","I","2021-11-21 00:22:44.0","","387644.281092624","184222.149500295","1","1","2","0","1","1","1","1","1","1","1","1","1","1","0",
"81","치과기공소","01_02_04_P","3270000","PHMB320203270022062300001","20200117","","01","영업/정상","13","영업중","","","","","051-462-2807","","","부산광역시 동구 수정동 336번지 2호","부산광역시 동구 고관로 69, 3층 (수정동)","48793","위드치과기공소","20200117164752","I","2020-01-19 00:23:25.0","","386261.247622705","182613.397837499","1","1","4","","1","1","1","1","2","1","1","2","2","1","1",
"82","치과기공소","01_02_04_P","3280000","PHMB320083280023062300001","20081013","","03","폐업","03","폐업","20101130","","","","416-2278","","606810","부산광역시 영도구 봉래동4가 116번지 3호","부산광역시 영도구 태종로 160 (봉래동4가)","606810","수도치과기공소","20141201154706","I","2018-08-31 23:59:59.0","","386519.782018083","179061.997763425","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"83","치과기공소","01_02_04_P","3280000","PHMB320193280023062300001","20190508","","01","영업/정상","13","영업중","","","","","051-417-2019","","","","부산광역시 영도구 태종로 232, 2층 (청학동)","49026","나우(NOW)치과기공소","20190508104416","I","2019-05-10 02:20:42.0","","387169.943964713","179301.702331287","1","1","3","1","1","1","2","1","1","1","1","2","1","1","1",
"84","치과기공소","01_02_04_P","3280000","PHMB320143280023062300001","20141202","","01","영업/정상","13","영업중","","","","","051-417-2804","","606043","부산광역시 영도구 영선동3가 25번지 12호","부산광역시 영도구 절영로 99, 3층 (영선동3가)","49056","위너스 치과기공소","20141202173928","I","2018-08-31 23:59:59.0","","386000.109927294","178273.257953118","1","1","5","1","1","1","1","1","1","1","1","1","2","1","1",
"85","치과기공소","01_02_04_P","3280000","PHMB320213280023062300001","20161122","","01","영업/정상","13","영업중","","","","","051-469-7877","","","부산광역시 영도구 영선동1가 49-1","부산광역시 영도구 태종로 114, 4층 (영선동1가)","49052","덴탈하모니치과기공소","20210707115508","I","2021-07-09 00:22:53.0","","386251.53981853","178757.434406438","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"86","치과기공소","01_02_04_P","3290000","PHMB320123290024062300001","20120209","","03","폐업","03","폐업","20161118","","","","051-803-6313","","614846","부산광역시 부산진구 부전2동 232번지 22호","부산광역시 부산진구 중앙대로 675 (부전동)","47289","Unico Dental Laboratory","20161118114951","I","2018-08-31 23:59:59.0","","387537.392954508","185694.018371092","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"87","치과기공소","01_02_04_P","3290000","PHMB319983290024062300001","19980904","","03","폐업","03","폐업","20150608","","","","051-645-9700","","614826","부산광역시 부산진구 범천1동 886번지 2호","부산광역시 부산진구 범일로 151 (범천동)","614826","기아치과기공소","20150608115330","I","2018-08-31 23:59:59.0","","387576.870559486","184644.046813748","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"88","치과기공소","01_02_04_P","3290000","PHMB320143290024062300001","20140127","","03","폐업","03","폐업","20141118","","","","","","","","부산광역시 부산진구 엄광로 182, 3층 (가야동)","614803","보람치과기공소","20141124135500","I","2018-08-31 23:59:59.0","","385329.110259627","185048.153380088","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1",
"89","치과기공소","01_02_04_P","3290000","PHMB320143290024062300004","20140429","","03","폐업","03","폐업","20150414","","","","","","614851","부산광역시 부산진구 양정동 94번지 11호","부산광역시 부산진구 연수로 18-1, 13층 (양정동, 유한빌딩)","614851","임프레스 치과기공소","20150414160149","I","2018-08-31 23:59:59.0","","388826.786366766","188006.381067146","1","1","10","1","1","3","3","2","2","2","2","1","3","1","1",
"90","치과기공소","01_02_04_P","3290000","PHMB320123290024062300006","20120910","","03","폐업","03","폐업","20170327","","","","070-8815-7475","","614847","부산광역시 부산진구 부전2동 255번지 13호 4층","부산광역시 부산진구 서면로68번길 25, 4층 (부전동)","47286","이원 치과기공소","20170327150113","I","2018-08-31 23:59:59.0","","387506.051197927","186021.226927286","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"91","치과기공소","01_02_04_P","3290000","PHMB320143290024062300005","20140613","","03","폐업","03","폐업","20160824","","","","","","614031","부산광역시 부산진구 부전동 142번지 12호","부산광역시 부산진구 서전로 11, 4층 402호 (부전동)","47246","예준치과기공소","20160824102559","I","2018-08-31 23:59:59.0","","387715.704735931","186252.826211983","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"92","치과기공소","01_02_04_P","3290000","PHMB320143290024062300006","20140818","","03","폐업","03","폐업","20180904","","","","051-863-2803","","614856","부산광역시 부산진구 양정동 394번지 1호","부산광역시 부산진구 중앙대로 907, 6층 (양정동)","47213","한빛DC덴탈랩","20180904135409","U","2018-09-04 23:59:59.0","","388480.952950571","187761.479391807","1","1","5","1","1","2","1","1","1","1","1","1","1","1","1",
"93","치과기공소","01_02_04_P","3290000","PHMB320153290024062300003","20150506","","03","폐업","03","폐업","20180416","","","","051-861-0003","","","부산광역시 부산진구 양정동 336번지 9호 2~4층","부산광역시 부산진구 중앙대로928번길 5 (양정동, 2~4층)","47221","코리아랩","20180416095955","I","2018-08-31 23:59:59.0","","388656.904720544","187904.042506196","3","3","20","1","2","4","5","4","4","4","5","2","5","3","2",
"94","치과기공소","01_02_04_P","3290000","PHMB320023290024062300001","20020617","","03","폐업","03","폐업","20160405","","","","051-853-7528","","614853","부산광역시 부산진구 양정1동 353번지 4호","부산광역시 부산진구 중앙대로 908 (양정동)","47229","예인치과기공소","20160405123343","I","2018-08-31 23:59:59.0","","388522.164895874","187735.173145226","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1",
"95","치과기공소","01_02_04_P","3290000","PHMB320023290024062300002","20020628","","03","폐업","03","폐업","20130702","","","","","","614102","부산광역시 부산진구 당감동 282번지 25호","부산광역시 부산진구 당감로34번길 8 (당감동)","","혜광치과기공소","20130702172505","I","2018-08-31 23:59:59.0","","385767.04935855","186962.257856585","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"96","치과기공소","01_02_04_P","3290000","PHMB320063290024062300001","20061204","","03","폐업","03","폐업","20200716","","","","051-816-2804","","614040","부산광역시 부산진구 전포동 193번지 38호","부산광역시 부산진구 전포대로256번길 7 (전포동)","47301","B&B치과기공소","20200716142420","U","2020-07-18 02:40:00.0","","388170.327126509","186433.535564796","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"97","치과기공소","01_02_04_P","3290000","PHMB320073290024062300001","20070507","","03","폐업","03","폐업","20090414","","","","","","614031","부산광역시 부산진구 부전동 142번지 7호","부산광역시 부산진구 동천로107번길 21 (부전동)","","soul치과기공소","20131220140932","I","2018-08-31 23:59:59.0","","387725.986323061","186280.432629121","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"98","치과기공소","01_02_04_P","3290000","PHMB320073290024062300002","20071206","","03","폐업","03","폐업","20091110","","","","646-2807","","614112","부산광역시 부산진구 개금동 754번지","부산광역시 부산진구 진사로48번길 4 (개금동)","","웰텍치과기공소","20131220141227","I","2018-08-31 23:59:59.0","","383662.348403216","184976.863656396","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"99","치과기공소","01_02_04_P","3290000","PHMB320083290024062300004","20080516","","03","폐업","03","폐업","20150429","","","","051-802-2833","","614865","부산광역시 부산진구 전포2동 638번지 7호","부산광역시 부산진구 서전로47번길 48 (전포동)","614865","드림치과기공소","20150429092656","I","2018-08-31 23:59:59.0","","388076.913608566","186486.568930694","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
