"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"77","저수조청소업","09_30_14_P","3290000","329000031200700004","20070514","","01","영업/정상","11","정상","","","","","051-803-0701","","","부산광역시 부산진구 전포동 346-73","부산광역시 부산진구 전포대로176번길 7  (전포동)","","(주)강산엔지니어링","20150105205851","I","2018-08-31 23:59:59.0","","388194.136466366","185637.151081526","31","","","","","","","저수조청소업",
"78","저수조청소업","09_30_14_P","3290000","329000031200700006","20100625","","01","영업/정상","11","정상","","","","","051-819-8228","","","부산광역시 부산진구 전포동 608-1 중앙시장B-1062,B1063","부산광역시 부산진구 동성로 143 (전포동,중앙시장B-1062,B1063)","","(주)고려PCA","20201207141720","U","2020-12-09 02:40:00.0","","387927.951172724","186582.791097672","31","","","","","","","저수조청소업",
"79","저수조청소업","09_30_14_P","3290000","329000031200800001","20211231","","01","영업/정상","11","정상","","","","","051-867-2003","","","부산광역시 부산진구 양정동 172-1","부산광역시 부산진구 진연로9번길 22-10 (양정동)","47209","자바코공사","20220103091328","U","2022-01-05 02:40:00.0","","388798.218274255","188470.254481679","31","","0","","","","","저수조청소업",
"80","저수조청소업","09_30_14_P","3290000","329000031200900001","20130814","","01","영업/정상","11","정상","","","","","051-819-6000","","","부산광역시 부산진구 전포동 307-23","부산광역시 부산진구 서전로58번길 37-12 (전포동)","","CTS 고려텍스","20201207142837","U","2020-12-09 02:40:00.0","","388244.024334281","186056.523461415","31","","","","","","","저수조청소업",
"81","저수조청소업","09_30_14_P","3290000","329000031200400003","20180813","","01","영업/정상","11","정상","","","","","051-819-2456","","","부산광역시 부산진구 부전동 347-11","부산광역시 부산진구 부전로152번길 13 (부전동)","","부산환경","20201207170526","U","2020-12-09 02:40:00.0","","387456.978917265","186663.890624735","31","","","","","","","저수조청소업",
"82","저수조청소업","09_30_14_P","3290000","329000031200400004","20190812","","01","영업/정상","11","정상","","","","","051-646-1942","","","부산광역시 부산진구 부전동 27-1 부산전자종합상가","부산광역시 부산진구 부전로 196, 부산전자종합상가 3층 38호 (부전동)","47250","주식회사 태창환경","20201207175449","U","2020-12-09 02:40:00.0","","387852.580571398","186872.703370928","31","","","","","","","저수조청소업",
"83","저수조청소업","09_30_14_P","3290000","329000031200900002","20090312","","01","영업/정상","11","정상","","","","","","","","부산광역시 부산진구 전포동 357-25","부산광역시 부산진구 동성로25번길 19 (전포동)","","녹색종합환경공사","20201207143126","U","2020-12-09 02:40:00.0","","388313.826863292","185674.689814862","31","","","","","","","저수조청소업",
"84","저수조청소업","09_30_14_P","3290000","329000031200900003","20090325","","01","영업/정상","11","정상","","","","","807-1423","","","부산광역시 부산진구 초읍동 272-13","부산광역시 부산진구 초읍천로 58-2 (초읍동)","","한국특수","20201207154252","U","2020-12-09 02:40:00.0","","386412.225034757","188410.474588961","31","","","","","","","저수조청소업",
"85","저수조청소업","09_30_14_P","3290000","329000031201000001","20141216","","01","영업/정상","11","정상","","","","","051-803-9944","","","부산광역시 부산진구 전포동 608-1 B1016, B1028","부산광역시 부산진구 동성로 143 (전포동,B1016, B1028)","","(주)미래아이환경","20150106144416","I","2018-08-31 23:59:59.0","","387927.951172724","186582.791097672","31","","","","","","","저수조청소업",
"86","저수조청소업","09_30_14_P","3290000","329000031201100001","20180817","","01","영업/정상","11","정상","","","","","051-804-7475","","","부산광역시 부산진구 가야동 48-274 가야삼한사랑채아파트 단지내 상가동 B동 202호","부산광역시 부산진구 엄광로 286, 상가 B동 202호 (가야동, 가야삼한사랑채아파트)","47334","(주)크린케어","20201207150233","U","2020-12-09 02:40:00.0","","385930.644404824","185834.056011552","31","","","","","","","저수조청소업",
"87","저수조청소업","09_30_14_P","3290000","329000031201100002","20110603","","01","영업/정상","11","정상","","","","","051-818-1381","","","부산광역시 부산진구 초읍동 105-7","부산광역시 부산진구 월드컵대로474번길 26 (초읍동)","","(주) 우성","20201207150624","U","2020-12-09 02:40:00.0","","386477.029189971","188955.964217027","31","","","","","","","저수조청소업",
"88","저수조청소업","09_30_14_P","3290000","329000031201200001","20190410","","01","영업/정상","11","정상","","","","","051-863-7994","","","부산광역시 부산진구 양정동 394-3","부산광역시 부산진구 거제대로36번길 26 (양정동)","","(주)원엔터프라이즈","20190412165456","U","2019-04-14 02:40:00.0","","388423.564378881","187785.194320347","31","","","","","","","저수조청소업",
"89","저수조청소업","09_30_14_P","3290000","329000031201200002","20120820","","01","영업/정상","11","정상","","","","","051-622-7788","","","부산광역시 부산진구 범전동 400 부광빌딩 b동 2층","부산광역시 부산진구 새싹로 68 (범전동,부광빌딩 b동 2층)","","현대실업","20201207151235","U","2020-12-09 02:40:00.0","","387200.175604119","186836.768260632","31","","","","","","","저수조청소업",
"90","저수조청소업","09_30_14_P","3290000","329000031200300014","20001111","","01","영업/정상","11","정상","","","","","(051)805-2188","","","부산광역시 부산진구 연지동 50-60 화인상가12동108","부산광역시 부산진구 동평로291번길 30 (연지동)","","새한환경","20150105205851","I","2018-08-31 23:59:59.0","","387489.78325928","187958.153019083","31","","","","","","","저수조청소업",
"91","저수조청소업","09_30_14_P","3290000","329000031200300015","20060927","","01","영업/정상","11","정상","","","","","(051)323-0150","","","부산광역시 부산진구 범천동 1059-31","부산광역시 부산진구 가야대로 716  (범천동)","","새누리환경개발주식회사","20150105205851","I","2018-08-31 23:59:59.0","","386715.634448171","186130.858042086","31","","","","","","","저수조청소업",
"92","저수조청소업","09_30_14_P","3290000","329000031201300002","20130605","","01","영업/정상","11","정상","","","","","051-811-2600","","","부산광역시 부산진구 전포동 660-1","부산광역시 부산진구 동천로 116 (전포동)","","(주)일신산업개발","20201207151604","U","2020-12-09 02:40:00.0","","387869.134317928","186381.28184674","31","","","","","","","저수조청소업",
"93","저수조청소업","09_30_14_P","3290000","329000031200300022","20200305","","01","영업/정상","11","정상","","","","","(051)642-6960","","","부산광역시 부산진구 범천동 721-67 (1)동","부산광역시 부산진구 범일로139번길 11 (1)동 (범천동)","","청수산업","20200309134602","U","2020-03-11 02:40:00.0","","387528.414246726","184544.418771367","31","","","","","","","저수조청소업",
"94","저수조청소업","09_30_14_P","3290000","329000031200300024","20060126","","01","영업/정상","11","정상","","","","","(051)819-9503","","","부산광역시 부산진구 전포동 657-5 2F","부산광역시 부산진구 동천로132번길 22-8  (전포동,2F)","","(주)청우안전시스템","20150105205851","I","2018-08-31 23:59:59.0","","387923.684453","186510.113119","31","","","","","","","저수조청소업",
"95","저수조청소업","09_30_14_P","3290000","329000031200300025","20180313","","01","영업/정상","11","정상","","","","","(051)863-7991","","","부산광역시 부산진구 양정동 394-3 (1)동","부산광역시 부산진구 거제대로36번길 26 (1)동 (양정동)","","(주)원봉","20201207164551","U","2020-12-09 02:40:00.0","","388423.564378881","187785.194320347","31","","","","","","","저수조청소업",
"96","저수조청소업","09_30_14_P","3290000","329000031200300027","20070822","","01","영업/정상","11","정상","","","","","051-816-1478","","","부산광역시 부산진구 전포동 687-3","부산광역시 부산진구 전포대로209번길 9 (전포동)","","부남저수조용역업","20201207164757","U","2020-12-09 02:40:00.0","","388058.661697622","185961.248603893","31","","","","","","","저수조청소업",
"97","저수조청소업","09_30_14_P","3290000","329000031200400001","20031229","","01","영업/정상","11","정상","","","","","051-817-3387","","","부산광역시 부산진구 전포동 657-11","부산광역시 부산진구 서전로37번길 49-8 (전포동)","","(주)고려그린산업","20201207165114","U","2020-12-09 02:40:00.0","","387941.316124489","186504.126003973","31","","","","","","","저수조청소업",
"98","저수조청소업","09_30_14_P","3290000","329000031201800001","20180118","","01","영업/정상","11","정상","","","","","051-817-0606","","","부산광역시 부산진구 전포동 191-661 전포화신아파트","부산광역시 부산진구 진남로356번길 86, 전포화신아파트 상가 205호 (전포동)","47231","크린세코","20180118165814","I","2018-08-31 23:59:59.0","","388726.38139458","186492.446944868","31","","","","","","","저수조청소업",
"99","저수조청소업","09_30_14_P","3290000","329000031201800002","20180227","","01","영업/정상","11","정상","","","","","051-643-6119","","","부산광역시 부산진구 초읍동 269-37","부산광역시 부산진구 새싹로210번길 6-16 (초읍동)","47127","(주)가가이엔지","20201209144232","U","2020-12-11 02:40:00.0","","386628.773414726","188037.151894558","31","","","","","","","저수조청소업",
"100","저수조청소업","09_30_14_P","3290000","329000031201800003","20180509","","01","영업/정상","11","정상","","","","","","","","부산광역시 부산진구 범천동 1090-8","부산광역시 부산진구 신암로 159 (범천동)","47342","쌍둥이종합관리","20180510084201","I","2018-08-31 23:59:59.0","","386582.497398908","185804.840013796","31","","","","","","","저수조청소업",
"101","저수조청소업","09_30_14_P","3290000","329000031200600001","20160610","","01","영업/정상","11","정상","","","","","051-817-7739","","","부산광역시 부산진구 전포동 608-1 중앙시장 48호, 67호","부산광역시 부산진구 동성로 143 (전포동,중앙시장 48호, 67호)","","(주)세종그랑시아","20201208105623","U","2020-12-10 02:40:00.0","","387927.951172724","186582.791097672","31","","","","","","","저수조청소업",
"102","저수조청소업","09_30_14_P","3290000","329000031200400009","20070531","","03","폐업","2","폐업","","","","","806-7844","","","부산광역시 부산진구 개금동 218-3","부산광역시 부산진구 백양대로 260  (개금동)","","푸른샘환경","20150105205851","I","2018-08-31 23:59:59.0","","384228.649377821","185955.390308449","31","","","","","","경기가 어려워서","저수조청소업",
"103","저수조청소업","09_30_14_P","3290000","329000031200500001","20060126","","03","폐업","2","폐업","","","","","806-7844","","","부산광역시 부산진구 범천동 844-1 중앙시장2층207-2호","","","양지종합환경공사","20150105205851","I","2018-08-31 23:59:59.0","","","","31","","","","","","영업부진","저수조청소업",
