"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"229","관광숙박업","03_11_01_P","3380000","CDFI2260032018000003","20180404","","01","영업/정상","13","영업중","","","","","0517580022","","","부산광역시 수영구 광안동 194-8번지","부산광역시 수영구 광남로 132, 6층 (광안동)","48303","호스텔 휴","20181031103541","U","2018-11-02 02:36:14.0","","392845.011349387","185832.688857144","관광숙박업","","준주거지역","6","","","","","","","2","","","","","","","","","","","109.21","","","","","","","","","","","","","109","호스텔업",
"230","관광숙박업","03_11_01_P","3380000","CDFI2260032015000002","20150401","","01","영업/정상","13","영업중","","","","","051-757-7661~2","","","부산광역시 수영구 광안동 202-8번지","부산광역시 수영구 남천바다로33번길 25 (광안동)","48303","투헤븐호텔(2HEAVEN HOTEL)","20190808133900","U","2019-08-10 02:40:00.0","","392625.723277187","185419.643859989","관광숙박업","","일반상업지역","5","유흥업소밀집지역","","메리츠화재","숙박시설","4","1","31","1321","","","","","","","","","","1171.15","","","","","","","","","125000000","","","","1171","관광호텔업",
"231","관광숙박업","03_11_01_P","3380000","CDFI2260032015000003","20150514","","01","영업/정상","13","영업중","","","","","051-752-6564","","613805","부산광역시 수영구 광안동 199-5","부산광역시 수영구 남천바다로33번길 51 (광안동)","48303","문베이호텔","20220107182528","U","2022-01-09 02:40:00.0","","392701.752280297","185548.577540561","관광숙박업","","일반상업지역","9","기타","","","숙박시설","9","0","43","3422","","","","","","","","","","2213.47","","","","","","","","","5115000000","","","","2213","관광호텔업",
"232","관광숙박업","03_11_01_P","3380000","CDFI2260032015000005","20150708","","01","영업/정상","13","영업중","","","","","","","613828","부산광역시 수영구 민락동 181-212번지","부산광역시 수영구 광안해변로284번길 43 (민락동)","48283","벡스코호스텔","20190625115914","U","2019-06-27 02:40:00.0","","393620.546604347","185943.247714512","관광숙박업","","준주거지역","3","기타","","","숙박시설","3","","14","320","","","","","","","","","","395.88","","","","","","","","","250000000","","","","396","호스텔업",
"233","관광숙박업","03_11_01_P","3380000","CDFI2260032015000006","20150709","","01","영업/정상","13","영업중","","","","","051-761-2228","","","부산광역시 수영구 광안동 197-16","부산광역시 수영구 광안해변로 191, 4~5층 (광안동)","48303","Playa","20220412164359","U","2022-04-14 02:40:00.0","","392811.786140954","185651.968530719","관광숙박업","","일반상업지역","5","기타","","","숙박시설","5","0","4","119","","","0","0","","0","0","","0","227.14","","0","","","","","","","70000000","","","","227","호스텔업",
"234","관광숙박업","03_11_01_P","3380000","CDFI2260032015000008","20150812","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 178-19번지","부산광역시 수영구 광안해변로 247, 6층 (민락동)","48284","이화맨션","20190603101233","U","2019-06-05 02:40:00.0","","393184.263467815","186044.682885073","관광숙박업","","일반상업지역","6","기타","","","숙박시설","6","","1","697","","","","","","","","","","65.77","","","","","","","","","","","","","66","호스텔업",
"235","관광숙박업","03_11_01_P","3380000","CDFI2260031987000001","19870810","","01","영업/정상","13","영업중","","","","","051-790-2392","","613805","부산광역시 수영구 광안동 192-5번지","부산광역시 수영구 광안해변로 225 (광안동)","","대명화성주식회사 호텔아쿠아펠리스지점","20190916160338","U","2019-09-18 02:40:00.0","","393000.846002969","185934.805960605","관광숙박업","관광사업","일반상업지역","","기타","","","숙박시설","19","3","101","18393","","","","","","","","","","18393.47","","","","","","","","","880000000","","","","18393","관광호텔업",
"236","관광숙박업","03_11_01_P","3380000","CDFI2260031989000001","19891222","","01","영업/정상","13","영업중","","","","","757-1100","","613800","부산광역시 수영구 광안동 50-3","부산광역시 수영구 무학로9번길 133 (광안동)","","유토피아관광호텔","20210120141058","U","2021-01-22 02:40:00.0","","392813.826326522","187410.981398455","관광숙박업","관광사업","상업지역","10","유흥업소밀집지역","","","호텔","8","2","43","7196","Utopia Hotel","Tourist Hotel","","","","","","","","7196.38","","","","","","","","","","","","","7196","관광호텔업",
"237","관광숙박업","03_11_01_P","3380000","CDFI2260032004000001","20041122","","01","영업/정상","13","영업중","","","","","750-8000","","613805","부산광역시 수영구 광안동 193-1","부산광역시 수영구 광안해변로 217 (광안동)","","호텔 호메르스","20210120141538","U","2021-01-22 02:40:00.0","","392926.945313859","185860.446192609","관광숙박업","관광사업","일반상업지역","","주택가주변","","","호텔","20","4","152","17033","","","","","","","","","","15708.68","","","","","","","","","","","","","15709","관광호텔업",
"238","관광숙박업","03_11_01_P","3380000","CDFI2260032004000002","20040723","","01","영업/정상","13","영업중","","","","","051-757-2500","","613827","부산광역시 수영구 민락동 110-60","부산광역시 수영구 민락수변로 141 (민락동)","","호텔AG405","20210624093653","U","2021-06-26 02:40:00.0","","394435.107905923","186233.205501546","관광숙박업","관광사업","준주거지역","11","기타","","","호텔","10","1","62","4793","","","","","","","","","","4792.64","","","","","","","","","","","","","4793","관광호텔업",
"239","관광숙박업","03_11_01_P","3380000","CDFI2260032014000001","20140602","","01","영업/정상","13","영업중","","","","","","","613805","부산광역시 수영구 광안동 199-6번지 5, 9층","부산광역시 수영구 남천바다로33번길 47 (광안동)","48303","더뷰 호스텔","20190319183005","U","2019-03-21 02:40:00.0","","392690.888678443","185530.075768262","관광숙박업","","준주거지역","2","기타","","","호텔","","","11","2030","","","","","","","","","","357.68","","","","","","","","","290000000","","","","358","호스텔업",
"240","관광숙박업","03_11_01_P","3380000","CDFI2260032014000002","20140717","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 178-13 홍륜빌딩","부산광역시 수영구 광안해변로 249, 홍륜빌딩 7층, 9층 (민락동)","48284","안리고택","20220602134135","U","2022-06-04 02:40:00.0","","393213.336569594","186059.235750394","관광숙박업","","준주거지역","10","","","","숙박시설","10","1","13","2143","Jiniguesthouse","Hostel","","","","","","","","416.28","","","","","","","","","200000000","","","","416","호스텔업",
"241","관광숙박업","03_11_01_P","3380000","CDFI2260032014000004","20141212","","01","영업/정상","13","영업중","","","","","","","613828","부산광역시 수영구 민락동 181-68","부산광역시 수영구 광안해변로295번길 4-7, 2~4층 (민락동)","48290","게스트하우스 어반","20200721123521","U","2020-07-23 02:40:00.0","","393641.490610643","186275.669403774","관광숙박업","","준주거지역","4","기타","","","숙박시설","4","1","12","","","","","","","","","","","369.19","","","","","","","","","","","","","369","호스텔업",
"242","관광숙박업","03_11_01_P","3380000","CDFI2260032015000001","20150326","","01","영업/정상","13","영업중","","","","","","","613805","부산광역시 수영구 광안동 203-18","부산광역시 수영구 남천바다로 31-1 (광안동)","48303","제이스테이","20220406093129","U","2022-04-08 02:40:00.0","","392578.29664069","185333.165354711","관광숙박업","","준주거지역","9","기타","","","숙박시설","9","0","12","821","","","0","0","","0","0","","0","334.47","","0","","","","","","","200000000","","","","334","호스텔업",
"243","관광숙박업","03_11_01_P","3380000","CDFI2260032019000010","20191101","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 110-51번지 밀레니엄프라자","부산광역시 수영구 민락수변로 103, 6층 (민락동)","48280","라움103","20191101184527","I","2019-11-03 00:23:22.0","","394184.608661358","186040.029867289","관광숙박업","","","","","","","","","","11","","","","","","","","","","","392.02","","","","","","","","","300000000","","","","392","호스텔업",
"244","관광숙박업","03_11_01_P","3380000","CDFI2260032022000002","20220203","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-137","부산광역시 수영구 민락수변로 9-1, 6층 (민락동)","48283","플로트하우스","20220203105854","I","2022-02-05 00:22:38.0","","393478.357690439","186038.533397304","관광숙박업","","준주거지역","6","","","","","6","0","2","0","","","0","0","","0","0","","0","207.9","","0","","","","","","","51000000","","","","208","호스텔업",
"245","관광숙박업","03_11_01_P","3380000","CDFI2260032020000001","20200211","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-86번지 OK타운","부산광역시 수영구 민락수변로 7, OK타운 9층 (민락동)","48283","스마일하우스","20200413175953","U","2020-04-15 02:40:00.0","","393479.672052761","186063.114240961","관광숙박업","","준주거지역","11","기타","","","숙박시설","10","1","1","","Smile House","","","","","","","","","183.81","","","","","","","","","35000000","","","","184","호스텔업",
"246","관광숙박업","03_11_01_P","3380000","CDFI2260032020000003","20200325","","01","영업/정상","13","영업중","","","","","051-755-8284","","","부산광역시 수영구 민락동 181-154 오션브릿지 A동 1302호","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 A동 13층 1302호 (민락동)","48283","호텔 프리마베라 in Busan","20220215184404","U","2022-02-17 02:40:00.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","17","기타","","","숙박시설","15","2","7","","","","","","","","","","","255.43","","","","","","","","","30000000","","","","255","호스텔업",
"247","관광숙박업","03_11_01_P","3380000","CDFI2260032022000001","20220121","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-1","부산광역시 수영구 광안해변로 282, 4,5층 (민락동)","48283","누리다","20220206083859","U","2022-02-08 02:40:00.0","","393523.98631657","186139.448848263","관광숙박업","","","5","","","","","0","0","4","0","","","0","0","","0","0","","0","152.34","","0","","","","","","","5000000","","","","152","호스텔업",
"248","관광숙박업","03_11_01_P","3380000","CDFI2260032020000002","20200320","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 110-54번지 401호","부산광역시 수영구 광안해변로370번길 9-32, 401호 (민락동)","48280","옐로우라이트하우스","20200413180023","U","2020-04-15 02:40:00.0","","394403.87979233","186260.907153913","관광숙박업","","준주거지역","11","기타","","","숙박시설","9","2","3","","","","","","","","","","","210.42","","","","","","","","","100000000","","","","210","호스텔업",
"249","관광숙박업","03_11_01_P","3380000","CDFI2260032020000005","20200727","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-204 성진회센터","부산광역시 수영구 민락수변로 5, 성진회센터 9층 (민락동)","48283","어반하우스펜트","20200827182605","U","2020-08-29 02:40:00.0","","393462.263967573","186081.959202605","관광숙박업","","준주거지역","13","","","","","11","2","3","","","","","","","","","","","226.33","","","","","","","","","100000000","","","","226","호스텔업",
"250","관광숙박업","03_11_01_P","3380000","CDFI2260032020000004","20200713","","01","영업/정상","13","영업중","","","","","051-982-9700","","","부산광역시 수영구 광안동 197-2","부산광역시 수영구 광안해변로 189 (광안동)","48303","호텔 센트럴베이","20211022180237","U","2021-10-24 02:40:00.0","","392793.081758571","185636.737172389","관광숙박업","","상업지역","19","","","","","17","2","134","0","","","0","0","","0","0","","0","9656.46","","0","","","","","","","500000000","","","","9656","관광호텔업",
"251","관광숙박업","03_11_01_P","3380000","CDFI2260032020000007","20200821","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-135","부산광역시 수영구 민락수변로 9, 5~6층 (민락동)","48283","더웨이브","20201202102735","U","2020-12-04 02:40:00.0","","393475.046553126","186049.671295774","관광숙박업","","","","","","","","","","6","","","","","","","","","","","414.76","","","","","","","","","50000000","","","","415","호스텔업",
"252","관광숙박업","03_11_01_P","3380000","CDFI2260032020000006","20200728","","01","영업/정상","13","영업중","","","","","051-761-1369","","","부산광역시 수영구 민락동 181-154 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 1501호 (민락동)","48283","더베이클럽호텔","20200827182515","U","2020-08-29 02:40:00.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","17","","","","","15","2","5","","","","","","","","","","","361.98","","","","","","","","","1200000000","","","","362","호스텔업",
"253","관광숙박업","03_11_01_P","3380000","CDFI2260032021000004","20210727","","01","영업/정상","13","영업중","","","","","755-2777","","","부산광역시 수영구 민락동 181-154 오션브릿지 B동","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 13~14층 (민락동)","48283","호텔 오션뷰","20210730145700","U","2021-08-01 02:40:00.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","0","","","","","0","0","30","0","","","0","0","","0","0","","0","986.19","","0","","","","","","","6200000000","","","","986","관광호텔업",
"254","관광숙박업","03_11_01_P","3380000","CDFI2260032021000003","20210525","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 200-4","부산광역시 수영구 광안해변로 179, 5층 (광안동)","48303","제이스테이 펜트하우스","20210622151628","U","2021-06-24 02:40:00.0","","392732.161638137","185542.452702234","관광숙박업","","","","","","","","","","4","","","","","","","","","","","218.85","","","","","","","","","125000000","","","","219","호스텔업",
"255","관광숙박업","03_11_01_P","3380000","CDFI2260032020000008","20200928","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-135","부산광역시 수영구 민락수변로 9, 3~4층 (민락동)","48283","휴일","20220112175413","U","2022-01-14 02:40:00.0","","393475.046553126","186049.671295774","관광숙박업","","준주거지역","7","","","메리츠화재","","6","1","6","0","","","0","0","","0","0","","0","414.76","","0","","","","","","","20000000","","","","415","호스텔업",
"256","관광숙박업","03_11_01_P","3380000","CDFI2260032020000009","20200928","","01","영업/정상","13","영업중","","","","","051-711-8870","","","부산광역시 수영구 광안동 201-9","부산광역시 수영구 광안해변로 161, 4~10, 12층 (광안동)","48303","뷰먼드","20201222170456","U","2020-12-24 02:40:00.0","","392647.645789784","185387.257826258","관광숙박업","","상업지역","14","","","","","12","2","8","","","","","","","","","","","721.22","","","","","","","","","340000000","","","","721","호스텔업",
"257","관광숙박업","03_11_01_P","3380000","CDFI2260032020000010","20201015","","01","영업/정상","13","영업중","","","","","051-758-4400","","","부산광역시 수영구 민락동 34-1 다온채","부산광역시 수영구 광안해변로307번길 15, 다온채 지하1,지상7~11층 (민락동)","48290","레지던스 다온채","20220628095117","U","2022-06-30 02:40:00.0","","393692.666815799","186353.10308332","관광숙박업","","","12","","","","","11","1","20","0","","","0","0","","0","0","","0","841.55","","0","","","","","","","300000000","","","","842","호스텔업",
"258","관광숙박업","03_11_01_P","3380000","CDFI2260032021000002","20210423","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-154 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 3층 (민락동)","48283","호텔 디옴므","20210528164049","U","2021-05-30 02:40:00.0","","393521.998603867","185933.100965604","관광숙박업","","","","","","","","","","30","","","","","","","","","","","795.42","","","","","","","","","","","","","795","호스텔업",
"259","관광숙박업","03_11_01_P","3380000","CDFI2260032018000004","20181109","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 28-10","부산광역시 수영구 수영로464번길 22, 4층 (남천동)","48314","광안리 관광숙박","20220628132610","U","2022-06-30 02:40:00.0","","392342.593352953","185128.903584316","관광숙박업","","","4","","","","숙박시설","4","","6","988","LILY’S HOUSE","TOURIST ACCOMMODATION (Hostel)","","","","","","","","176.12","","","","","","","","","","","","","176","호스텔업",
"260","관광숙박업","03_11_01_P","3380000","CDFI2260032018000005","20181109","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 34-4번지","부산광역시 수영구 민락본동로11번길 42, 9층 (민락동)","48290","더폼호스텔","20190620105721","U","2019-06-22 02:40:00.0","","393674.813163769","186323.002192638","관광숙박업","","","9","","","","숙박시설","9","","2","1147","THE FORM HOSTEL","TOURIST ACCOMMODATION (Hostel)","","","","","","","","154.66","","","","","","","","","","","","","155","호스텔업",
"261","관광숙박업","03_11_01_P","3380000","CDFI2260032021000001","20210208","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 176-14","부산광역시 수영구 광안해변로 273, 2~4층 (민락동)","48286","광안273","20210210172828","U","2021-02-12 02:40:00.0","","393429.955148773","186148.123774366","관광숙박업","","","4","","","","","","","8","","","","","","","","","","","310.57","","","","","","","","","10000000","","","","311","호스텔업",
"262","관광숙박업","03_11_01_P","3380000","CDFI2260032015000004","20150630","20180827","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","613828","부산광역시 수영구 민락동 178-13번지","부산광역시 수영구 광안해변로 249, 7층 (민락동, 홍윤빌딩)","48284","지니게스트하우스2","20180827102326","I","2018-08-31 23:59:59.0","","393213.336569594","186059.235750394","관광숙박업","","일반상업지역","10","기타","","","숙박시설","10","1","7","","","","","","","","","","","208.14","","","","","","","","","150000000","","","","208","호스텔업",
"263","관광숙박업","03_11_01_P","3390000","CDFI2260032003000001","20030107","","03","폐업","03","폐업","20191219","","","","051-310-8500","","617829","부산광역시 사상구 엄궁동 149-1번지","부산광역시 사상구 낙동대로 713 (엄궁동)","","보람상조라이프(주) 플라밍고 호텔","20191219171923","U","2019-12-21 02:40:00.0","","379217.521019149","182483.668081666","관광숙박업","관광사업","일반주거지역","","","","","","","","74","11394","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"264","관광숙박업","03_11_01_P","3390000","CDFI2260032016000001","20160706","","03","폐업","03","폐업","20200414","","","","","","","부산광역시 사상구 괘법동 272-26번지","부산광역시 사상구 광장로81번길 55 (괘법동)","46964","브라운도트호텔 사상점","20200421164729","U","2020-04-23 02:40:00.0","","380690.195137444","186879.160287248","관광숙박업","","일반상업지역","8","유흥업소밀집지역","","","호텔","7","1","46","2737","","","","","","","","","","2742.03","","","","","","","","","2000000000","","","","2742","관광호텔업",
"265","관광숙박업","03_11_01_P","3390000","CDFI2260032007000001","20071116","","01","영업/정상","13","영업중","","","","","328-2001,320-9678","","617809","부산광역시 사상구 괘법동 564-25 (광장로 46)","부산광역시 사상구 광장로 46 (괘법동)","46972","(주)한도 호텔파라곤","20210503153139","U","2021-05-05 02:40:00.0","","380460.313281968","186548.086870476","관광숙박업","관광사업","일반상업지역","17","유흥업소밀집지역","","","호텔","14","3","132","16175","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"266","관광숙박업","03_11_01_P","3390000","CDFI2260032021000002","20210811","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 272-26","부산광역시 사상구 광장로81번길 55 (괘법동)","46964","소르젠떼 비지니스 호텔","20210811174529","I","2021-08-13 00:22:51.0","","380690.195137444","186879.160287248","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"267","관광숙박업","03_11_01_P","3390000","CDFI2260032021000001","20210205","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 517-1","부산광역시 사상구 낙동대로 1226 (괘법동)","46960","ND1226 HOTEL","20210408181253","U","2021-04-10 02:40:00.0","","380057.991425369","187370.836235846","관광숙박업","","","","","","DB 손해보험","","","","32","","","","","","","","","","","","","","","","","","","","","","","","","호스텔업",
"268","관광숙박업","03_11_01_P","3400000","CDFI2260032022000001","20220324","","01","영업/정상","13","영업중","","","","","051-721-8585","","","부산광역시 기장군 기장읍 연화리 376-4","부산광역시 기장군 기장읍 연화1길 27","46082","베스트루이스해밀턴호텔 오션테라스","20220405162839","U","2022-04-07 02:40:00.0","","402288.629013656","192769.966698238","관광숙박업","","준주거지역","13","","","","숙박시설","12","1","70","3118","","","0","0","","0","0","","0","3665.59","","0","","","","","","","17909999600","","","","3666","관광호텔업",
"269","관광숙박업","03_11_01_P","3400000","CDFI2260032007000001","20070806","","01","영업/정상","13","영업중","","","","","051-727-9991","","","부산광역시 기장군 장안읍 기룡리 454-3","부산광역시 기장군 장안읍 장안로 38","46032","(주)동부산온천호텔","20220621162629","U","2022-06-23 02:40:00.0","","404771.782281376","207205.169925653","관광숙박업","관광사업","자연녹지지역","7","기타","","","호텔","7","1","61","10722","DONGBUSAN SPA HOTEL","TOURISM HOTEL","0","0","","0","0","","0","10721.98","","0","","","","","","","100000000","","","","10722","관광호텔업",
"270","관광숙박업","03_11_01_P","3400000","CDFI2260032017000001","20170414","","01","영업/정상","13","영업중","","","","","051-723-9633","","","부산광역시 기장군 기장읍 시랑리 704","부산광역시 기장군 기장읍 기장해안로 268-31","46083","아난티펜트하우스 해운대","20220621165542","U","2022-06-23 02:40:00.0","","402899.903247998","191204.274453815","관광숙박업","","일반주거지역","10","기타","","한화손해보험","콘도미니엄","10","3","218","84753","","","0","0","","0","0","","0","84752.66","","0","","","","","","","48000000000","","","","84753","휴양콘도미니엄업",
"271","관광숙박업","03_11_01_P","3400000","CDFI2260032017000003","20170614","","01","영업/정상","13","영업중","","","","","051-509-1622","","","부산광역시 기장군 기장읍 시랑리 704-1 힐튼부산(부산지점)","부산광역시 기장군 기장읍 기장해안로 268-32, 힐튼부산(부산지점)","46083","힐튼 부산","20220524154946","U","2022-05-26 02:40:00.0","","402877.316530715","191010.779904556","관광숙박업","","일반주거지역","10","기타","","한화손해보험","호텔","10","4","316","93982","","","0","0","","0","0","","0","93981.55","","0","","","","","","","0","","","","93982","관광호텔업",
"272","관광숙박업","03_11_01_P","3400000","CDFI2260032019000001","20190814","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 일광면 삼성리 714-2","부산광역시 기장군 일광면 일역길 78-1","46044","URBANE pool villa (어베인풀빌라)","20201022155443","U","2020-10-24 02:40:00.0","","403138.677972054","198055.522421124","관광숙박업","","준주거지역","","기타","","메리츠화재","숙박시설","7","1","8","1378","","","","","","","","","","1377.57","","","","","","","","","","","","","1378","호스텔업",
"273","관광숙박업","03_11_01_P","3400000","CDFI2260032019000003","20191205","","01","영업/정상","13","영업중","","","","","051-728-8100","","","부산광역시 기장군 정관읍 달산리 1049-5","부산광역시 기장군 정관읍 산단1로 98-31","46027","브라운도트 호텔","20220517170756","U","2022-05-19 02:40:00.0","","398339.013776159","204037.010296474","관광숙박업","","일반상업지역","8","기타","","농협손해보험주식회사","숙박시설","8","0","41","0","","","0","0","","0","0","","0","2174.06","","0","","","","","","","0","","","","2174","관광호텔업",
"274","관광숙박업","03_11_01_P","3400000","CDFI2260032019000002","20191024","","01","영업/정상","13","영업중","","","","","051-726-0707","","","부산광역시 기장군 기장읍 대변리 504-3 해운대비치골프앤리조트","부산광역시 기장군 기장읍 대변로 74, 해운대비치골프앤리조트","46079","해운대비치골프앤리조트","20220426094622","U","2022-04-28 02:40:00.0","","402144.440463941","194554.94940589","관광숙박업","","","5","","","","","4","1","75","0","","","0","0","","0","0","","0","24574.5","","0","","","","","","","0","","","","24575","휴양콘도미니엄업",
"275","관광숙박업","03_11_01_P","3400000","CDFI2260032020000001","20200602","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 연화리 330-2","부산광역시 기장군 기장읍 기장해안로 460","46082","본레브호텔","20220527132541","U","2022-05-29 02:40:00.0","","402350.452980965","192977.953100302","관광숙박업","","일반주거지역","7","기타","","농협","숙박시설","7","1","24","2500","","","0","0","","0","0","","0","2499.51","","0","","","","","","","7600000000","","","","2500","호스텔업",
"276","관광숙박업","03_11_01_P","3400000","CDFI2260032020000002","20200610","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 시랑리 615-5","부산광역시 기장군 기장읍 기장해안로 26","46084","타이드어웨이풀빌라","20220625092950","U","2022-06-27 02:40:00.0","","401110.03747854","189244.630270794","관광숙박업","","일반주거지역","4","기타","","kb손해보험","숙박시설","4","2","14","1888","","","0","0","","0","0","","0","1887.84","","0","","","","","","","5500000300","","","","1888","호스텔업",
"277","관광숙박업","03_11_01_P","3400000","CDFI2260032021000001","20210722","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 연화리 377","부산광역시 기장군 기장읍 연화1길 21","46082","빌라드연화","20220621162711","U","2022-06-23 02:40:00.0","","402268.765262893","192725.221409509","관광숙박업","","준주거지역","6","기타","","삼성화재","숙박시설","5","1","9","1065","","","0","0","","0","0","","0","1064.94","","0","","","","","","","0","","","","1065","호스텔업",
"278","관광숙박업","03_11_01_P","3400000","CDFI2260032020000004","20201006","","01","영업/정상","13","영업중","","","","","051-723-3322","","","부산광역시 기장군 일광읍 삼성리 890-4","부산광역시 기장군 일광면 해송3로 2","46044","하운드호텔 기장일광점","20220621162745","U","2022-06-23 02:40:00.0","","","","관광숙박업","","일반상업지역","11","기타","","동부","숙박시설","11","1","53","2971","","","0","0","","0","0","","0","2970.81","","0","","","","","","","0","","","","2971","관광호텔업",
"279","관광숙박업","03_11_01_P","3400000","CDFI2260032020000003","20200922","","01","영업/정상","13","영업중","","","","","051-723-6912","","","부산광역시 기장군 일광읍 삼성리 714-8","부산광역시 기장군 일광읍 기장해안로 1309-4","46044","테라스","20220516104432","U","2022-05-18 02:40:00.0","","403158","198010","관광숙박업","","준주거지역","5","기타","","메리츠화재","숙박시설","5","0","20","984","","","0","0","","0","0","","0","983.72","","0","","","","","","","2000000000","","","","984","호스텔업",
"280","관광숙박업","03_11_01_P","3400000","CDFI2260032022000002","20220701","","01","영업/정상","13","영업중","","","","","051-5104-1369","","","부산광역시 기장군 기장읍 대변리 279 대변리 280","부산광역시 기장군 기장읍 연화길 78","46079","더베이클럽호텔(연화리점)","20220701165240","I","2022-07-03 00:22:29.0","","402702.222664321","193527.598399612","관광숙박업","","준주거지역","12","","","","호텔","11","1","0","0","","","0","0","","0","0","","0","450.33","","0","","","","","","","0","","","","450","관광호텔업",
