"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","약국영업면적","지정일자",
"88","약국","01_01_06_P","3250000","PHMD120173250021084000004","20170904","","03","폐업","03","폐업","20200706","","","","0514424046","","","부산광역시 중구 동광동5가 19번지 13호","부산광역시 중구 샘길 1, 2층 (동광동5가)","48925","푸른지산약국","20200706102840","U","2020-07-08 02:40:00.0","","385281.026900347","180539.427769874","82.55","20170904",
"89","약국","01_01_06_P","3250000","PHMD120183250021084000001","20180102","","03","폐업","03","폐업","20180927","","","","245-0669","","","부산광역시 중구 남포동4가 2번지 7호","부산광역시 중구 구덕로34번길 3 (남포동4가)","48953","제일대동약국","20180927110156","U","2018-09-27 23:59:59.0","","385211.790602228","179567.012887262","79.33","20180102",
"90","약국","01_01_06_P","3250000","PHMD120183250021084000002","20180702","","03","폐업","03","폐업","20211028","","","","0512485002","","","부산광역시 중구 대청동2가 28번지 4호","부산광역시 중구 광복중앙로34번길 13, 1층 (대청동2가)","48949","오즈약국","20211028110314","U","2021-10-30 02:40:00.0","","385163.851204937","180030.382925508","37.09","20180702",
"91","약국","01_01_06_P","3250000","PHMD120203250021084000003","20200928","","03","폐업","03","폐업","20201123","","","","051-469-9693","","","부산광역시 중구 중앙동4가 47-1","부산광역시 중구 해관로 69, 1층 (중앙동4가)","48930","역전미도약국","20201123140948","U","2020-11-25 02:40:00.0","","385506.806710378","180339.259542851","39.6","20200928",
"92","약국","01_01_06_P","3250000","PHMD120223250021084000001","20220404","","01","영업/정상","13","영업중","","","","","051-714-1366","","","부산광역시 중구 남포동1가 51-1","부산광역시 중구 구덕로 5, 1층 (남포동1가)","48984","자갈치홍약국","20220404144856","I","2022-04-06 00:22:34.0","","385498.715304754","179506.941647499","48.2","20220404",
"93","약국","01_01_06_P","3250000","PHMD120203250021084000001","20200304","","01","영업/정상","13","영업중","","","","","051-244-3650","","","부산광역시 중구 대청동2가 8번지 11호","부산광역시 중구 대청로 105, 1층 (대청동2가)","48933","해님약국","20200304160342","I","2020-03-06 00:23:23.0","","385140.996257427","180133.026890281","75.25","20200304",
"94","약국","01_01_06_P","3250000","PHMD119633250021084000001","19630207","","01","영업/정상","13","영업중","","","","","051-469-4142","","600815","부산광역시 중구 중앙동4가 52번지 37호","부산광역시 중구 동광길 88 (중앙동4가)","48928","동서약국","20140226102954","I","2018-08-31 23:59:59.0","","385482.062062883","180515.924365737","0","19630207",
"95","약국","01_01_06_P","3250000","PHMD119753250021084000002","19750627","","01","영업/정상","13","영업중","","","","","051-245-5885","","","부산광역시 중구 부평동 2가 77","부산광역시 중구 흑교로 34 (부평동2가)","48977","부평약국","20130910160714","I","2018-08-31 23:59:59.0","","384621.820885404","180029.395795349","0","19750627",
"96","약국","01_01_06_P","3250000","PHMD119823250021084000001","20100701","","01","영업/정상","13","영업중","","","","","051-245-5777","","600023","부산광역시 중구 동광동3가 2번지 1호","부산광역시 중구 대청로 132 (동광동3가)","48955","금생약국","20130910160612","I","2018-08-31 23:59:59.0","","385407.093212976","180066.513530337","33","20100701",
"97","약국","01_01_06_P","3250000","PHMD119823250021084000003","19820610","","01","영업/정상","13","영업중","","","","","051-245-9401","","","부산광역시 중구 대청동 2가 23-7","부산광역시 중구 광복중앙로 35 (대청동2가)","48948","중앙약국","20130910160048","I","2018-08-31 23:59:59.0","","385088.48436962","180044.62672849","0","19820610",
"98","약국","01_01_06_P","3250000","PHMD119833250021084000001","19830603","","01","영업/정상","13","영업중","","","","","051-245-2365","","","부산광역시 중구 부평동 2가 68-5","부산광역시 중구 흑교로 20 (부평동2가)","48977","천우사약국","20210226140455","U","2021-02-28 02:40:00.0","","384602.0332017","179898.863217551","0","19830603",
"99","약국","01_01_06_P","3250000","PHMD119863250021084000002","19860415","","01","영업/정상","13","영업중","","","","","051-469-4389","","600715","부산광역시 중구 중앙동4가 79번지 1호","부산광역시 중구 충장대로9번길 52, 102호 (중앙동4가, 마린센터빌딩)","48936","해양약국","20140516110643","I","2018-08-31 23:59:59.0","","385825.756707547","180869.292984843","112.18","19860415",
"100","약국","01_01_06_P","3250000","PHMD119993250021084000001","19991228","","01","영업/정상","13","영업중","","","","","051-441-8275","","600025","부산광역시 중구 동광동5가 15번지 78호","부산광역시 중구 동영로 9-2 (동광동5가)","48918","메리놀약국","20130910115447","I","2018-08-31 23:59:59.0","","385325.28670413","180675.864874969","48.76","19991228",
"101","약국","01_01_06_P","3250000","PHMD120013250021084000001","20010706","","01","영업/정상","13","영업중","","","","","051-253-1963","","","부산광역시 중구 보수동1가 91번지 1호","부산광역시 중구 흑교로52번길 6-1, 1층 (보수동1가)","48962","굿모닝약국","20190701164719","U","2019-07-03 02:40:00.0","","384602.31343031","180221.362367371","26.4","20010706",
"102","약국","01_01_06_P","3250000","PHMD120013250021084000002","20010731","","01","영업/정상","13","영업중","","","","","051-464-0075","","","부산광역시 중구 영주1동 58-28","부산광역시 중구 대영로 219 (영주동)","48910","영주약국","20130910115135","I","2018-08-31 23:59:59.0","","385437.601991835","181143.722067198","105.6","20010731",
"103","약국","01_01_06_P","3250000","PHMD120033250021084000001","20030603","","01","영업/정상","13","영업중","","","","","051-242-9954","","","부산광역시 중구 창선동 2가 22-2","부산광역시 중구 광복로 31 (창선동2가)","48946","한일사약국","20191107161656","U","2019-11-09 02:40:00.0","","384900.848162093","179704.19491793","102.95","20030603",
"104","약국","01_01_06_P","3250000","PHMD120063250021084000001","20060302","","01","영업/정상","13","영업중","","","","","051-242-1089","","600071","부산광역시 중구 부평동1가 1번지 2호","부산광역시 중구 대청로 70-1 (부평동1가)","48978","건강한온누리약국","20130910155940","I","2018-08-31 23:59:59.0","","384804.049461616","180075.205770295","199.64","20060302",
"105","약국","01_01_06_P","3250000","PHMD120073250021084000004","20071029","","01","영업/정상","13","영업중","","","","","051-442-2525","","","부산광역시 중구 영주1동 60-11","부산광역시 중구 대영로 213 (영주동)","48910","미소약국","20111214105359","I","2018-08-31 23:59:59.0","","385385.797145415","181155.165823209","0","20071029",
"106","약국","01_01_06_P","3250000","PHMD120083250021084000006","20081017","","01","영업/정상","13","영업중","","","","","051-248-0616","","","부산광역시 중구 남포동 6가 63","부산광역시 중구 구덕로 90 (남포동6가)","48981","남포메디칼약국","20140115143252","I","2018-08-31 23:59:59.0","","384670.317658138","179489.435069922","138.72","20081017",
"107","약국","01_01_06_P","3250000","PHMD120093250021084000003","20090629","","01","영업/정상","13","영업중","","","","","0512543526","","","부산광역시 중구 남포동5가 88 1층","부산광역시 중구 자갈치로37번길 4, 1층 (남포동5가)","48983","늘푸른약국","20220224174459","U","2022-02-26 02:40:00.0","","384910.4665739","179447.226505734","24.77","20090629",
"108","약국","01_01_06_P","3250000","PHMD120093250021084000005","20090714","","01","영업/정상","13","영업중","","","","","241-0095","","600091","부산광역시 중구 대청동1가 39번지 2호","부산광역시 중구 대청로 126 (대청동1가)","48950","참편한약국","20111214100743","I","2018-08-31 23:59:59.0","","385350.382926888","180060.036558779","115","20090714",
"109","약국","01_01_06_P","3250000","PHMD120213250021084000004","20211028","","01","영업/정상","13","영업중","","","","","051-253-2005","","","부산광역시 중구 대청동2가 28-4","부산광역시 중구 광복중앙로34번길 13, 1층 (대청동2가)","48949","오즈약국","20220620163851","U","2022-06-22 02:40:00.0","","385163.851204937","180030.382925508","37.09","20211028",
"110","약국","01_01_06_P","3250000","PHMD119943250021084000001","19941229","","01","영업/정상","13","영업중","","","","","051-245-5265","","","부산광역시 중구 창선동 2가 22-1","부산광역시 중구 광복로 31-1 (창선동2가)","48946","새부산약국","20130910122657","I","2018-08-31 23:59:59.0","","384909.421952361","179703.5895458","0","19941229",
"111","약국","01_01_06_P","3250000","PHMD120113250021084000004","20110601","","01","영업/정상","13","영업중","","","","","256-6667","","600093","부산광역시 중구 대청동3가 13번지 2호","부산광역시 중구 대청로 88-1 (대청동3가)","48947","미래약국","20111214101032","I","2018-08-31 23:59:59.0","","384980.357137559","180069.586957325","39.6","20110601",
"112","약국","01_01_06_P","3250000","PHMD120113250021084000006","20111128","","01","영업/정상","13","영업중","","","","","051-466-8009","","600025","부산광역시 중구 동광동5가 16번지 36호","부산광역시 중구 동영로 6 (동광동5가)","48921","성모온누리약국","20130910122202","I","2018-08-31 23:59:59.0","","385315.732318257","180623.294138422","81.64","20111128",
"113","약국","01_01_06_P","3250000","PHMD120123250021084000002","20120410","","01","영업/정상","13","영업중","","","","","245-1081","","600818","부산광역시 중구 창선동2가 21번지 2호 3,4,6번지","부산광역시 중구 광복로 33 (창선동2가)","48946","세명약국","20130910122419","I","2018-08-31 23:59:59.0","","384923.565817085","179708.747800094","172.5","20120410",
"114","약국","01_01_06_P","3250000","PHMD120123250021084000003","20120412","","01","영업/정상","13","영업중","","","","","257-8305","","600031","부산광역시 중구 광복동1가 40번지 1호","부산광역시 중구 구덕로 4 (광복동1가)","48954","우리팜약국","20130910154001","I","2018-08-31 23:59:59.0","","385501.729426711","179586.896774275","82.5","20120412",
"115","약국","01_01_06_P","3250000","PHMD120133250021084000003","20130417","","01","영업/정상","13","영업중","","","","","051)231-5898","","600806","부산광역시 중구 부평동2가 68번지 4호","부산광역시 중구 흑교로 18 (부평동2가)","48977","밝은미래약국","20130418091928","I","2018-08-31 23:59:59.0","","384598.903964711","179879.997494786","49.5","20130417",
"116","약국","01_01_06_P","3250000","PHMD120133250021084000007","20130917","","01","영업/정상","13","영업중","","","","","051)246-1100","","600042","부산광역시 중구  22번지 1호","부산광역시 중구 구덕로 40, 지하1층 (남포동2가)","48953","무지개약국","20130917151414","I","2018-08-31 23:59:59.0","","385177.758639599","179602.537753132","73.47","20130917",
"117","약국","01_01_06_P","3250000","PHMD120143250021084000001","20140203","","01","영업/정상","13","영업중","","","","","462-6057","","600093","부산광역시 중구 대청동3가 7번지 20호","부산광역시 중구 대청로 81 (대청동3가)","48933","심약국","20140203105040","I","2018-08-31 23:59:59.0","","384914.029318485","180108.282041036","93.52","20140203",
"118","약국","01_01_06_P","3250000","PHMD120153250021084000005","20151102","","01","영업/정상","13","영업중","","","","","051-245-6505","","","부산광역시 중구 대청동3가 20번지","부산광역시 중구 대청로 80 (대청동3가)","48946","신대동약국","20151102172841","I","2018-08-31 23:59:59.0","","384893.634546496","180069.338251171","35.1","20151102",
"119","약국","01_01_06_P","3250000","PHMD120143250021084000003","20140623","","01","영업/정상","13","영업중","","","","","051-253-1311","","600819","부산광역시 중구 창선동2가 26번지 1호","부산광역시 중구 국제시장2길 5 (창선동2가)","48945","일진사약국","20150710172315","I","2018-08-31 23:59:59.0","","384883.108103904","179757.761844511","106.05","20140623",
"120","약국","01_01_06_P","3250000","PHMD120143250021084000004","20140703","","01","영업/정상","13","영업중","","","","","468-3491","","600815","부산광역시 중구 중앙동4가 29번지 8호","부산광역시 중구 해관로 60-1, 2층 (중앙동4가)","48929","보원당한약국","20140703165324","I","2018-08-31 23:59:59.0","","385542.342258439","180246.439800023","106.05","20140703",
