"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"73","소독업","09_30_11_P","3270000","PHMB520083270022042500003","20081205","","03","폐업","03","폐업","20140227","","","","4610055","","601839","부산광역시 동구 초량동 1212번지 9호","부산광역시 동구 중앙대로180번길 6-15 (초량동)","601839","케이비유니온개발(주)","20140227155622","I","2018-08-31 23:59:59.0","","385842.289100827","181119.770398261","307.05","181.74","1","2","1","5","5","5","5","1",
"74","소독업","09_30_11_P","3270000","PHMB519863270022042500001","19860916","","03","폐업","03","폐업","20110113","","","","469-3323","","601013","부산광역시 동구 초량동 113번지 10호","부산광역시 동구 고관로13번길 48 (초량동)","","주)디이씨오","20110113174905","I","2018-08-31 23:59:59.0","","385844.363331599","182195.059413111","","","1","2","1","5","5","5","5","1",
"75","소독업","09_30_11_P","3270000","PHMB519893270022042500001","19891230","","03","폐업","03","폐업","20110413","","","","051-465-6400","","601011","부산광역시 동구 초량동 1209번지 16호","부산광역시 동구 중앙대로 189 (초량동)","","아주종합방제(주)","20110414092352","I","2018-08-31 23:59:59.0","","385800.342701375","181394.46924092","30","45","1","2","1","5","5","5","5","1",
"76","소독업","09_30_11_P","3270000","PHMB519993270022042500001","19990130","","03","폐업","03","폐업","20130819","","","","441-1613","","601814","부산광역시 동구 수정1동 970번지 8호","부산광역시 동구 수정외솔로 6 (수정동)","601814","신일산업","20130819105730","I","2018-08-31 23:59:59.0","","386153.581944822","182679.965503436","17","31","1","2","1","5","5","5","5","1",
"77","소독업","09_30_11_P","3270000","PHMB520003270022042500001","20000106","","03","폐업","03","폐업","20121212","","","","442-3992","","601031","부산광역시 동구 수정동 377번지 9호","부산광역시 동구 초량상로 137 (수정동)","601814","코월방제","20121212113430","I","2018-08-31 23:59:59.0","","385968.913220027","182412.665087913","19","28","1","2","1","5","5","5","5","1",
"78","소독업","09_30_11_P","3270000","PHMB520093270022042500001","20090422","","03","폐업","03","폐업","20121012","","","","051-638-9934","","601064","부산광역시 동구 범일4동 1442번지 1호","부산광역시 동구 망양로 897 (범일동)","601809","(주)세스코 부산서부지사","20130328162308","I","2018-08-31 23:59:59.0","","386718.153749975","184256.581053645","","","1","2","1","5","5","5","5","1",
"79","소독업","09_30_11_P","3270000","PHMB520093270022042500002","20090508","","03","폐업","03","폐업","20100909","","","","","","601808","부산광역시 동구 범일2동 830번지 150호","부산광역시 동구 자성로133번길 49 (범일동)","","주)한미안전공사","20101210175132","I","2018-08-31 23:59:59.0","","387879.838515935","184356.422990153","149.89","35","1","2","1","5","5","5","5","1",
"80","소독업","09_30_11_P","3270000","PHMB520103270022042500001","20120810","","03","폐업","03","폐업","20120810","","","","","","601062","부산광역시 동구 범일2동 825번지 7호 두산위브포세이돈2 105동 1901호","부산광역시 동구 자성로116번길 2, 105동 1901호 (범일동, 두산위브포세이돈2)","601843","(주)페가스","20120813133305","I","2018-08-31 23:59:59.0","","388040.090360392","183818.845448598","81.78","31.33","1","2","1","5","5","5","5","1",
"81","소독업","09_30_11_P","3270000","PHMB520103270022042500003","20100930","","03","폐업","03","폐업","20150331","","","","051-466-3288","","601061","부산광역시 동구 범일1동 830번지 216호 호림빌딩 301호","부산광역시 동구 조방로49번길 29, 301호 (범일동, 호림빌딩)","601808","(주)영신종합시스템","20150331144534","I","2018-08-31 23:59:59.0","","387703.04599269","184060.087160652","87.78","24.79","1","2","1","5","5","5","5","1",
"82","소독업","09_30_11_P","3270000","PHMB520113270022042500001","20110426","","03","폐업","03","폐업","20130329","","","","051-462-0128","","601839","부산광역시 동구 초량1동 1212번지 22호","부산광역시 동구 중앙대로180번길 12-4 (초량동)","601839","지에이차산업(주)","20130329104906","I","2018-08-31 23:59:59.0","","385893.062825117","181198.287019303","54","45","1","2","1","5","5","5","5","1",
"83","소독업","09_30_11_P","3270000","PHMB520113270022042500002","20110712","","03","폐업","03","폐업","20181217","","","","051-441-6660","","601836","부산광역시 동구 초량3동 1150번지 3호 금복주빌딩 402호","부산광역시 동구 중앙대로332번길 7-8, 402호 (초량동, 금복주빌딩)","48729","(주)진환기업","20181217140336","U","2018-12-19 02:40:00.0","","386504.619122908","182659.497508451","66.12","16.53","1","2","1","5","5","5","5","1",
"84","소독업","09_30_11_P","3270000","PHMB520113270022042500003","20111101","","03","폐업","03","폐업","20130828","","","","","","601013","부산광역시 동구 초량3동 1195번지 7호 화랑빌딩 201호","부산광역시 동구 중앙대로236번길 13-5 (초량동, 화랑빌딩 201호)","601013","(사)신체장애인 영남사업부","20130828180121","I","2018-08-31 23:59:59.0","","386170.418746344","181783.473517605","30.3","3","1","2","1","5","5","5","5","1",
"85","소독업","09_30_11_P","3270000","PHMB520173270022042500005","20170719","","03","폐업","03","폐업","20180315","","","","051-415-2519","","","부산광역시 동구 좌천동 661번지 3호 3층","부산광역시 동구 중앙대로 411, 3층 (좌천동)","48775","다해","20180316090016","I","2018-08-31 23:59:59.0","","386893.550211499","183298.699653214","6.6","4.85","1","2","0","3","5","5","5","1",
"86","소독업","09_30_11_P","3270000","PHMB520033270022042500002","20030918","","01","영업/정상","13","영업중","","","","","051-441-7171","","","부산광역시 동구 범일동 833번지 5호 5층","부산광역시 동구 조방로49번길 18-1, 5층 (범일동)","48738","(주)국제보안공사","20201218092827","U","2020-12-20 02:40:00.0","","387669.381971629","184165.743234791","20.45","24.28","1","2","1","5","5","5","5","1",
"87","소독업","09_30_11_P","3270000","PHMB520033270022042500004","20031224","","01","영업/정상","13","영업중","","","","","051-632-6382","","601808","부산광역시 동구 범일2동 833번지 36호","부산광역시 동구 조방로49번길 18 (범일동)","48738","주)삼부종합개발","20210413172345","U","2021-04-15 02:40:00.0","","387669.55322675","184175.49076279","63","42","1","2","1","5","5","5","5","1",
"88","소독업","09_30_11_P","3270000","PHMB520073270022042500002","20071102","","01","영업/정상","13","영업중","","","","","051-468-8434","","601812","부산광역시 동구 수정동 96번지 7호","부산광역시 동구 중앙대로349번길 38 (수정동)","48791","주)창성개발","20210415105353","U","2021-04-17 02:40:00.0","","386355.598444789","182723.923801479","86","12","1","2","1","5","5","5","5","1",
"89","소독업","09_30_11_P","3270000","PHMB520083270022042500002","20080703","","01","영업/정상","13","영업중","","","","","051-441-2244","","","부산광역시 동구 초량동 1157-8","부산광역시 동구 중앙대로308번길 3-5, 3층 302호 (초량동)","48729","(주)부성기업","20210329183709","U","2021-03-31 02:40:00.0","","386351.941329364","182468.78681462","48.26","19.83","1","2","1","5","5","5","5","1",
"90","소독업","09_30_11_P","3270000","PHMB520133270022042500002","20130614","","01","영업/정상","13","영업중","","","","","051-643-1101","","601719","부산광역시 동구 범일2동 830번지 42호 썬오피스텔 1403,1406,호","부산광역시 동구 조방로 39, 1403,1406,호 (범일동,썬오피스텔)","","협성개발(주)","20141227145622","I","2018-08-31 23:59:59.0","","387727.932157079","184254.180458819","","","1","2","1","5","5","5","5","1",
"91","소독업","09_30_11_P","3270000","PHMB520163270022042500001","20160421","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 동구 중앙대로236번길 7-6, 대양빌딩동 302호 (초량동)","48732","(주)더청화","20160421143520","I","2018-08-31 23:59:59.0","","386150.162434706","181791.701583383","46.2","56.2","1","2","0","3","5","5","5","1",
"92","소독업","09_30_11_P","3270000","PHMB519873270022042500001","19870616","","01","영업/정상","13","영업중","","","","","051-463-8636","","601031","부산광역시 동구 수정동 397번지 38호","부산광역시 동구 고관로 37 (수정동)","48795","한미환경공사","20201218092610","U","2020-12-20 02:40:00.0","","386143.648438944","182310.284761736","","","1","2","1","5","5","5","5","1",
"93","소독업","09_30_11_P","3270000","PHMB519943270022042500001","19940406","","01","영업/정상","13","영업중","","","","","","","601820","부산광역시 동구 수정동 1168번지 1호","부산광역시 동구 수정공원상로14번길 19 (수정동)","48711","미진방역사","20181107155512","U","2018-11-09 02:38:05.0","","385804.512508596","182997.696860257","49","30","1","2","1","5","5","5","5","1",
"94","소독업","09_30_11_P","3270000","PHMB519943270022042500002","19940621","","01","영업/정상","13","영업중","","","","","051-647-5599","","601822","부산광역시 동구 좌천1동 68번지 40호","부산광역시 동구 성남로 39 (좌천동)","48757","(주)하이포스","20150209175356","I","2018-08-31 23:59:59.0","","387133.618257606","183152.848625373","40","38","1","2","1","5","5","5","5","1",
"95","소독업","09_30_11_P","3270000","PHMB519993270022042500002","19990408","","01","영업/정상","13","영업중","","","","","051-462-0881","","","부산광역시 동구 초량동 1157번지 8호","부산광역시 동구 중앙대로308번길 3-5 (초량동)","48729","(주)국제시큐리티","20180517164916","I","2018-08-31 23:59:59.0","","386351.941329364","182468.78681462","46.35","9.76","1","2","1","5","5","5","5","1",
"96","소독업","09_30_11_P","3270000","PHMB520103270022042500002","20100813","","01","영업/정상","13","영업중","","","","","051-469-0009","","","부산광역시 동구 초량동 1195번지 6호 2층","부산광역시 동구 중앙대로236번길 7-6, 2층 (초량동)","48732","씨앤에스코리아","20201218092723","U","2020-12-20 02:40:00.0","","386150.162434706","181791.701583383","26.45","2.62","1","2","1","5","5","5","5","1",
"97","소독업","09_30_11_P","3270000","PHMB520123270022042500001","20120221","","01","영업/정상","13","영업중","","","","","051-638-9111","","601808","부산광역시 동구 범일2동 830번지 29호","부산광역시 동구 자성공원로 23, 지하동 1층 (범일동, 케이티부산정보센터)","48745","에스엔시(주)","20210428103649","U","2021-04-30 02:40:00.0","","387908.69336061","183997.207483986","35","17.85","1","2","1","5","5","5","5","1",
"98","소독업","09_30_11_P","3270000","PHMB520123270022042500002","20120814","","01","영업/정상","13","영업중","","","","","051-328-6488","","601836","부산광역시 동구 초량동 1146번지 11호","부산광역시 동구 중앙대로 287 (초량동, 우리은행 초량동지점 4층)","48792","(주)금융환경엔지니어링","20171207153950","I","2018-08-31 23:59:59.0","","386188.787240808","182273.109147713","159.96","","1","2","1","5","5","5","5","2",
"99","소독업","09_30_11_P","3270000","PHMB520123270022042500003","20121112","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 수정동 1181번지 13호","부산광역시 동구 망양로689번길 43, 지하1층 (수정동)","48714","전문환경공사","20200103091502","U","2020-01-05 02:40:00.0","","385745.010238211","182800.452322983","51.7","29.39","1","2","1","5","5","5","5","1",
"100","소독업","09_30_11_P","3270000","PHMB520173270022042500001","20170317","","01","영업/정상","13","영업중","","","","","051-634-8887","","","부산광역시 동구 초량동 49번지 5호 부산보훈복지회관","부산광역시 동구 고관로 5, A동 2층 (초량동, 부산보훈복지회관)","48798","(주)대현티에스","20190128164634","U","2019-01-30 02:40:00.0","","386006.025666175","182017.287788174","119.21","15.86","1","2","0","3","5","5","5","3",
"101","소독업","09_30_11_P","3270000","PHMB520173270022042500002","20031124","","01","영업/정상","13","영업중","","","","","051-851-9782","","","부산광역시 동구 수정동 127번지 7호 2층","부산광역시 동구 고관로 100, 2층 (수정동)","48790","(주)케이투종합관리","20201218094034","U","2020-12-20 02:40:00.0","","386390.556644014","182872.46017886","40.52","4.3","1","3","5","10","7","7","5","5",
"102","소독업","09_30_11_P","3270000","PHMB520173270022042500003","20170615","","01","영업/정상","13","영업중","","","","","051-807-0091","","","부산광역시 동구 초량동 1203번지 2호 7층","부산광역시 동구 중앙대로196번길 12-3, 7층 (초량동, 부산장애인종합회관)","48821","사단법인 부산광역시산업재해장애인협회","20170615151903","I","2018-08-31 23:59:59.0","","385975.003472523","181329.805166114","71.75","8.01","1","2","0","3","5","5","5","1",
"103","소독업","09_30_11_P","3270000","PHMB520173270022042500006","20170808","","01","영업/정상","13","영업중","","","","","051-462-8707","","","부산광역시 동구 수정동 551번지 10호 1층","부산광역시 동구 중앙대로371번길 72, 1층 (수정동)","48780","금오메디칼","20170808090245","I","2018-08-31 23:59:59.0","","386369.969792846","183202.519418215","75.5","5.5","1","2","0","3","5","5","5","1",
