"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"65","의원","01_01_02_P","3250000","PHMA120023250021041100003","20021230","","03","폐업","03","폐업","20110825","","","","051-442-4841","","","부산광역시 중구 중앙동 4가 88-7","부산광역시 중구 충장대로 7 (중앙동4가)","600814","교보생명보험㈜부속의원","20120116143017","I","2018-08-31 23:59:59.0","의원","385675.833699298","180402.491616571","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"66","의원","01_01_02_P","3250000","PHMA120033250021041100002","20030107","","03","폐업","03","폐업","20140901","","","","051-465-7227","","","부산광역시 중구 영주1동  58-28","부산광역시 중구 대영로 219 (영주동)","600811","모리아의원","20140901101740","I","2018-08-31 23:59:59.0","의원","385437.601991835","181143.722067198","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"67","의원","01_01_02_P","3250000","PHMA120173250021041100001","20170323","","03","폐업","03","폐업","20170914","","","","051)461-0303","","","","부산광역시 중구 대청로 97-1 (대청동2가)","48933","오민웅정신건강의학과의원","20171011104556","I","2018-08-31 23:59:59.0","의원","385075.750833093","180104.77195249","의원","1","0","0","88.43","103 102","신경과, 정신건강의학과","","","","0","0","","","0","",
"68","의원","01_01_02_P","3250000","PHMA120083250021041100004","20080630","","03","폐업","03","폐업","20190401","","","","051-243-2211","","","부산광역시 중구 남포동 6가 63","부산광역시 중구 구덕로 90 (남포동6가)","48981","더스타의원","20190401132346","U","2019-04-03 02:40:00.0","의원","384670.317658138","179489.435069922","의원","1","0","0","339.27","101 104 108 114 111 115 105","내과, 외과, 정형외과, 성형외과, 소아청소년과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"69","의원","01_01_02_P","3250000","PHMA119673250021041100002","19670908","","03","폐업","03","폐업","20170531","","","","051-246-5454","","600806","부산광역시 중구 부평동2가 78번지 5호","부산광역시 중구 흑교로 36-1 (부평동2가)","","광민치과의원","20170531174136","I","2018-08-31 23:59:59.0","치과의원","384601.651308575","180062.961242","치과의원","1","0","0","0","200 401","치과","","","","0","0","","","0","",
"70","의원","01_01_02_P","3250000","PHMA119673250021041100003","19671023","","03","폐업","03","폐업","20101007","","","","051-246-2844","","","부산광역시 중구 부평동 1가 35-24","","","김원배치과의원","20101007165208","I","2018-08-31 23:59:59.0","치과의원","","","치과의원","1","0","0","0","200 401","치과","","","","0","0","","","0","",
"71","의원","01_01_02_P","3250000","PHMA119673250021041100004","19671228","","03","폐업","03","폐업","20120307","","","","051-245-4825","","","부산광역시 중구 동광동 5가 16-43","","","동광한의원","20120312140340","I","2018-08-31 23:59:59.0","한의원","","","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"72","의원","01_01_02_P","3250000","PHMA119683250021041100001","19680701","","03","폐업","03","폐업","20140321","","","","051-469-6526","","","부산광역시 중구 영주동 60-35","부산광역시 중구 동영로 111 (영주동)","600810","동인한의원","20140321162355","I","2018-08-31 23:59:59.0","한의원","385361.331504003","181166.64043724","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"73","의원","01_01_02_P","3250000","PHMA119693250021041100002","19690424","","03","폐업","03","폐업","20201130","","","","051-245-1151","","","부산광역시 중구 부평동 2가 80-4","부산광역시 중구 대청로 54 (부평동2가)","48977","서림한의원","20201130173703","U","2020-12-02 02:40:00.0","한의원","384628.770249096","180078.999273132","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"74","의원","01_01_02_P","3250000","PHMA119703250021041100002","19700704","","03","폐업","03","폐업","20140701","","","","051-256-8174","","","부산광역시 중구 보수동 2가 48-1","부산광역시 중구 흑교로 81 (보수동2가)","600082","길메리의원","20140701101322","I","2018-08-31 23:59:59.0","의원","384386.026618743","180443.305580502","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"75","의원","01_01_02_P","3250000","PHMA119713250021041100002","19710728","","03","폐업","03","폐업","20100302","","","","051-253-7344","","","부산광역시 중구 보수동 1가 144-4","","","서찬수신경정신과의원","20100302134609","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","102 103","신경과, 정신건강의학과","","","","0","0","","","0","",
"76","의원","01_01_02_P","3250000","PHMA119713250021041100003","19710828","","03","폐업","03","폐업","20170102","","","","051-464-6111","","","부산광역시 중구 대청동 2가 12-2","부산광역시 중구 대청로 105 (대청동2가)","48933","강동숙이비인후과의원","20170102122745","I","2018-08-31 23:59:59.0","의원","385145.026623982","180108.695480541","의원","1","0","0","0","113","이비인후과","","","","0","0","","","0","",
"77","의원","01_01_02_P","3250000","PHMA119713250021041100004","19711201","","03","폐업","03","폐업","20181023","","","","051-245-2564","","","부산광역시 중구 광복동 2가 18","부산광역시 중구 광복로 69 (광복동2가)","48952","김치과의원","20181023142921","U","2018-10-25 02:35:41.0","치과의원","385272.952786107","179651.641758481","치과의원","1","0","0","0","200 401","치과","","","","0","0","","","0","",
"78","의원","01_01_02_P","3250000","PHMA120053250021041100009","20051202","","03","폐업","03","폐업","20110511","","","","051-241-1311","","","부산광역시 중구 남포동 6가 63","부산광역시 중구 구덕로 90 (남포동6가)","600046","제생원한의원","20120116100036","I","2018-08-31 23:59:59.0","한의원","384670.317658138","179489.435069922","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"79","의원","01_01_02_P","3250000","PHMA120003250021041100002","20000527","","03","폐업","03","폐업","20090504","","","","051-247-2288","","","부산광역시 중구 대청동 3가 20","부산광역시 중구 대청로 80 (대청동3가)","600093","부산안과의원","20120116145036","I","2018-08-31 23:59:59.0","의원","384893.634546496","180069.338251171","의원","1","2","2","0","112","안과","","","","0","0","","","0","",
"80","의원","01_01_02_P","3250000","PHMA120003250021041100004","20001116","","03","폐업","03","폐업","20190301","","","","051-257-0097","","","부산광역시 중구 남포동 2가 22-1","부산광역시 중구 구덕로 40 (남포동2가)","48953","미소안의원","20190304110224","U","2019-03-06 02:40:00.0","의원","385249.36404800000","179906.63944100000","의원","2","0","0","515.63","108 114","성형외과, 피부과","","","","0","0","","","0","",
"81","의원","01_01_02_P","3250000","PHMA120013250021041100001","20010116","","03","폐업","03","폐업","20101025","","","","051-257-8828","","","부산광역시 중구 부평동 4가 51-3","부산광역시 중구 대청로 18 (부평동4가)","600074","성모내과의원","20120116144759","I","2018-08-31 23:59:59.0","의원","384342.43998200000","180399.52234000000","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"82","의원","01_01_02_P","3250000","PHMA120013250021041100004","20010428","","03","폐업","03","폐업","20100515","","","","051-442-2017","","","부산광역시 중구 중앙동 4가 28-12","부산광역시 중구 중앙대로 79 (중앙동4가)","600815","멘파워비뇨기과의원","20120116144452","I","2018-08-31 23:59:59.0","의원","385563.550382368","180299.896362017","의원","1","0","0","0","115","비뇨의학과","","","","0","0","","","0","",
"83","의원","01_01_02_P","3250000","PHMA120013250021041100005","20010718","","03","폐업","03","폐업","20170118","","","","051-462-7589","","","부산광역시 중구 영주1동 558-6","부산광역시 중구 대영로 222 (영주동)","48922","은혜의원","20170118171903","I","2018-08-31 23:59:59.0","의원","385459.033097076","181091.615903913","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"84","의원","01_01_02_P","3250000","PHMA120083250021041100005","20080902","","03","폐업","03","폐업","20160902","","","","051-256-1221","","","부산광역시 중구 남포동 6가 82-5","부산광역시 중구 구덕로 72 (남포동6가)","48981","ABC한의원","20160902104051","I","2018-08-31 23:59:59.0","한의원","384847.461936134","179528.146629155","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"85","의원","01_01_02_P","3250000","PHMA119623250021041100001","19620130","","03","폐업","03","폐업","20100105","","","","051-245-8675","","","부산광역시 중구 동광동 2가 6-3","","","김원우치과의원","20100105134547","I","2018-08-31 23:59:59.0","치과의원","","","치과의원","1","0","0","0","200 401","치과","","","","0","0","","","0","",
"86","의원","01_01_02_P","3250000","PHMA119623250021041100002","19620313","","03","폐업","03","폐업","20110725","","","","051-245-7139","","","부산광역시 중구 부평동 2가 58","","","박희철치과의원","20110726095520","I","2018-08-31 23:59:59.0","치과의원","","","치과의원","1","0","0","0","200 401","치과","","","","0","0","","","0","",
"87","의원","01_01_02_P","3250000","PHMA119623250021041100003","19620503","","03","폐업","03","폐업","20150501","","","","051-245-8544","","","부산광역시 중구 부평동 2가 51-2","부산광역시 중구 보수대로 26-1 (부평동2가)","600807","박기하비뇨기과의원","20150501101847","I","2018-08-31 23:59:59.0","의원","384596.313849289","179673.006908321","의원","1","0","0","0","114 115","피부과, 비뇨의학과","","","","0","0","","","0","",
"88","의원","01_01_02_P","3250000","PHMA119653250021041100001","19650714","","03","폐업","03","폐업","20080905","","","","051-469-5913","","","부산광역시 중구 대청동 2가 20-1","","","임피부과의원","20100825134322","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","114","피부과","","","","0","0","","","0","",
"89","의원","01_01_02_P","3250000","PHMA119663250021041100001","19661125","","03","폐업","03","폐업","20161228","","","","051-245-3121","","","부산광역시 중구 남포동 5가 37-4","부산광역시 중구 구덕로 66-1 (남포동5가)","48953","변안과의원","20170622145142","I","2018-08-31 23:59:59.0","의원","384901.283571205","179544.528466276","의원","1","0","0","0","112","안과","","","","0","0","","","0","",
"90","의원","01_01_02_P","3250000","PHMA119723250021041100002","19720603","","03","폐업","03","폐업","20131231","","","","051-469-6713","","","부산광역시 중구 동광동 4가 15-2","부산광역시 중구 대청로 129 (동광동4가)","600024","아시아이비인후과의원","20131231130124","I","2018-08-31 23:59:59.0","의원","385473.01365000000","180413.58561200000","의원","1","0","0","0","113","이비인후과","","","","0","0","","","0","",
"91","의원","01_01_02_P","3250000","PHMA119723250021041100003","19721028","","03","폐업","03","폐업","20111227","","","","051-246-3466","","","부산광역시 중구 중앙동 2가 49","","","김희교비뇨기과의원","20111227135507","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","115","비뇨의학과","","","","0","0","","","0","",
"92","의원","01_01_02_P","3250000","PHMA119733250021041100002","19730209","","03","폐업","03","폐업","20091007","20090615","20090730","","051-469-8815","","","부산광역시 중구 대청동 1가 33-6","","","토마스내과의원","20091007162520","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"93","의원","01_01_02_P","3250000","PHMA119733250021041100003","19730524","","03","폐업","03","폐업","20160104","","","","051-469-4737","","600014","부산광역시 중구 중앙동4가 76번지 4호","부산광역시 중구 중앙대로 154 (중앙동4가)","48934","김운규의원","20160104110032","I","2018-08-31 23:59:59.0","의원","385785.945142917","181050.233711635","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
